source,commentary
爲其,于僞反下注爲父母爲有凶爲人甚同
食之,音嗣
易也,以豉反
粥,之六反後同
之處,昌慮反下同
所養,徐羊尚反
旣封,依注音窆彼驗反下同
巳愨,本又作㱿苦角反注及後同
北首,手又反
舎奠,音釋注同
離,力智反下同
卒哭,遵聿反
易喪,以豉反徐音亦
祔,音附
比至,必利反
末有,莫曷反無也
期而,音基
桃茢,音列徐音例萑苕杜預云黍穰也鄭注周禮云苕帚
惡之,烏路反注及下注同
凶邪,似嗟反下注同
萑,音完
苕,大彫反
難言,乃旦反
之朝,直遥反注及下皆同
用殉,辭俊反以人從死曰殉
殆幾,音祈又音機下同
芻靈,初俱反束茅爲人馬曰芻靈
俑者,音勇偶人
爲舊,于僞反下爲君爲使人皆同
古與,音餘下同
諸膝,音悉
將隊,本又作墜直媿反
捷,在接反
爲瘠,徐在益反
疑夫,音扶
食食,上如字下音嗣
遣車,弃戰反下文及注同
一乗,繩證反下同
七个,古賀反下及注同
焉知,於䖍反
大儉,音泰或他佐反
偪,音逼本或作逼
包,伯交反
子相,息亮反下注同
西郷,許亮反下皆同
俠,古洽反一音䫪
羨道,徐音賤音義隱云羨車道
曰噫,本又作意同于其反
毋,音無
斯,音賜盡也
沾,依注音覘勑廉反視也
其行,下孟反
㑹見,賢遍反下文不敢見同
矣夫,音扶下同本亦有無夫字者
從祖,才用反
欲去,羌吕反
之號,户刀反
而俓,古定反
人喜則斯陶,徒刀反
斯咏,音詠謳也
咏謳,本亦作嘔烏侯反
斯猶,依注作揺音遥
相近,附近之近也
愠斯戚,紆運反怒也戚憤恚也此喜愠哀樂相對本或於此句上有舞斯愠一句幷注皆衍文
戚憤,扶粉反
恚,一瑞反
歎吟,本或作唫魚今反
斯辟,婢亦反撫心也
躍,羊灼反
惡之,烏路反
斯倍,音佩下同
所復,扶又反
絞衾,戸交反下音欽
設蔞,音柳
翣,所甲反
而食,音嗣注同謂虞祭也
有舎,音捨注同廢也
之訾,似斯反病也
疫病,音役
師還,音旋
出竟,音境
大宰,音泰注及下文注大宰大師大史大廟大傅皆同
嚭,普彼反
使於,色吏反
夫差,音扶下初佳反夫差吳王名闔廬子
盍嘗,戸臘反
斑白,伯山反本又作頒音同
厲與,音餘下反注有此與同
慨焉,苦愛反
憊皃,皮拜反
乃讙,音歡
喜說,音恱下同
知悼,音智下同
彪,彼虯反
李調,如字左傳作外嬖嬖叔
樂闋,苦穴反止也
杜蕢,苦怪反注蒯同
作屠,音徒
曠飲,於鴆反下飲斯飲之飲曠飲調飲寡人皆同
曩者,乃黨反嚮也
嚮也,本亦作曏同許亮反
諫爭,争鬬之争
子卯不樂,如字賈逵云桀以乙卯日死受以甲子日亡故以為戒鄭同漢書翼奉說則不然張宴云子刑夘卯刑子相刑之日故以為忌而云夏殷亡日不推湯武以興乎
疾日,人一反
比葬,必利反下同
為一,于偽反
嬖,必計反
匕,必季反
是共,音供
敢與,音預
知防,音房又扶放反
揚觶,之豉反字林音支又云酒器
揚近,附近之近下聲相近同
名拔,蒲八反
粥,音祝
行之,下孟反
有難,乃旦反注同
石駘,大來反
石碏,七畧反
適子,丁歴反注同
言齊,側皆反
子亢,音剛又苦浪反
莫養,羊尚反下皆同
度諫,大洛反
啜叔,昌劣反叔或作菽音同大豆也王云熬豆而食曰啜叔
斂手,力檢反
還葬,音旋後同
稱其,尺證反下注之稱同
於從,才用反注下同
執羈,音基
靮,丁歴反
紖,陳忍反
疾革,本又作亟居力反急也注同
襚之,音遂
脫君,本亦作說又作稅同他活反
與縣,音玄注同
潘氏,苦干反
乾昔,音干
屬,之玉反
夾我,古洽反
猶繹,音亦
去,羌吕反注同
籥,羊勺反
般請,音班注及下同
機封,彼驗反
多技,其綺反下同
豐碑,彼皮反
時僭,子念反後皆同
斲大,丁角反
其繂,音律
繞,而沼反
各重,直龍反
下天,戸嫁反
四植,時力反
爾㠯,古以字
強使,其丈反
女者,音汝
與,音餘下苦與同
其毋,音無
噫,於其反
禺人,音遇又音務注同
走辟,音避
罷,音皮
倦,其卷反
頸上,吉領反
掖之,音亦
繇役,本亦作徭音遥
弗能,弗亦作不
爲謀,于僞反下注國爲下爲懿同
復無,扶又反下復射謂不復同
死難,乃旦反
隣重,依注音童下同
汪,烏黃反
踦,魚綺反
未冠,古亂反
士行,下孟反
馬裻,音篤本亦作督
子射,食亦反下同
斃一人,本亦作弊婢世反仆也下同
韔弓,勑亮反韜也
仆也,蒲北反又音赴
韜之,吐刀反
又及,本或作又及一人又一人後人妄加耳
朝,直遥反
不與,音預
參乗,繩證反
戈盾,食允反又音允
曹桓公,依注音宣
請含,胡闇反
相啖,徒暫反
食,音嗣徐音自
衣之,於旣反
強之,其丈反下注同
拂柩,芳勿反下其久反
茢,音列
叔肸,許乙反
爲介,音界注及後同副也
難惠,乃旦反
昭穆,常遥反
蕢,苦怪反
辟於,徐音避又婢亦反
畫宫,音獲注同
于奪,徒外反注幷兊同
𣏌,音豈
殖,時職反
華還,胡化反
且于,子餘反
肆諸,殺三日陳尸音四
市朝,直遥反
以上,時掌反
執拘,音俱
弊廬,力居反
子,吐孫反魯哀公子
設撥,半末反紼也
輴車,勑倫反
椁幬,上音郭下大報反覆也
櫕塗,才丸反下音徒
榆沈,本又作潘同昌審反
澆,古堯反
之汁,之十反
滑,于八反
不中,丁仲反又如字
何學,如字或音戸敎反非注同
廢去,羌吕反下同
士掘,求勿反又求月反又戸忽反
肂,本又作肄以二反棺坎也
見,賢遍反
衽,而審反
爲之,于僞反下爲妾注爲之下弗爲服皆同
禮與,音餘
嬖,必計反
犯躐,力輒反
庚,古衡反
償,徐音尚
僭,子念反
侈,昌氏反又赤氏反
邑長,丁丈反
有餽,本又作饋其位反遺也
使焉,色吏反
見在,賢遍反
辟其,音避
木鐸,大各反
舎故,音捨
所敗,必邁反
櫜,音羔甲衣
䩨,本亦作韔勑亮反弓衣
不戢,側立反
似重,直用反
無苛,音何本亦作荷
識之,申志反又如字
執贄,音志
下賢,戸嫁反
巳夫,音扶
重強,其丈反
虚墓,本亦作墟同起魚反注同
之處,昌慮反下同
以莅,音利又音類
不解,佳買反舊胡買反
憔,在遥反
悴,在醉反
爲無,于僞反下同
長子,丁丈反下官長幷注同
於嬴,音盈
名札,側八反
坎深,式鴆反
廣輪,古曠反
揜坎,本又作掩於檢反
可隱,於刄反注同據也
從也,子容反
且號,戸髙反注同
邾婁,力俱反下同
弔含,胡闇反注及下同
僭稱,子念反
易則易,並以豉反下及注同
拒之,本又作距
頓也,徒困反本亦作鈍
祝先,之六反
畿内,音祈
刎其,勿粉反徐亡粉反
大饑,居冝反字林九衣反本又作飢同
黔敖,其廉反徐渠嚴反
而食,音嗣下奉食同
蒙袂,彌世反
輯屨,側立反斂也
貿貿,徐亡救反又音茂目不明貌一音牟
輯斂,力檢反下同
左奉,芳勇反
微與,音餘注同
狂狷,音絹
有殺,本又作弑同式志反下臣殺子殺同
貜,俱縛反
且也,子餘反
瞿然,本又作懼紀具反
斷斯,丁亂反
殺其人,如字
壞其,音怪
洿其,音烏
豬,音誅
復處,扶又反
奐焉,音喚本亦作煥奐爛言衆多也
輪囷,起倫反
全要,一遥反注及下注要君同
九京,依注音原下同下亦作原字
善禱,丁老反祈也
之畜,許六反又許又反
馴守,上音巡下如字又手又反
子貢,本亦作贛音同
爲埋,于僞反下亡皆反下並同
狗,古口反
其封,彼劒反出注
閽人,音昬守門人也
弗内,上如字下音納
其廏,九又反
郷者,許亮反
下之,戸嫁反
人辟,音避下同
内􁆤,力又反
子罕,吁旱反
覘,勑廉反下同
民說,音恱下注同
窺,去規反
扶服,並如字又上音蒲下音蒲北反本又作匍匐音同
當之,丁郎反
子般,音班
殺,音試
遏之,於葛反
不與,音預
原壤,如丈反
材也,音才
貍,力知反
女手,如字徐音汝
之卷,音權本又作拳
佯不,音羊
從者,才用反
以已,並音以
叔譽,音預
叔向,許亮反
名肸,許乙反
處父,音甫注同
大傅,音賦
行,舊下孟反皇如字
幷,必正反專也注同
植,直吏反又時力反注同
其知,音智
狐射,音亦又音夜
辟難,乃旦反
要君,一遥反
追然,音退本亦作退和柔貌
不勝,音升
妥,他果反
呐呐,如恱反徐奴劣反舒小貌
官長,丁丈反
鍵也,其展反徐其偃反籥也
不屬,音燭
學子柳,戸敎反敎也注同
衣衰,依注衣作齊音咨
而繆,依注讀曰樛音居虯反
爲舅,于僞反下爲舅爲天子不爲兄不爲蠶同
魯頓,徒困反又作鈍
仲衍,以善反注同
繐衰,上音歳下七雷反
之縷,力主反
好輕,呼報反
喪,如字
末吾,莫曷反
成人,本或作郕音承
𧖟,士南反
而蟹,戸買反
有緌,耳佳反
蚩,昌之反
蜂也,孚逢反
蜩也,音條
喙,呼惠反又丁角反
勉強,其丈反
吾惡,音烏注同
歳旱,音汙
縣子,音懸
作繆,音穆
欲暴,歩卜反下同
尪,烏光反
面郷,許亮反
不雨,于付反注及下同
庶覬,音兾本又作幾音同
暴人之疾子,一讀以子字向下
可與,音餘
錮疾,音固
曰覡,胡狄反
旱暵,呼旦反
舞雩,音于
徙市,上音死下音是
爲之,于僞反
不亦可乎,可或作善
祔也,音附下同
合葬,音閤下同
以閒,閒廁之閒
善夫,音扶
