source,commentary
學記第十八,鄭云學記者以其記人學敎之義
卷之十一慮憲,音獻法也
以謏,思了反徐所穆反小也
聞,音問聲問
擬度,大各反
躬下,戸嫁反
方䇿,初革反
不琢,丁角反治玊曰琢
大學,音泰後大學皆同
兊命,依注作說音恱下兊命放此
不舎,音捨
兊當,徒外反
嘉肴,戸交反
則睹,丁古反
己行,下孟反下注德行同
自強,其丈反又其良反下注同
相長,丁兩反下注長穉長者皆同
學學,上胡孝反下如字
言學人,胡孝反又音教
有塾,音熟一音育
術有,音遂岀注
中年,徐丁仲反注同
猶閒,閒廁之閒下同
大比,毗志反
樂羣,五孝反又音岳下不能樂學同
斷句,丁亂反
謂別,彼列反
所趣,七住反
鄉也,許亮反
之比,必履反一音必利反
說服,音恱
蛾子,魚起反注同本或作蟻
蚍,音毗
蜉,音浮爾雅云蚍蜉大蟻
乃復,扶又反
大垤,大結反毛詩傳云蟻冢也
之朝朝服,並直遥反
芹,音勤
藻,音早
宵雅,音消小也
肄三,本又作肆同以二反注同習也
宴樂,音洛
相勞,力告反又如字
為始,于偽反
鼔篋,苦協反
孫其,音遜注及下皆同
警衆,京領反
夏楚,古雅反注同
槄也,吐刀反爾雅云槄山榎
扑,普卜反尚書云扑作教刑
撻,他達反
卜禘,大計反
斿其,音由本亦作游
斿假,戶嫁反舊古雅反
弗語,魚庶反
悱悱,芳鬼反
憤憤,扶粉反一本直作悱憤
學不獵等,學胡孝反注同獵音里輒反
長穉,直吏反
操,七刀反注同
縵,末旦反
雜弄,徂合反
博依,於豈反注皆同
不興,虛應反
歆也,許金反
謂閒,音閑
樂其,音岳又音洛又五孝反
雖離,力智反
呻其,音申一音新吟也
占,勑沾反視也
其訊,字又作誶音信問也
呻吟,魚金反又作訡同
其難,乃旦反
為訾,才斯反又音紫
于數,色住反
其施,始移反下同
也悖,布内反
也佛,本又作拂扶弗反
其去,如字又起吕反
心解,胡買反
則忘,亡亮反
之易,以豉反下文注皆同
禁於,居鴆反又音金下同
情慾,音欲一音喻下注同
頓者,徒困反
謂摩,本又作靡莫波反徐亡髲反
思專,息吏反下思放同
切磋,七多反
扞,胡半反注同
格,胡客反又戸隔反扞格不入也注同
不勝,音升又升證反
凍􁅅,胡客反下同此二字並從冫或作水旁非一音戸各反
時過,姑臥反
則壞,音怪徐胡拜反
燕朋,音鷰
猶褻,息列反下同
燕辟,音譬注及下罕辟同
道而,音導注道示及下同
強而,沈其良反徐其兩反下同
爲發,于僞反下爲學者同
好問,呼報反下好思好述同
長善,丁丈反下文及注同
善敎,如字一本作學胡孝反
樂放,方往反
傚也,胡敎反
而臧,子郎反
而解,胡買反下文注同
美惡,烏路反又如字
顓頊,上音專下許玊反
見與,音餘
則齊,側皆反下同
奉書,芳勇反
折而,之設反
相說,音恱
如撞,丈江反
叩之,音口
從容,從依注讀爲舂式容反
富父,音甫
重撞,直用反
而復,扶又反
雜難,乃旦反
語之,魚據反下同
雖舎,音捨又如字注下同
良冶,音也
錮,音固
穿,字又作䆤音川
鑿,在洛反
爲箕,音基注同
撓,而小反下同曲屈也一音女孝反
角幹,古旦反
相勝,音升任也一本作稱尺證反
始駕者,一本作始駕馬者
則貫,古患反習也
無當,丁浪反主也下及注皆同
不治,直吏反
不約,徐於妙反沈於略反注同
不齊,如字
或原,本又作源
或委,於僞反注同
一勺,時酌反
