source,commentary
于坎,口感反
札,側八反
爛,力旦反
袒簀,音責
盛水,音成
廣八,古曠反
長丈,直亮反
深三,尸鴆反
幠用,荒胡反
去死,起吕反注同
楔齒,桑結反
角柶,音四
綴足,丁劣反又丁衞反下注同
適室,丁歷反
管人,如字掌管籥之人又古亂反掌館舎之人也下同
汲,音急
不說,吐活反
繘,均必反汲水綆也
抗衾,苦浪反舉也
用盆,蒲奔反
沃水,烏谷反
用枓,音主又音斗
絺巾,勑其反一本作綌去逆反
挋,音震拭也
如它,音他下同
挋拭,音式
差,七何反淅也注差淅同
沐,音木
甸人,田遍反
爲垼,音役鄭注儀禮云塊竈也
陶人,音桃
出重,直龍反
鬲,音歷
煑,諸許反
西北厞,扶味反隱也舊作扉音非門扉也
爨之,七逭反
差淅,先歷反
其潘,芳袁反米汁也
差,初佳反
率,音律又音類
而上,時掌反
食粥,之育反又音育下同
一溢,音逸劉昌宗又音實下同
莫一,音暮
䟽食,音嗣下及下注䟽食皆同
不盥,古緩反
於篹,本又作匴又作算悉緩反又蘇管反竹筥也
以醯,呼雞反
杯杅,音于
竹筥,居吕反
歠,昌恱反
手飯,扶晚反
作簨,息尹反徐音撰
期之,音基下同
爲母爲妻,並于僞反下注爲其同
不與,音預下同
比葬,必利反
君食之,音嗣下父之友食之皆同
不辟,音避
粱肉,音良梁粱米也
以簟,徒點反
以葦,于鬼反
有莞,音官又音完
布絞,戸交反後同
縮者,所六反
縞衾,古老反
九稱,尺證反杜預云衣單複具曰稱後放此
絞紟,其鴆反後皆同
縮從,足容反
連數,色主反
見之,賢遍反
絞一幅,本又作畐方服反
爲三,絶句
不辟,絶句補麥反又音璧徐扶移反
無紞,丁覽反
廣終,古曠反
析其,思歷反下同
之強,其丈反
被識,式志反又音志又音式下同
去之,起吕反下注同
不倒,丁老反注及下同
散衣,悉但反
無襚,音遂
複衣,音福
褶,音牒袷也
袷也,古洽反
袍必,歩毛反
不襌,音丹
繭,古典反
與稅,吐亂反
袡,而廉反
纁,許云反
袗絺,之忍反
亦爲,于僞又下文則爲之同
之篋,苦協反
不詘,丘勿反
綌紵,直吕反
便也,婢面反
大胥,依注作祝之六反下同
胥樂官,思餘反
不紐,女九反舊而愼反
郷左,許亮反
士與,音預注同
爲􁏨,音執本亦作執
錦冒,莫報反下及注同
黼,音甫
殺,色戒反徐所例反下及注同
之裁,才再反注同
韜尸,本又作㞵吐刀反下同
鋪席,普吳反又音敷下皆同
巫止,本或作巫止門外門外衍字耳
主辟,必亦反
凶邪,似嗟反
姪,大結反
娣,大計反
長子,丁丈反下同
服膺,於陵反
奉之,芳勇反
拘之,音俱一音古侯反
同處,昌慮反
居倚,於綺反
苫,始占反
枕,之鴆反
凷,苦内反
襢,章善反注同露也
障之,音章下同
柱,張主反
楣,音眉
見面,賢遍反
適子,丁歷反
屬目,音燭
無辟,音避下注猶辟同
􁇠,於糾反
堊,烏路反又烏各反注同
禫而,大感反
作道,音導
不復,扶又反
期居,音基下同
爲母爲妻,並于僞反下爲之賜注爲之則爲並同
以上,時掌反
直君,如字又音值當也
先後君,悉見反下胡豆反一音並如字
夾階,古洽反
祝相,息亮反下相止並同
下正君,戸嫁反
屬六,音燭後皆同
椑,步歷反
四重,直龍反下同
水兕,詞履反
被之,皮義反下同
其厚,戸豆反
杝棺,以支反
是差,初佳反徐初冝反
時僭,子念反
金鐕,子南反釘也
㭬,陟角反本又作琢
著,直略反
小要,一遥反下同
鬊爪,音舜亂髮下側巧反
實于緑,音角出注
小囊,乃剛反徐音託
盛之,音成
爲簍,魯口反
用輴,勑倫反
櫕,才完反下同
以幬,音道注同覆也
不曁,其器反注同
見衽,賢遍反注同
猶菆,才工反本亦作叢
記參,初金反
差,初冝反
題,音啼
湊,七豆反
四注,徐之樹反下同
差寛,初賣反又初佳反
掘地,其越反又其勿反
作錞,徒對反又徒臥反又徒猥反
作埻,依字支允反又支閏反徐都臥反沈都雷反
熬,五羔反
四種,章勇反下及注同
八筐,音匡
魚腊,音昔
蚍,音毗
蜉,音浮
黻三,音弗
錦褚,張吕反下同
加僞,依注讀爲帷位悲反
齊五,如字徐才細反
黼翣,所甲反
皆戴,丁代反下及注同
纁披,彼義反徐甫髲反下同
戴綏,依注爲緌音𬎼耳佳反下同
紐,女九反
揄絞,音遥注同
緇,側其反
及壙,苦晃反
惡其,烏路反
以衣,於旣反下衣以皆同
以上,時掌反下魚上同
車苓,音零
縣池,音玄下皆同
動揺,音遥一音以照反
則去,起吕反
齊象車蓋蕤,絶句一讀以𬎼向下
瓜,古華反
分,扶問反又皮莧反又夫云反
廣三,古曠反
髙二,古報反又如字
柄長,直諒反又如字後放此
而從,才用反
用輴,依注音輇市專反下同王勑倫反
四綍,音弗
二碑,彼皮反
御棺,一本作御柩
羽葆,音保
用國,依注亦作輇市專反王如字云一國所用
比出,必利反注同
作團,徒丸反
曰引,音胤
爲率,音律
凡封,依注作窆彼驗反下及注機封同
以咸,依注讀爲緘古鹹反
毋,音無下同
譁,音華
說載,吐活反
輓棺,音晩
繞,而沼反
要,一遥反
舒縱,子用反下同
縱舎,音捨
有隧,音遂延道也
爲椷,古咸反一本作緘
而上,時掌反
抗木,苦浪反徐戸剛反
五重,直龍反下同
容柷,昌六反
容甒,音武
