source,commentary
喪大記第二十二,鄭云以其記人君以下始死小斂大斂殯葬之大事故以大記爲名
卷之十三皆埽,悉報反
爲賔,于僞反下爲其爲賔爲主人皆同
徹縣,音玄注同
士去,起吕反注及下同
東首,手又反下注南首同
北牖,依注音酉舊音容下注牖下放此
爲墉,音容
廢牀,仕良反本或作床字
褻衣,息列反
新朝,直遥反後朝服皆同
屬,音燭
纊,音曠新緜也一音古曠反
易動,以豉反
適寢,丁歷反注同
正處,昌慮反下同
林麓,音鹿
階梯,他兮反
簨,恤尹反
虡,音巨
以卷,本又作衮同古本反注同
屈狄,音闕注同
玄赬,勑貞反
襢衣,知彦反
稅衣,他亂反
東榮,如字屋翼也劉昌宗音營
三號,戸髙反注同
捲衣,俱勉反徐紀阮反
褘衣,音輝
以鷩,必列反
揄狄,音遥
以毳,昌銳反
東霤,力又反
以篋,苦牒反
乗車,繩證反
左轂,工木反
之惡,烏路反
衣尸,於旣反注衣尸同
以斂,力驗反後不出者皆同
而去,起吕反
以袡,而廉反婦人嫁時上服
人諦,大兮反本又作啼
扳,本又作攀普班反一音班
援,音袁徐于願反
爲寄,于僞反下皆同下注爲母爲其罷倦皆同
徒跣,悉典反
扱,初洽反
衽,而審反又而鴆反裳際也
拊心,音撫
使者,色吏反
郷其,許諒反
馮之,皮冰反本或作憑後皆同
人袒,大旱反
說髦,本作稅同他活反徐他外反注同髦音毛
人髽,側瓜反
奉尸,芳勇反注同
夷于堂,如字夷尸也陳也本或作侇同音移一本作奉尸于堂
從而,才用反又如字
氾拜,芳劒反
而免,音問後放此
拾踊,其劫反
裼裘,思歷反
之卷,起權反
出壺,音胡
縣之,音玄及下注同
代更,古行反下同
罷,音皮
倦,其卷反
爲漏,音陋
給爨,七亂反又七官反下爨鼎同
爲㪺,音俱水斗也隱義云容四升也
挈壺,苦結反又音結
下君,戸嫁反下成君不相下下大夫同
照饌,仕眷反
滅燎,力召反又力弔反
南郷,許諒反
事處,昌慮反
以衰,七雷反
人爲,于僞反下人爲主爲下注爲君皆同
竟内,音境下同
輯之,側立反下同斂也
則去,起吕反後去杖皆同
以見,賢遍反
斂也,力檢反下同
以柱,知主反
近尸,附近之近
爲夫人,于僞反下及注妾爲君爲人得並同
棄杖,本亦作古弃字
斷而,丁管反下注斷足瓜同
大盤,本又作槃歩于反
造冰,七報反下及注皆同造猶内也
士併,歩頂反注同
䄠,之善反單也注同
笫,側里反簀也
含一,胡暗反
濡,奴亂反下文同
濯,直孝反下文同
