source,commentary
表記第三十二,鄭云以其記君子之徳見於儀表者也
卷之十七不矜,居陵反自尊大也
應聘,應對之應
用已,音紀
心厭,於豔反
足憚,大旦反
裼襲,思厯反下音習
毋相,音無下同
瀆也,大木反
以樂,音洛注同又音岳
朝極,直遙反下注朝聘同
以倦,本又作勌其眷反
分別,彼列反
巳至,音以
以辟,音避
以逺,于萬反
不揜,於檢反
逺恥,于萬反
日強,上人實反下同下其良反
安肆,音四
日偷,他侯反注同苟且也
放恣,咨嗣反
儳焉,徐在鑑反又仕鑒反輕賤貎
齊戒,側皆反
以見,賢遍反注同
邑竟,音境
狎,下甲反習也
侮,亡甫反
忕於,時世反又時設反
褻,息列反
謂摰,音至本亦作䞇
初筮,市制反
再三,息暫反又如字
所懲,直陵反
創,初亮反又初良反
乂,本又作艾魚廢反皇魚蓋反
不讎,音酬
大甲,音泰注同
無能胥以寧,尚書作罔克胥匡以生
以辟,音璧君也
之仁,音民出注
刑戮,音六本或作僇音同
而好,呼報反
而惡,烏路反
強仁,其兩反下文同
知者,音智
所辟,音避
謂斷,丁亂反
道有至義,依注讀爲道有至有義
以王,于況反
字脫,音奪
有數,所住反
㦧,七感反
怛,丹葛反
豐水,芳引反
有芭,音起
詒厥,以之反遺也
烝哉,之承反君也
數世,色主反
枸,本亦作苟
檵,音計
遺,于季反下同
我今,毛詩作我躬
不閱,音恱容也
能勝,音升
取數,色住反
度人,待洛反注同
儗度,魚起反
難中,丁仲反
德輶,音酉一音由輕也
民鮮,息淺反注及下並同
仰止,本或作仰之
景行,下孟反注明行同
行止,詩作行之
好仁,呼報反下同
郷道,許亮反
年數,色住反
強焉,其兩反一本作俛音勉本或作儳非也
孶孶,音兹
斃而,音弊仆也本又作弊
后巳,音以
罷,音皮
頓,如字又徒困反
能復,扶又反
仆也,蒲北反又音赴
易辭,以豉反下同
猶解,古買反徐又音蟹
恭近,附近之近下同
罪咎,其九反
制行,下孟反
以己,音紀
以移,昌氏反注汜移之移移猶大也同徐又怡耆反一音以示反
汜移,芳劒反
慙怖,普故反
其行,下孟反注無其行同
衰,七雷反
絰,田節反
甲胄,直又反
色稱,尺證反下文并注同
惟鵜,音啼徒兮反鵜鵜胡汚澤之烏一名淘河
不濡,而朱反
彼記,本又作已音同徐紀吏反
汚澤,音烏本又作洿一音火故反
濡汚,汚辱之汚
粢盛,音咨杜預云黍稷曰粢在器曰盛
秬,音巨黒黍
鬯,勑亮反香酒也
庇民,必利反徐方至反又音祕覆也
易道,音亦
徼禄,古堯反
葛藟,音誄力水反
施于,以豉反
條枚,亡回反毛詩傳云枝曰條幹曰枚
凱,本亦作愷又作豈同開待反樂也後放此
弟,如字本又作悌音同易也注及下皆同
樂也,音洛下同
易也,以豉反下同
回邪,似嗟反曲也
之行,下孟反下至下文行之浮於名也文注皆同
以要,一遥反
延蔓,音萬
之謂與,音餘
聿懷,尹必反述也
謂王,于況反
諡以,音示
下賢,戸嫁反
不復,扶又反
欲行,下孟反
便人,婢面反又婢緜反注同謂便習也
辟仁,音避
以強,其良反徐其兩反
以說,音恱
毋荒,音無
憐之,力田反
而逺,于萬反注及下同
近人,附近之近注及下同
朝廷,直遙反下同
憃而,傷容反徐昌容反范湯江反又丁絳反字林音丑降反又丑凶反
喬而,音驕
朴而,普角反
詐諼,況袁反詐也忘也
以䞇,音至
相施,始䜴反下文同
勝而,始證反
以本忕,音誓與上忕於同
令其,力呈反
淫巧,苦教反又如字
而蔽,畢世反又音弊
本數,色角反
未厭,於豔反
強民,其兩反注同
貢稅,申銳反
不勝其敝,音升任也注同敝音弊
猶任,如金反
難復,音伏
易之,音亦
不勝,世證反又音升
㦧,七感反
怛,旦達反
恥費,芳貴反注同
不傳,丈專反
辯別,彼列反下不別同
刑曰,音越
惟威,如字威畏也讀者亦依尚書音畏也
不誣,音無
爲君,于僞反
大畜,勑六反下同
彖,吐亂反
靖共,音恭本亦作恭同
以女,音汝注同
則讇,本亦作諂勑檢反
藏之,如字鄭解詩作臧云善也
易退,以豉反下及下注易絶同
以逺,于萬反
爲主人,于僞反下同
出竟,音境
不要,於遥反注同
言爲,于僞反
其強,其良反舊其兩反
不辟,音避
難,乃旦反
朝廷,直遥反
則愼,本亦作古􁀘字
不復,扶又反
唯天子,唯音雖出注
不易,以豉反
鵲之,字林作鵲說文作䧿音七略反
姜姜,居良反
鶉之,士倫反
賁賁,音奔注同
餘行,下孟反下文并注同
能賻,音附
所費,芳貴反
饋焉,其位反
皆辟,音避
如醴,徐音禮
淡以,大敢反又大暫反徐徒闞反注同
酸,悉官反
酢,七故反
餤,音談徐本作鹽以占反
口譽,音餘注同
繩也,市升反左傳以繩爲譽
則衣,於旣反
則食,音嗣
皆爲,于僞反
歸說,音帨又始銳反注同
怨葘,音災
所惡,烏路反
有巳,音以
晏晏,於諫反
信誓,本亦作矢誓
旦旦,如字字林作􁇄
亦巳,音以
和說,音恱
反覆反覆,並芳服反
穿,音川
窬,范羊朱反徐音豆
也與,音餘
順而說,音恱
夏至,戸嫁反
別乎,彼列反
牲牷,音全純色也本亦作全注同
齊盛,音咨本亦作齍
易富,以豉反注同
傳世,丈專反下同
共儉,音恭
以迄,許訖反至也
祭處,昌慮反下建國之處同
巡守,手又反
大廟,音泰
朝聘,直遥反
君長,丁丈反
下應,應對之應
慢也,字又作僈武諫反
