source,commentary
睆,華板反明貌孫炎云睆漆也徐又音刮
之簀,音責牀笫也
與,音餘下同
畫,衡賣反
牀笫,上音床下側吏反
爲刮,古滑反
瞿然,紀具反下同
曰吁,音虚注同吹氣聲也一音況于反
憊,皮拜反羸困也
革矣,紀力反徐又音極急也注同
請,七領反
覬也,音兾
斃,音弊
仆,蒲北反又音赴
而没,音殁
慨,苦愛反
而廓,苦郭反何云開也
猶索,所白反
邾,音誅
婁,力俱反或如字邾人呼邾聲曰婁故曰邾婁公羊傳與此記同左氏榖梁俱作邾
升陘,音形
魯僖,許冝反
之髽,側瓜反
臺鮐,上音胡下音台
去,羌吕反
纚,所買反又所綺反黒繒韜
而紒,音計
錫衰,上悉歷反下七雷反
與,音餘
吉笄,音雞
素緫,音揔
韜,吐刀反
閲,音恱
爾毋,音無後同
從從,音揔髙也一音崇又仕江反
扈扈,音戸廣也大也
爾女,音汝
大髙,音泰一音勑佐反下大廣巳猶大大重同
蓋榛,側巾反木名又士鄰反
長尺,直亮反凡度長短曰長皆同此音
子禫,大感反
比御,必利反下比及同
蔑,迷結反
彈琴,徒丹反
成笙,音生
絲屨,音句
組纓,音祖
無絇,其俱反
縞,古老反又古報反
厭,于甲反
溺,奴狄反
弗除,如字徐治慮反
大公,音泰注及下注大史公皆同
忍離,力智反下相離同
曰樂樂,並音岳一讀下五敎反又音洛
丘首,手又反注同
期,音基
名鯉,音里
誰與,音餘下餘閣也與同
曰嘻,許其反又於其反悲恨之聲
蒼梧,音吾
陟,知力反升也
帝嚳,苦毒反髙辛氏帝也
騷,素刀反一音簫
湘夫,音相
差之,初佳反又初冝反
嬪也,婢人反
蓋祔,音父
於爨,七亂反
矯之,居表反
謙儉,其檢反
適室,丁歷反
而語,魚據反
澌也,本又音斯音賜下同
顓孫,音專
相近,附近之近
易成,以豉反
之奠,田練反
餘閣,音各
􁌛藏,字又作庪同九毁反又居僞反
街里,音佳
哭嫂,悉早反注同
人倡,昌尚反注同
踴,音勇
娣姒,大計反下音似
縮,所六反從也
縫,音逢又扶用反下同
衡,依注音橫華彭反
從也,子容反
解,佳買反
曰伋,音急
水漿,子良反
俯,音甫
跂,丘䜴反
爲曽,于僞反
不稅,徐他外反注同
以上,時掌反
使者,色吏反
賻,音附
賵,芳用反
乗馬,繩證反四馬曰乗
貸,他代反
副,音付
何傳,直專反一本作傅音附
惡乎,音烏惡乎猶於何也
別親,彼列反下同
夫由,舊音扶皇如字謂丈夫即伯髙
見我,如字皇賢遍反
爲爾,于僞反下注爲其疾爲䙝爲我我爲皆同
來者,一本作爲爾哭也來者
之滋,音咨
不嗜,市志反
薑,居良反
而喪,息浪反下喪眀喪爾明同
女何,音汝下同
洙,音姝
泗,音四洙泗二水名
華隂,徐胡化反
異稱,尺證反
罪與,音餘
離羣,羣朋友也上音利
索居,悉各反猶散也下注索居同
晝,知又反
致齊,側皆反
見齒,賢遍反
衰與,七雷反下同後五服之衰皆放此不復音
不當,丁浪反注同
惡其,烏路反
精麁,本又作麤七奴反
廣狹,音洽
不應,應對之應
䙝,息列反
偏倚,於彼反又於寄反
稅,本又作說同他活反徐又如銳反下及注同
驂,七南反騑馬曰驂夾服馬也
騑,芳非反
偏頗,破多反
予郷,本又作嚮許亮反
而出,如字徐尺遂反
涕,音體
施惠,始豉反
予惡,烏路反
夫涕,音扶
識,式志反又音式下及注章識皆同
啼呼,火故反
饋祥,其位反
遺也,于季反
拱而,恭勇反
傚孔,本又作效胡教反下同
之嗜,市志反貪也注同
蚤作,音早
枻,羊世反亦作曳
消揺,本又作逍遥
頽,徒回反
所放,方兩反
委乎,本又作萎同紆危反注同病也
殆幾,音祈又音機
在阼,才故反
兩楹,音盈
夾之,本又作挾古洽反下注同
饋食,如字又音嗣
疇,直留反
嚮明,本又作郷同許亮反
聽治,直吏反
正坐,才臥反又如字
之處,昌慮反
置,知吏反
翣,所甲反
衣木,於旣反
如襵,所甲反又所洽反
與,音餘
設披,彼義反
綢練,吐刀反韜也徐直留反注同
設旐,直小反
杠,音江竿也
乗車,繩證反
布廣,光浪反凡度廣狹曰廣他皆放此
幅,方木反
褚,張吕反
幕,音莫褚幕覆棺者
蟻,魚綺反蚍蜉也又作蛾
蚍,避尸反徐扶夷反
蜉,音浮
之仇,音求讎也
寢苫,始占反草也
枕干,之鴆反
干楯,本又作盾食允反又音允
市朝,直遥反注同
銜,音咸
而使,色吏反
爲負,于僞反下爲其負相爲同
從父,如字徐才用反
爲魁,苦回反首也
杓,必遥反又匹遥反
而陪,歩回反
皆絰,大結反
易墓,以豉反注同
芟治,所銜反
塡池,依注音奠徐盧王並如字
載處,昌慮反下同
遣奠,弃戰反本或作遷奠非
推,昌隹反又吐回反
柩,其久反
辟,音避下辟賢辟不懷並同
復升,扶又反
從者,才用反下同
禮與,音餘下同
夫祖,音扶
飰於,煩晚反
牖下,羊久反
小斂,力驗反禮家凡小斂大斂之字皆同不重岀
於阼,才故反
且服也,本或作且服過
裼裘,星曆反
夫夫,上音扶下如字一讀並如字注及下同
袒括,徒旱反下古活反
而見,賢遍反注及下同
予之,羊汝反下同
和之,音禾或胡臥反下同
樂由,音岳又音洛
未忘,音亡
彌,亡卑反
牟,莫侯反
爲之,于僞反注爲之重服下爲之服皆同
廢適,丁歷反下文及注同
涕洟,上他計反下音夷自目曰涕自鼻曰洟
子瑕,音遐本又作嘏古雅反
也中,丁仲反注及下注禮中之中同
冠字,古亂字
掘,求月反又求勿反
中霤,力救反
綴足,丁劣反又丁衞反
躐行,良輒反
不復,扶又反
子碩,音石
請鬻,本又作粥音育賣也注同
惡因,烏路反
蘧伯,本又作璩其魚反
玉從,才用反又如字
名拔,皮八反徐蒲末反
樂哉,音洛下同一讀下音五敎反
則瑗,于卷反又於願反
刺其,七賜反
弁人,皮彦反
孺子,而注反
可傳,直專反
括,古活反
嗤,昌之反
卜人師,依注音僕師長也謂大僕也本或無師字者非也前儒如字卜人及醫師也
從母,才用反
二夫人,音扶注同
相爲,于僞反注及下注夫爲妻同
爨緦,上七亂反下音絲
縱縱,依注音揔急遽貌
折折,大兮反安舒貌注同
陵躐,力輒反
怠惰,徒臥反
騷騷,素刀反急疾貌
謂大,音泰一音他佐反下注同
謂絞,户交反後同
紟,其䕃反
衾冒,莫報反
逺之,于万反
逺別,彼列反
妻期,音基
不知,音智
成味,依注音沫亡曷反
成斲,陟角反
縢,本又作滕徒登反
靧也,音悔洗面
竽笙,音于下音生
不和,胡臥反
之調,直弔反
簨,息允反橫曰簨
虡,音巨植曰虡
植曰,時力反又音值
問喪,問或作聞喪息浪反注及下皆同
孫于,音遜
朽,許久反
有爲,于僞反下爲桓司馬爲敬叔則爲之注爲民作爲嫁母皆同
宋向,式上反
戌,音恤
名魋,大回反
侈也,昌氏反又申氏反
而朝,直遥反注同
孟僖,許冝反
閱,音恱
將應,應對之應
汲汲,音急
繆公,音木
出竟,音境
焉得,於䖍反
公叔木,音式樹反又音朱徐之樹反
贈襚,音遂
子璅,息果反依字作瑣
滕伯,徒登反
爲孟,于僞反下及下注爲人同
伯鞏,恭勇反
外内易,以豉反
帷堂,意悲反
綌衰,去逆反麤葛也下七雷反
繐裳,音歳布細而踈曰繐
輕涼,音良
子皐,音髙
無相,息亮反
沽也,音古畧也
易之,音亦徐以豉反
稱家,尺證反
有亡,皇如字無也一音無下同
惡乎,音烏注同
齊,才細反又如字注同
豐省,所領反
之比,必利反
毋過,音無
還葬,音旋便也
縣棺,音玄
巳斂,力驗反
而封,依注作窆彼驗反下棺也徐又甫鄧反
設碑,彼皮反
繂,音律
作塴,北鄧反
士賁,音奔人名
汏哉,本又作大音泰自矜大
醯,呼兮反
醢,音海
甕,烏弄反
慶遺,于季反又如字
革矣,紀力反
不墾,苦很反
衎爾,苦旦反注同自得之貌
爲小君,于僞反下爲之殷爲其久爲君服同
深邃,先遂反
難人,乃旦反
見之,如字又賢遍反
反壤,而丈反
反復,扶又反舊音服非
大古,音泰
自燕,烏田反
爲壟,力勇反
坊者,音防
旁殺,色戒反下同
茨瓦,徐在私反茅覆屋
門廡,音武
卑,如字又音婢
狹,戸甲反
又易,以豉反
馬鬣,力輒反
斷其,音短下同
上之,時掌反下以上同
廣袤,古曠反下音茂徐又亡侯反
重􁆤,直容反
衣以,于旣反
椑,蒲歷反徐房益反櫬尸棺
杝,音移
堅著,直畧反
水兕,徐里反
漆之,音七
不令,力政反本又作合
楔齒,悉節反
綴,丁劣反又丁衞反
飯,煩晩反唅也
不剥,邦角反
也與,音餘下同
倮,力果反謂不巾覆也
埃加,音哀
乾腊,音昔
逮日,音代或大計反
縓,七絹反淺赤色今之紅也
縁,恱絹反下注同
於薫,本又作纁許云反
要絰,一遥反下注小要同下大結反
無絇,其俱反履頭飾
角瑱,吐練反充耳
衡,依字作横華彭反下衡三同
長袪,起魚反一音丘據反
謂褎,本又作袖音徐秀反
袂口,面世反
袪裼,音昔
麛裘,音迷本又作麑同鹿子也
靑豻,音岸胡地野犬
褎絞,戸交反
四重,直龍反注皆同
深邃,雖遂反
被之,皮寄反注同
其厚,胡豆反度厚薄曰厚皆同此音
杝棺,羊支反木名
椵杝,徒亂反
梓,音子
謂屬,音燭
周帀,本又作迊同子合反
能濕,乃代反
衽,而審反又而鴆反小要
髹,又作髤許求反
題,徒低反頭也
湊,七豆反聚也
䊷衣,本又作緇又作純同側其反
明爲,于僞反下文及注爲其變皆同
衍,以善反
菆塗,才官反
龍輴,勑倫反
畫轅,音袁
謂黼,音甫
以刺,七亦反
於縿,音消
幕,音莫
別姓,彼列反注同
於朝,直遥反下同
誄,力軌反
耆老,巨支反
莫相,息亮反佐也注同
尼父,音甫
其行,下孟反
大縣,郡縣之縣
皆厭,于葉反注同
大廟,音泰
惡野,烏路反
銜枚,上音咸下木坏反
叫呼,火故火胡二反
稅人,始銳反謂以物遺人也
謂遺,維季反
縞,古老反注同
紕,避支反
月禫,大感反
月樂,音岳
賜帟,音亦幕之小者
共焉,音恭本亦作供
