source,commentary
郊特牲第十一,鄭云以其記祭天用騂犢之義也郊者祭天之名用一牛故曰特牲
卷之八膳,市戰反
用犢,音獨
牲孕,餘證反
誠愨,苦角反
繁纓,歩干反
三獻爓,本亦作夕廉反
灌用,本又作祼古喚反
腵脩,丁喚反鍛脯加薑桂曰腵脩
三重,直龍反下注同
而酢,才各反
之介,音界注同
猶單,音丹下文注同
饗禘,音藥出注下春禘同
而食,音嗣
夏禘,戸嫁反
俎竒,居冝反下鼎俎竒同
用䙝,息列反
旦明,旦音神出注
篆字,直轉反
示易,以豉反注同
朝聘,直遥反下文注朝覲朝服皆同
樂闋,苦穴反止也
婁嘆,力住反本又作屢
匏竹,歩郊反匏笙也竹篪笛也
別土,彼列反下注無別同
爲作,于僞反下文爲君同
往德,皇如字徐于況反
庭燎,力妙反徐力弔反
僭天子,子念反後並同
私覿,大歷反下同
而使,色吏反
私見,賢遍反下同
慶父,音甫
鴆牙,直䕃反
殺二君,音試
升自阼,才路反本又作升自阼階
宫縣,音玄注及下同
設錫,音陽注同
干盾,本亦作楯純尹反又音尹
傅其,音附
背,補佩反
反坫,丁念反
繡,依注作宵音消注或作綃亦同
黼,音甫
以簾,音廉
於反爵焉,本或作賔反爵焉非
領縁,移絹反
繒,似陵反
朱襮,音博
過,古臥反
寓公,音遇寄也
南郷,許亮反下君南郷同
以辟,音避注同
郷人禓,音傷強鬼名也
強鬼,其丈反
時難,乃多反下同本又作儺
索室,色百反下文注皆同
􁍰疫,字又作驅同起居反
縣弧,音胡
設帨,始銳反
三日齊,本又作齋同側皆反後放此
何居,音姬
繹之,音亦
祊,百彭反
商賈,音古
販夫,甫万反
北庸,本亦作墉音容牆也
大社,音泰下文注大社大陽大廟大古大王皆同
王爲,于僞反下文爲社爲焚皆同
喪國,息浪反
薄社,本又作亳歩各反
北牖,音酉
丘乗,時證反注同又徒徧反
共,音恭
粢,音資
曰甸,徒練反又繩證反
卒伍,祖忽反
算具,思管反
爲省,思淺反
而鹽,依注音豔
行行田,上如字下及下行田皆下孟反
使歆,許金反
燔柴,音煩
巡守,手又反
岱宗,音代
夏正,音征下同
猶徧,音遍
以稱,尺證反
用騂,息營反徐呼營反
圜丘,本又作圎音貟
凡爲,如字或于僞反非也
擇可與,如字一音預
而還,音旋下同
重相,直用反
爲廏,九又反
省鑊,戸郭反
汜,芳劒反本亦作汎
埽,素報反
剗,初産反徐又初展反
令,力呈反
王被,皮義反
卷,本又作衮同古本反注卷冕同
冕,亡展反字林亡辯反
載,丁代反本亦作戴
璪,音早
不過,古和反
在滌,范音迪徐徒嘯反
以別,彼列反
所搜,本又作廋所流反
除處,昌慮反下之處同處皆同
大蜡八,仕詐反蜡祭有八神先嗇一司嗇二農三郵表畷四貓虎五坊六水庸七昆蟲八
伊耆,巨夷反伊耆古天子號也或云即帝堯是也
百種,之勇反下之種也同
郵,本亦作尤有周反字或作卸
表畷,丁劣反田畯所以督約井閒處也又丁衞反
田畯,音俊
督約,因妙反
敎擾,而沼反馴也
迎猫,字又作貓音苗
爲其,于僞反下同
祭坊,音房後注同
其壑,火各反
祝辭,之六反又之又反
猶坑,苦衡反
螟,莫經反
螽,音終又作􁈰
榛杖,側巾反以榛木爲杖也
喪殺,所界反徐所例反注及下德之殺並同
臘先祖,力合反
勞農,力報反
草笠,音立
使使,上音史下及下使者皆色吏反
緇撮,七活反又七括反
其餉,始尚反
伊糾,居􁇠反
好田,呼報反下好女可好皆同
果蓏,力果反
以蓄,丑六反又許六反
蕰財,於粉反
以移,以豉反注同羨也
羨也,才箭反又辭見反
烝,之承反
卑,必利反
祖妣,必履反
之與,音餘
旣唶而收,絶句
積聚,並如字徐上音玆賜反下才樹反
之菹,爭居反
其醢,音海
麋,音眉
臡,字又作乃兮反字林作人兮反
茆,音卯又力首反
麏,九倫反
蠃,力戈反
豚拍,音博
􁀔,即見反又作薦同或作廌非
可耆,市志反
路車,本亦作輅音同
可樂,皇音洛下同徐五孝反
可便,婢面反徐扶絹反
莞,音官徐音丸
簟,大點反
越,音活注同
稾,又作藳古老反
鞂,簡八反徐古八反
不和,胡臥反
不琢,依注爲丈轉反
彫,多調反又作雕
幾,巨依反注同
之乗,時證反
樸也,普角反
司烜,音毀
隂鑑,古暫反
藉神,字夜反
沂,魚斤反
鄂,五各反
俎寄,居冝反
醯醢,上呼兮反本又作䤈同
斷也,丁亂反
冠義,古亂反下文注始冠而敝之而冠冠於阼冠而字之冠禮士禮冠皆同
齊則,側皆反
其緌,耳佳反
以上,時掌反後以上皆同
敝,本亦作弊婢世反徐又房列反弃也
不復,扶又反
適子,丁曆反
近主,附近之近
醮,子妙反
毋追,上音牟下多雷反
殷冔,況甫反字林作火于反
見篡,初患反
殺,音試
賢行,下孟反下德行同
取於,音娶本又作娶
附逺,皇于万反
厚別,兵列反下及注皆同
不腆,天典反
信事,側吏反又如字立也注同
親迎,魚敬反
男先,悉見反下及注同
倡,昌亮反
道,音導
執贄,音至本亦作摯
聚麀,音憂
出乎大門而先,如字絶句又悉遍反
以知,音智
婦盥,音管
饋,其位反一本無婦盥饋三字
婦餕,音俊
爲䐲,直輒反
滌蕩,音狄徐又同弔反
樂三,如字徐息暫反
灌用鬯臭,絶句庾以鬯字絶句
鬱,字又作同
合鬯,絶句
焫蕭,如恱反燒也下音簫香蒿也
合,如字徐音閤
羶,依注音馨許經反
薌,音香
圭瓉,在旦反
鈃南,音刑
蒿也,呼毛反
染以,如琰反
羶當,失然反
詔祝,之六反下及注並同又之又反
膟,音律
膋,力彫反
燎于,力妙反又力弔反下文同
爐,音盧
以墮,許恚反或許垂反
之奥,烏報反
北墉,音容
室與堂與,並音餘下逺者與同本作室與堂也與則如字讀
逺人,徐于万反
倞也,音亮
肵,音祈
爲尸,于僞反
嘏辭,古雅反
爲犆,徒得反
相,息亮反注及下之相幷注同
侑,音又
妥尸,他果反
嘏長,直良反徐知兩反
或詁,音古
祭齊,才細反注及下說齊幷注同
謂綏,許恚反
說齊,始銳反淸也字又作涗
泲之,子禮反下同
㡛氏,莫剛反
漚絲,烏豆反
爲汎,本又作泛同
齊絜,側皆反篇末文注同
腥肆,勑歷反注同
爓腍,而審反
䐲,直輒反
舉斝,古雅反
之坐,才臥反
縮酌,所六反注同
醴齊,才細反下皆同
去滓,起吕反
醳酒,音亦
不共,音恭
斟也,章金反
尊彞,音夷
注于,之樹反
醆,側產反
盎齊,烏浪反
差淸,初賣反又初佳反
汁,之十反
獻,依注爲莎素何反下注同
舊澤,依注讀爲醳音亦徐詩石反
爲其,于僞反
腊毒,上音昔隱義云腊久也久酒有毒
辟,依注作弭亡妣反
逺罪,于万反
