source,commentary
犬齛,本亦作噬常世反
以繢,胡對反畫也
以掬,九六反手中也兩手曰掬
弗揮,音輝何云振去餘酒曰揮
脃也,七歳反
苞苴,子餘反苞裹也苴藉也
簞,音單
笥,思嗣反字林先自反沈息里反簞笥竹器也圜曰簞方曰笥
裹魚,音果
以葦,韋鬼反
盛飯,音成
圜曰,音貟
如使,色吏反注及下使者使也並同
凡爲,于僞反下注爲哀樂爲其廢喪事並同
朝服,直遥反
強識,如字又式異反
善行,下孟反皇如字
怠,音代
昭穆,時招反
幼少,式召反
乗必,繩證反下注二處乗車同
齊者,側皆反
哀樂,音洛下無容樂非樂所同
思也,絲嗣反又如字
毁瘠,在昔反瘦也
骨見,賢遍反
由阼,才故反
門隧,音遂道也
有創,初良反又初亮反
瘍有,音羊本或作痒
不勝,音升
任也,而金反
衰麻,七雷反
數也,所主反下皆同
殯,必刄反下同
斂,力驗反下同
貶於,彼檢反字林方犯反
者傷,如字下同舊式亮反
能賻,音附公羊傳曰錢財曰􁎚榖梁傳曰歸生者曰賻
不問其所費,芳味反一本作有所費下句放此
能遺,于季反與也
皆爲,于僞反下爲其皆同
登壟,力勇反塚也
塋域,音營
執紼,音弗引棺索
引棺,本亦作引車
索,悉各反
望柩,求又反
入臨,如字舊力鴆反
春,束容反
不相,息亮反注同送杵聲
杵,昌吕反
由徑,經定反邪路也
不辟,音避本亦作避下注同
内荏,而審反柔弱貌
心很,胡墾反
小俛,音免
禮不下,遐嫁反又如字
遽於,其庶反沈又其於反
不上,時掌反
不與,音預
車綏,耳佳反
則載,音戴本亦作戴下及注同
塵埃,烏來反
鳴鳶,悅專反鴟也
車騎,其寄反
有摯,音至
貔,婢支反徐扶夷反孔安國云貔執夷虎屬皆猛健
貅,本亦作䝗許求反又虚虯反貔貅摯獸
以警,音景
師從,才用反下同
行列,戸剛反
招揺,並如字北斗第七星
急繕,依注音勁吉政反
軍陳,直覲反
杓端,敷招反徐必遥反
分也,扶問反
之讎,常由反
多壘,徐力軌反又力水反軍壁
軍辟,本又作壁布狄反
數見,色角反
爲無,于僞反下爲不爲其爲有皆同
則埋,徐武乖反
䙝之,息列反慢也
之使也,色吏反
諱辟,音避下皆同
禹與雨,並于矩反一讀雨音于許反
丘與區,並去求反一讀區音羌虯反又丘于反案漢和帝名肇不改京兆郡魏武帝名操陳思王詩云脩阪造雲日是不諱嫌名
逮事,音代一音大計反
心瞿,本又作懼同俱附反
適士,丁歷反
入竟,音境
所惡,烏路反
筮,市制反
冠娶,古亂反
假爾,古雅反下同
是瀆,徒木反
麗,力知反
猶與,音預本亦作䂊
必踐,依注音善王如字云履也
爲蓍,音尸
監駕,古銜反
且爲,于僞反
展軨,歷丁反一音領盧云車轄頭靼也舊云車闌也
由右上,時掌反下犬馬不上下注而上車同
去塵,羌吕反
跪乗,繩證反下除乗君不乗竒車乗路馬皆同
分轡,悲位反四馬八轡故云分
幷轡,必政反
右攘,如羊反郤也又音讓
辟,音避徐扶亦反本或作避字非也
車驅,起俱反徐起遇反
而騶,仕救反又七須反徐仕遘反
拘之,古侯反又音俱
非贄,本亦作摯音至
朝位,直遥反下同
善藺,力刄反
自御之,依注音訝五嫁反迎也
跛者,波我反
眇者,名小反
爲其,于僞反下注爲若爲惑爲掩同
蓌拜,子臥反又側嫁反詐也挫也沈租嫁反又子猥反盧本作蹲
惡空,烏路反
逺嫌,于万反
竒車,居冝反竒邪不正之車何云不如法之車
廣欬,開代反
五巂,本又作嶲惠圭反規也車輪轉一周爲巂一周丈九尺八寸地
爲繠,本又作橤如捶反徐而媿反
䇿彗,音遂徐雖醉反又囚歳反竹帚也
䘏,蘇没反注同
勿,音没注同䘏勿搔摩也
驅,如字又羌遇反
搔,素力反
摩,莫何反
齊牛,側皆反
載鞭,必緜反
足蹙,本又作蹴徐采六反又子六反
馬芻,初俱反
