source,commentary
曲禮第一,本或作曲禮上者後人加也檀弓雜記放此曲禮者是儀禮之舊名委曲說禮之事
禮記,此記二禮之遺闕故名禮記
鄭氏注毋不敬,音無說文云止之詞其字從女内有一畫象有姦之形禁止之勿令姦古人云毋猶今人言莫也案毋字與父母字不同俗本多亂讀者皆朱點母字以作無音非也後放此疑者特復音之
嚴,魚檢反本亦作儼同矜莊貌
苦思,如字徐息嗣反
矜莊,居冰反
樞機,昌朱反
敖,五報反慢也王肅五髙反遨遊也
不可長,丁丈反盧植馬融王肅並直良反
欲不,如字
可從,足用反放縱也
樂不,舊音洛皇侃音岳
可極,如字皇紀力反
桀,其列反夏之末主名癸
紂,直丑反殷之末主名辛
狎而,戸甲反習也近也
近也,附近之近下注内不出者皆同
貴傶,音戚本亦作戚
誣人,音無後並同
有畜,勑六反
以賙,音周
樂氏,音岳謂宋司城樂喜
有害,如字本亦作難乃旦反
咎犯,其久反
重耳,直龍反
爲傷,于僞反下爲傷爲近皆同
臨難,乃旦反
很,胡懇反䦧也
勝,舒證反
分,扶問反
䦧,呼曆反猶鬪也
謂爭,爭鬪之爭下文皆同
傷知,音智
若夫,方于反丈夫也
如齊,側皆反本亦作齋音同注同
士丏,本亦作匄音蓋
乃還,音旋後放此
使從,色吏反
牲幣,徐扶世反
弗享,許兩反
夫禮者,音扶凡發語之端皆然後放此
親䟽,所居反或作踈
決,徐古穴反
嫌疑,戸恬反
別同,彼列反下注下文同
說人,音悅又始恱反注同
佞,乃定反口才曰佞
媚,眉忌反意向曰媚
不辭,本又作詞同說文以詞爲言詞之字辭不受也後皆放此
費,芳味反言而不行爲辭費
侵侮,徐亡撫反輕慢也
不好,呼報反注同
善行,下孟反下行脩同
取於人,舊七樹反謂趣就師求道也皇如字謂取師之道
取人,如字謂制師使從己
辯訟,皮勉反徐方勉反
君臣上下,上謂公卿下謂大夫士
宦學,音患
班朝,直遥反
涖官,本亦作莅徐音利沈力二反又力位反臨也
禱,丁老反鄭云求福曰禱
祠,音詞求得曰祠
共給,音恭本或作供
不莊,側良反徐側亮反
學或爲御,鄭此注爲見他本也後放此
撙節,祖本反趨也
猶趨,七俱反就也向也
嬰,本或作鸚厄耕反
母,本或作鵡同音武諸葛恪茂后反
不離,力智反下同
狌狌,本又作猩音生
禽獸,盧本作走獸
聚麀,音憂牝鹿也
鹿牝,頻忍反徐扶盡反舊扶允反
大上,音泰注同太上謂三皇五帝之世
施而,始豉反下文同
負販,方万反
輕恌,吐彫反
好禮,呼報反下同
不懾,之渉反怯也惑也
猶怯,丘劫反何胤云憚所行爲怯
冠,古亂反
曰艾,五蓋反老也謂蒼艾色也一音刈治也
曰耆,渠夷反賀瑒云至也至老境也
不與,音預
而傳,直專反沈直戀反
八十九十曰旄,本又作同亡報反惽忘也注同本或作八十曰耊九十曰旄後人忘加之
惽,音昬一音呼囷反
忘也,亡亮反又如字
將知,音智
曰悼,徒報反謂可怜愛也
期頤,羊時反養也
猶要,於遥反又如字下同
養道,羊尚反又如字
猶聽,吐丁反後可以意求皆不音
勞苦,如字又力報反
坐乗,繩證反
稱也,尺證反
長者,丁丈反下皆同
必操,七刀反
而夏,遐嫁反
凊,七性反字從冫冰冷也本或水旁作非也
牀衽,而審反徐而鴆反席也
儕,仕皆反等也沈才詣反
四皓,戸老反四皓園公綺季夏黃公角里先生
卑逺,于万反
僚友,本又作寮了彫反同官者
其弟,大計反下注同
之行,下孟反
必告,古毒反
冠,工喚反
惇行,都温反
差退,初隹反徐初冝反
主奥,烏報反西南隅也沈於六反
尊處,昌慮反下同
棖,直衡反闑也
闑,魚列五結二反
以上,時掌反凡言以上皆放此
食,音嗣
饗,本又作享香兩反
爲㮣,古愛反量也
饌具,士戀反
爲其,于僞反下注除不爲孤皆同
苟訾,音紫毁也沈又將知反
君子樂,音洛
暝,本亦作冥莫定反下同
爲卒,才忽反
不純,諸允反又之閏反縁也下及注皆同
純縁,恱絹反
縞冠,古老反沈又古到反
素紕,婢支反徐補移反
早喪,息浪反
適子,丁歷反
常視,音示
無誑,本或作䚾同九況反欺也
不衣,於旣反下同
大温,音泰徐他佐反
便,婢面反
易也,以豉反
提,大兮反
攜,戸圭反
手奉,芳勇反又扶恭反下及注奉扃奉席奉箕皆同
辟,匹亦反側也徐芳益反沈扶赤反注同
咡,徐如志反口旁也何云口耳之閒曰咡
挾之,音協
掩口,於檢反
郷尊,許亮反本又作嚮後文注皆同
屛氣,必領反
從於,才用反下皆同
拱手,俱勇反
而上,時掌反下同
不呼,火故反號呌也
警内,京領反
二屨,紀具反單下曰屨
言聞,音問又如字下同
視必,常止反下同徐音示沈又市志反
奉扃,古螢反何云關也一云門扇上鐶鈕
瞻無,徐如字
戸闔,胡臘反
不拒,其庶反
毋踖,在亦反一音席躐也
摳衣,苦侯反提也下及注同
趨隅,七俱反向也注同本又作走徐音奏又如字
愼唯,于癸反應辭也注同徐于比反沈以水反
諾,乃各反
乃應,應對之應
由闑,魚列反門橛也
門橛,求月反門中木
踐閾,于逼反一音況域反門限也
下賔,遐嫁反
敷也,芳夫反
道之,音導
復就,音服後此音更不重出
拾,依注音渉
級,音急階等
躡,女攝反
之倂,步頂反
以上,時掌反下皆同
重,直勇反徐治恭反
蹉,本亦作差同七何反
跌,大結反
相過,古臥反後不音者放此
帷薄,位悲反帷幔也薄平博反簾也
爲其,于僞反下並同
迫也,音伯
上介,音界
並坐,如字又歩頂反後放此
橫肱,古弘反
不跪,求委反本又作危
授坐,本又作俛仰
凡爲,于僞反
􁇗,本又作糞徐音奮掃席前曰􁇗
加帚,之手反
於箕,音基
膺,於陵反
葉,如字箕舌
以袂,武世反衣袖末
拘而,古侯反徐音俱
謂掃,先報反又先早反
擁帚,於勇反
而扱,依注音吸許急反斂也
箕去,丘吕反下注同
如橋,居廟反井上桔槹
令左,力呈反
卬,本又作昂又作仰同五剛反又魚丈反下同
㮮,本又作契又作絜同音結
槹,古毫反挈皐依字作桔槹見莊子
請衽,而審反臥席也
何趾,音止
坐在,才臥反又如字
函,胡南反容也
丈,如字丈尺之丈王肅作杖
指畫,胡麥反
於牖,羊九反
重席,直龍反注同
再辭曰固,一本作曰固辭
不恙,羊尚反爾雅云憂也
所爲,于僞反下同
無怍,才洛反慙也
去齊,音咨注同本又作齊謂裳下緝
下緝,七立反
毋撥,半末反發揚
毋蹶,本又作蹷居衞反又求月反行急遽貌
行遽,其據反
書筴,本又作䇿初革反編簡也
盡後,津忍反後放此
爲汙,汙辱之汙又一故反後放此
毋儳,徐仕鑒反又蒼鑒反又蒼陷反暫也
旣說,音恱
毋勦,初交反一音初敎反擥取
說,如字注同徐舒銳反
擥也,徐力敢反
應也,應對之應下同
侍坐,才臥反後放此
篇卷,音眷徐久戀反
唯而,于癸反徐于比反注同
爲有,于僞反下爲饌同
不見,賢遍反
跋,半末反本也
則去,起吕反下風去免去同
燼多,才信反
有厭,於豔反下同
不叱,尺質反
狗,古口反
風去,方鳳反
不唾,吐臥反
有穢,紆廢反徐烏外反
惡也,烏路反
欠,丘劒反
伸,音身
撰,仕轉反猶持也
杖屨,紀具反下同
日蚤,音早
莫,音暮
離席,力智反
必令,力呈反
少閒,音閑注同
探人,音貪
耳屬,之玉反
于垣,音袁
毋噭,古弔反
淫視,如字徐市志反
毋倨,音據
毋跛,彼義反又波我反徐方寄反偏任也
毋髢,徒細反髮垂如髲
毋袒,徒旱反露也
毋騫,起連反
皆爲,于僞反下爲妨爲于皆爲爲其爲後同
號,戸髙反本又作啼字
呼,火故反又如字
睇,大計反
眄,莫遍反
伏覆,芳伏反
髲,皮義反
袪,丘魚反
爲肄,以二反餘也
不上,時掌反
爲妨,音芳
猶著,丁畧反
同杝,羊支反衣架也
枷,本又作架徐音稼古本無此字
巾櫛,側乙皮
嫂叔,字又作素早反
漱裳,悉俟反澣也
於梱,本又作閫芳本反門限也
重別,彼列反下及注同
澣也,戸管反
行媒,音梅
不相知,本或作不相知名名衍字耳
傳昬,直專反
判妻,普叛反
齊戒,側皆反
取妻,七住反本亦作娶下賀取妻同
非媵,羊證反又繩證反
本繫,音計又戸計反
有見,賢遍反
辟嫌,音避本亦作避下同餘皆放此
筋力,音斤
黒臀,徒孫反
指擿,徐吐曆反或音的
爲醫,於其反
二十冠,古亂反
許嫁笄,古兮反
左殽,户交反熟肉有骨曰殽
右胾,側吏反大臠
食居,音嗣飯也注食飯屬同徐音自
羮居,古衡反舊音衡
皆便,婢面反下同
其近,如字
膾,古外反
炙,章夜反注同
醢,徐音海本又作醯呼兮反
醬,子匠反
葱渫,以制反烝葱也
烝,之承反
酒漿,子羊反字亦作將
客燕,本亦作宴於遍反
冝放,方兩反
公食,音嗣此儀禮篇名也後放此下文及注執食同
左胊,其俱反屈中曰朐
客祭,禮飲食必祭示有所先也于寶注周禮云祭五行六隂之神與人起居
延道,音導
徧祭,音遍下注同
魚腊,音昔
湆醬,音泣
三飯,符晚反下注禮飯以手同依字書食旁作卞扶万反食旁作反符晩反二字不同今則混之故隨俗而音此字
後辯,音遍下同
酳,音胤又仕覲反嗽口也以酒曰酳以水曰嗽
親饋,徐其類反
爲,于僞反
汗,下半反本或作汙
捼,乃禾反沈耳隹反
莎,息禾反沈又息隨反
毋摶,徒端反
爲欲,于僞反後皆同
去手,起吕反
流歠,川恱反
毋咤,陟嫁反叱咤也
毋齧,五結反
固獲,並如字徐云鄭横覇反專之曰固爭取曰獲一音護
飯黍,扶晩反
以箸,直慮反說文云飯敧也
嚃,他荅反一音吐計反又音退不嚼菜也
不嚼,疾畧反又序畧反
絮,勑慮反調也謂加以鹽梅也
毋刺,七亦反
弄,魯凍反
淡,度敢反
能烹,普彭反煑也
辭以窶,其禹反貧也
肉,音濡字亦作濡
斷也,音短
嘬,初怪反
炙,章夜反
臠也,力轉反
少牢,徐武照反凡少牢皆同
嚌之,才細反
卒食,子恤反後更不音者同
齏,本又作齊將兮反
相者,息亮反注同
郷,音向
少者,式召反下皆同
未釂,子妙反盡也
先尊,悉薦反又如字
亢禮,苦浪反
僮僕,音同
其核,戸革反
漑者,古愛反
重汙,直勇反徐治龍反
陶梓,音桃瓦器也沈音遥
萑竹,音丸葦也
傳己,直專反
侑曰,音又
餕餘,子閏反食餘曰餕
重殽,直龍反
偶坐,五口反配也一曰副貳也下才臥反又如字
用梜,古協反沈又音甲字林作筴云箸也公洽反
梜箸,直慮反
爲天,于僞反下同
削,息畧反
瓜,古華反
副之,普逼反四析也
絺,勑冝反細葛
副析,星曆反下同
橫斷,音短下同
華之,胡瓜反中裂
以綌,去逆反麤葛
累之,力果反一音如字
倮也,力果反沈胡瓦反
疐之,音帝
去疐,丘吕反
齕之,恨没反徐胡切反
冠者,如字徐古亂反
不爲,如字徐于爲反
不惰,徒禾反一音徒臥反
私好,呼報反
至矧,本又作哂失忍反又詩忍反齒本也
不至詈,力智反罵詈
則見,賢遍反
水潦,音老雨水謂之潦
拂其,本又作佛扶弗反下同戾也
爲其,于僞反下爲其同
喙害,吁廢反又陟遘反又知胄反又丁角反
佛戾,力計反
竹籠,力東反
以冒,莫報反
畜馬,許六反養也徐況又反
則馴,似遵反狎也徐食倫反沈養純反
筴綏,音雖執以登車者
胄,直又反兠鍪
操右,七刀反持也下及注皆同
右契,苦計反
操量,音亮一音良斗斛
鼓,隱義云樂浪人呼容十二石者爲鼓
醬齊,本又作齏同子兮反
便也,婢面反
鎧,苦愛反
兠,丁矦反
鍪,莫矦反
券要,字又作絭音勸
凡遺,于季反與也注同
弛弓,本又作施同式是反謂不張也注同
隤然,本又作頽徒回反順貌
承弣,音撫把中也徐音甫下同
弭頭,亡婢反弓末也
耶也,似嗟反
把中,音霸手執處也
垂帨,徐始銳反佩巾
磬,徐苦定反
折,徐時列反又之列反沈云舊音逝
還辟辟拜,上辟扶亦反下辟音避注同
覆手,芳服反
與,音餘
其鐏,在困反舊子困反銳底曰鐏注同一讀注音作管反
矛㦸,本又作音謀兵器
其鐓,本又作錞徒對反平底曰鐓注同一讀注丁亂反
銳,以稅反
底,丁禮反
拂之,如字
所馮,皮冰反
去塵,起吕反
效馬,胡敎反呈見也下同
手便,婢面反
呈見,賢遍反
