source,commentary
孫臧,如字徐才浪反
經九年于戲,許冝反
傳九年畚,音本草器也
挶,九録反土轝也
具綆,古杏反汲水索
缶,方九反汲水瓦器
蕢,其位反
籠,力東反
土輿,音預
汲,音急
索,悉各反
盆􁐤,戸暫反
所任,音壬
畜,勑六反本又作蓄
水潦,音老
繕守,手又反注守備同
巡行,下孟反下同
丈度,待洛反下同
之處,昌慮反
摽表,必遥反
隧正,音遂
華閱,音恱
官庀,芳婢反具也下同
樂遄,市專反
皇鄖,音云本亦作貟音同
校正,戸敎反注同
出馬,如字徐尺遂反下同
武守,手又反下同
西鉏吾,音魚
儆宫,音景
四庸,本又作墉音同城也
般庚,歩干反字亦作盤
以禳,如羊反
渥濁,於角反
於咮,竹又反徐下遘反
以出,如字徐尺遂反
内,如字徐音納
鶉火,音純
得見,如字又賢遍反
閼伯,於葛反
相土,息亮反注同
契孫,息列反
之釁,許靳反
猶數,所主反下同
所更,音庚
遇艮,古恨反
曰亡,如字猶無也讀者或音無
元亨,許庚反下同
論彖,吐亂反
以折,之設反
之長,丁丈反下同
嘉德,易作嘉會
而與,音預
而姣,戸交反注同徐又如字服氏同嵇叔夜音效
士雃,苫田反
失選,息戀反注同
少於,詩照反下同
中行,戸郎反
欒黶,於斬反
新軍將,子匠反
晉饑,音飢又音機
鄟門,音專本亦作專
行栗,如字行道也栗表道樹
于氾,音凡
盛,音成
餱糧,音侯乾食也
肆眚,生領反徐所幸反
人恐,丘勇反
鄭復,扶又反
敝罷,音皮
暴骨,蒲卜反注同徐扶沃反
以爭,爭鬪之爭注同又如字
未艾,魚廢反息也一音五蓋反注同
公孫蠆,勑邁反
皆從,才用反
適子,丁歷反
使介,音界注同
介猶閒也,音閒厠之閒又如字
以要之,一遥反注強要下要人要盟皆同
強要,其丈反
歆其,許今反
墊,丁念反
隘,於懈反
所厎,音旨至也
以庇,必利反
能休,許虯反
復伐,扶又反下注同
閏月,依注讀爲門五日
隂阪,音反又扶板反
三畨,芳元反
更攻,音庚
洧津,于軌反
冠而,古亂反注下皆同
盍爲,戸臘反
以祼,古亂反
謂灌,古亂反
鬯酒,勑亮反
之祧,他彫反
罷戎,音皮徐音彼
中分,並如字徐音丁仲反
輸積,子賜反下同
聚,才住反
以貸,他代反
崇省,所景反
期年,音基本亦作朞
于向,舒亮反
