source,commentary
襄元,襄公名午成公子母定姒諡法因事有功曰襄辟土有德曰襄
第十四杜氏盡九年經元年魯與,音預
于鄫,才陵反
公孫剽,匹妙反字林匹召反
傳元年爲宋,于僞反
彭城降,戸江反注同
歸寘,之豉反
瓠丘,徐侯吳反音戸故反
東垣,音袁
爲質,音致
其郛,芳夫反
元帥,所類反
於洧,于軌反
焦夷,如字徐在堯反
不與,音預
鄼縣,才河反又子旦反
迂迴,音于
繼好,呼報反
經二年伯睔,古囷反徐又胡忖反
甯殖,市力反
齊姜,如字諡法執心克莊曰齊或音側皆反非
傳二年伐萊,音來
正輿子,音餘本亦作與
以索,所白反
諡應,應對之應年末同
其行,下孟反
美價,古雅反木名
爲櫬,初覲反棺也
養姑,徐余亮反
話言,戸快反善也
哲知,音致下同
爲不哲矣,一本作不爲哲矣
之妣,必履反
公適,丁歷反本亦作嫡
丞,之承反
卑,必利反與也注同
以洽,戸夾反
孔偕,音皆
偕徧,音遍
越疆,居良反
齊竟,音境
負擔,都暫反
射楚,食亦反
非異人任,音壬注同絶句一讀至人字絶句
不爲,于僞反
若背,音佩
棄力,服本作棄功
誰暱,本又作昵女乙反徐乃吉反
復憂,扶又反下文將復復會同
經三年長樗,勑居反
單子,音善
袁僑,其驕反
傳三年鄧廖,力彫反
組甲,音祖下皆同
被練,皮義反徐扶僞反注及下同
要而,於遥反
咎子,其九反
憂恚,一僞反
子相,息亮反皆同
介在,音界
晉爭,爭鬪之爭
爲鄭,于僞反
吳好,呼報反
不易,以豉反注同
多難,乃旦反年内同
虞度,待洛反
于耏,音而
解狐,音蟹
爲諂,他檢反
爲比,毗志反
能舉善也夫,音扶絶句一讀以夫爲下句首
頃公,音傾
亂行,戸郎反注同
行陳,直覲反
用鉞,音越
公跣,先典反
無重,直用反注同
禮食,音嗣注同又如字
特爲,于僞反
經四年傳四年爲陳,于僞反
鮦陽,孟康音紂直九反一音童或音直勇反非
有咎,其九反下同
肆夏,戸雅反注及下同
奏九夏,一曰王夏二曰肆夏三曰韶夏四曰納夏五曰章夏六曰齊夏七曰族夏八曰陔夏九曰驁夏
肆夏一名樊,國語云金奏肆夏樊遏渠杜遂分爲三夏之別名吕叔玉云肆夏時邁也樊遏執競也渠思文也
韶夏,上招反
名遏,於葛反
夏納,本或爲納夏誤
名渠,其居反
子貟,音云徐于貧反
通使,所吏反下注及文皆同
藉之,在夜反薦也
舎其,音捨
而重,直用反下皆同
敢與,音預下及與同
牧伯,徐音目
相樂,音洛
以勞,力報反注以此勞同
騑騑,芳非反
咨諏,子須反
咨度,待洛反下文注同
咨詢,音荀
咨難,乃旦反
不過,古禾反
君長,丁丈反注同
爲已,于僞反下注爲定姒爲言下爲執事同
蒲圃,布古反
場,直良反
不御,魚吕反止也注同
須句,其俱反
顓,音專
㬰,羊朱反
之比,必二反
蓋相,息亮反
朝夕,如字
褊小,必淺反
不共,音恭
願借,子亦反注同
閒陳,閒厠之閒
伺,音司
閒,音閑又閒厠之閒又如字
其使,所吏反
夏訓,戸雅反下注皆同
后羿,音詣
自鉏,仕居反
大康,音泰
中康,音仲下同
子相,息亮反下及注同
熊髠,苦門反
尨,莫邦反
圉,魚吕反
寒浞,仕角反徐在角反
樂之,音洛下樂安同
詐慝,他得反後同
不悛,七全反改也
而亨,普彭反煮也
以食,音嗣注同
有鬲,音革
生澆,五弔反
及豷,許器反
斟,之林反
灌,古亂反
于過,古禾反注及下同
干戈,古禾反
掖縣,音亦漢書作夜孟康音掖
之燼,才刃反遺民也
少康,詩照反注及下同
后杼,直吕反
官箴,之林反
芒芒,莫郎反逺貌
畫爲,乎麥反分也
攸家,如字本或作攸處
不擾,如小反亂也
冒于,莫報反貪也又亡北反
其麀,音憂鹿牝也
牡,茂后反
可重,直用反下文同
猶數,所角反
不恢,苦回反大也
以好,呼報反下文同
不懲,直升反
荐居,在薦反又才遜反聚也或云草也
易土,以豉反輕也徐神豉反注同
可賈,音古
不聳,息勇反懼也
公說,音恱
臧紇,恨發反
狐駘,徒來反徐勑才反
畨縣,本又作蕃應劭作皮一音方袁反白襃魯國記云陳子遊爲魯相畨子也國人爲諱改曰皮
目台,吐才反
皆髽,側瓜反
合髻,音計本又作結又作紒音同
朱儒,本或作侏亦音朱
經五年子巫,亡扶反
鄫見,賢遍反
不復,扶又反下同
傳五年愬戎,悉路反
淩虣,白報反
奉使,所吏反
覿鄫,直歷反見也
見也,賢遍反
之好,呼報反
將爲,于僞反
共王,音恭
嚴斷,丁亂反
挺挺,他頂反正直也
扃扃,工迥反徐孔穎反明察也
背盟,音佩
鄫近,附近之近下文陳近同
魯竟,音境
致譴,棄戰反
故復,扶又反
所以見,賢遍反
子囊,乃郎反
我喪,息浪反
改行,如字徐下孟反
民朝,如字
城棣,直計反一音徒妹反
入斂,力豔反
西郷,許亮反
宰庀,匹婢反具也
無衣,於旣反
無食,如字又音嗣
無重,如字又直龍反
相三,息亮反
私積,子賜反
經六年傳六年少相,詩照反
狎,戸甲反習也
長相,丁丈反
調戲,徒弔反
梏華,古毒反
以貫,古亂反
其懦,乃亂反又乃臥反
射子罕,食亦反注同
幾日,居豈反
射女,音汝
不勝,音升
見且,賢遍反注同
復託,扶又反
堙之,音因土山
環城,戶關反又音患
傅於,音附
堞,音牒女牆也一名俾亦謂之俾倪徐養涉反
王湫,子小反徐子鳥反
共公,音恭
遷于郳,五兮反本或作遷萊于郳萊衍字
其疆,居良反
經七年郯子,音談
城費,音祕
事難,乃旦反
于鄬,于軌反字林几吹反
于鄵,七報反又禾南反字林千消反
所殺,音試下同
為書,于偽反
上其名,時掌反
傳七年啟蟄,直立反
夏正,戸雅反
隧正,音遂
多難,乃旦反
長子,丁丈反下師長同
好仁,呼報反注及下同
靖共,音恭下注同
介爾,音界下及注同
參和,七南反或音三
臣後,胡豆反下文不後寡君同
子相,息亮反下子駟相同
未嘗後,如字徐胡豆反
無悛,七全反
委蛇,於危反下以支反下同
召南,上照反
為執,于僞反
背君,音佩
經八年公子燮,悉協反
邢丘,徐音刑
悼難,乃旦反
傳八年復脩,扶又反
伯業,音霸又如字本亦作霸
先之,悉薦反又如字
辟殺,婢亦反罪也注同
子熙,許其反徐音怡
以疆,居良反注同
子蟜,居表反
人壽,音授或如字注同
幾何,居豈反
之難,乃旦反
以紓,音舒
敬共,音恭
二竟,音境注同
而庇,必利反又音秘下同
不罷,音皮
背之,音佩至卷未皆同
杖莫,直亮反下同
完守,手又反或如字下守官并注同
其咎,其九反下同
無適,丁歷反下同
騑也,芳非反
伯駢,扶賢反又扶經反
儆而,居領反
悉索,悉各反盡也注同一音所百反
女何,音汝
馮陵,皮冰反注同
啓跪,其委反
傾覆,芳服反
所控,苦貢反引也
夫人,音扶注同
一个,古賀反注同
獨使,所吏反
以見,賢遍反或如字
摽有,徐扶妙反又扶表反落也
以興,許譍反
今辟,音譬本多即作譬字後放此
彤弓,徒冬反
復受,扶又反
城濮,音卜
衡雍,於用反
