source,commentary
褚師,張吕反
屬與,音燭
封疆,居良反
所惡,烏路反十一年傳注同一音如字
經十一年叔還,音旋
叔詣曽孫也,案世族譜叔還是叔弓曽孫此云叔詣誤也
傳十一年經十二年墮郈,許規反毁也注及下傳同
毁壞,音怪又戸怪反
公孟彄,苦侯反
孟縶,陟立反
墮費,音祕
大雩,音于
傳十二年滑,于八反
羅殿,丁見反下同
曹竟,音境下同
在行,戸郎反
申句須,音劬
樂頎,音祈
保障,之尚反又音章
子爲不知,並如字一本爲作僞
陽不知也,陽本亦作佯音同
經十三年垂葭,音加
囿,音又
大蒐,所求反
比蒲,音毗
士吉射,食亦反又食夜反
朝歌,如字
傳十三年郹氏,古闃反
邴意玆,彼命反又音丙
傳必,張戀反又直專反注同
數日,所主反
言當,丁浪反
衞侯乗,繩證反下同
乗廣,古曠反
比君,必利反
乃介,音界
侯輕,遣政反
著,丁略反
是以爲,于僞反注同一音如字
而寘,之豉反
好不,呼報反
其從,才用反
說劒,他活反注同
不與,音預又如字
中行,戸郎反
知文子,音智
相惡,如字又烏路反下同
曼多,音萬
荀躒,力狄反
沈之,如字又音鴆
三,如字又息暫反
折,之設反
肱,古弘反
欲令,力呈反
史鰌,音秋
於難,乃旦反下注同
者鮮,息淺反
必與,音預注同
始惡,烏路反
將去,起吕反
宋朝,如字
愬,音素
經十四年趙黶,於減反
佗人,吐何反又徒何反
子牂,子郎反
皆惡,烏路反
檇李,音醉依說文從木
亂陳,直覲反下同
黎陽,力兮反
于洮,吐刀反
歸脤,市軫反
盛以,音成
蒯,苦怪反
聵,五怪反
比蒲,音毗
莒父,音甫
傳十四年惡董,烏路反
知文,音智
盍以,戸臘反
發難,乃旦反
與謀,音預
將焉,於䖍反
莫矣,音暮
乃縊,一四反
背楚,音佩
陳好,呼報反
句踐,古侯反
陳于,直覲反
三行,戸郎反下同
屬劒,之欲反下同又之住反
自剄,古頂反本又作刎
闔廬,戸臘反
將指,子匠反
一屨,九具反
於陘,音刑
夫差,音扶
於廷,音庭本又作庭
曰唯,唯癸反舊以水反
于脾,婢支反
析,星歷反
成鮒,音附
桃甲,如字本又作姚
爲夫人,于僞反
獻盂,音于
婁豬,力侯反字林作力付反云求子豕也下張魚反
盍歸,户臘反
艾,五蓋反老也字林作音艾三毛聚居者
豭,音加牡豕也
戲陽速,許冝反
少君,詩照反本亦作小君
將戕,在良反残殺也
以紓,音舒
諺曰,音彦
於潞,音路
籍父,音甫
經十五年鼷鼠,音兮
食處,昌慮反
渠蒢,直居反
下􁀈,音側
城漆,音七
傳十五年之贄,音至
替也,他計反
近亂,附近之近下皆同
取費,芳味反
而中,丁仲反
微知著知之難,並如字又音智
其易,以豉反
子齹,才何反
爲之,于僞反
事見,賢遍反
蘧,音渠
挐,女居反又女加反
不祔,音附
不克襄,息羊反成也
