source,commentary
三公子爲質,如字信也注同
公遽,其據反
而女,音汝
齊侯疥,舊音戒梁元帝音該依字則當作痎說文云兩日一發之瘧也痎又音皆後學之徒僉以疥字爲誤案傳例因事曰遂若痎巳是瘧疾何爲復言遂痁乎
遂痁,失廉反瘧疾也
期而,音基
不瘳,勑留反
裔𣢾,以制反
齊嬖,必計反
君盍,户臘反
史嚚,魚巾反
公說,音恱
屈建,居勿反
事治,直吏反
不媿,九位反本又作愧
無猜,七才反
建以語,魚據反
與焉,音預注同下祝史與焉亦同
以蕃,音煩
祉,音恥
爲信,于僞反入如字下爲暴君使同
外内頗,普何反
邪,似嗟反
辟違,匹亦反
從欲,子用反下淫從同或音如字
厭私,於豔反注同
撞鍾,直江反
斬艾,本又作刈魚廢反
輸掠,音亮
其聚,才住反又如字
謗讟,徒木反
無悛,七全反
數美,所主反
矯誣,居表反
求媚,眉記反
其言僭,子念反下僭令同
嫚,武諫反
􁀆蒲,音丸
舟鮫,音交
藪之,素口反
薪蒸,之丞反麤曰薪細曰蒸
鹽蜃,市軫反
入從其政,如字一音征
偪介,彼力反下音界
迫近,附近之近
強易,其丈反
其賄,呼罪反
則應,應對之應注同
養長,丁丈反
皆詛,莊慮反
祝有益,之又反下善祝同
億兆,於力反
公說,音恱
去禁,起吕反下以去其否同
薄斂,力驗反
巳責,本或作債音同
除逋,布胡反
于沛,音貝
旃以,之然反
韙之,于鬼反是也
至自佃,音田本亦作田
遄臺,七專反
而造,七報反
和夫,音扶
焉得,於䖍反
如羹,音庚舊音衡
醯,呼兮反
醢,音海
以亨,普庚反煑也
燀之,章善反然也
炊也,昌垂反
齊之,才細反又如字
以泄,息列反減也
無爭,爭鬪之爭
和齊,並如字一讀上戸臥反下才細反
􁈻,子工反緫也
嘏,古雅反大也
緫也,音揔
一氣,杜解以爲人氣也服云歌氣也
五聲,宫爲君商爲臣角爲民徴爲事羽爲物
角徴,張里反
大蔟,音泰下七豆反
𬎼賔,人誰反
無射,音亦
七音,宫商角徴羽變宫變徴也
八風,易緯通卦驗云東北曰條風東方曰明庶風東南曰淸明風南方曰景風西南曰涼風西方曰閶闔風西北曰不周風北方曰廣莫風條風又名融風景風一名凱風
六府,水火金木土榖
三事,正德利用厚生
哀樂,音洛下及注皆同
周流,傳本皆作流然此五句皆相對不應獨作周流古本有作䟽者案注訓周爲密則與䟽相對冝爲䟽耳
豳風,彼貧反
專壹,如字董遇本作摶音同
季萴,仕側反
虞夏,戸雅反
大公,音泰
爽鳩氏樂之,一本作之樂
鮮死,息淺反
水懦,乃亂反又乃臥反一音儒
民狎,戸甲反
而翫,五亂反
以治,直吏反
數月,所主反
􁀆,音丸
苻,音蒲又如字
盡之,本或作盡殺之殺衍字
糾之,居黝反
汔可,許乙反其也
苛政,音何
無,本又作毋
從,子用反注同
詭隨,九委反
式遏,於葛反
慘不,七感反曽也
不絿,音求急也
是遒,在由反又子由反聚也
經二十一年頃公,音傾
披其,普彼反
傳二十一年將鑄,之樹反
無射,音亦注同
律中,丁仲反
泠州鳩,力丁反字或作伶樂官也或作冷字非
不窕,他彫反
不槬,戸化反
心億,於力反安也
則樂,音洛
不咸,如字本或作感戸暗反
適子,丁歷反
以長,丁丈反
不解,佳賣反
攸墍,許器反息也
欲惡,烏路反
歸費,音秘注同
故爲,于僞反
人恐,丘勇反下注同
華貙,勑俱反
少司,詩照反
相惡,如字又烏路反
亟言,欺冀反
飲之,於鴆反下同
及從,才用反
張匄,古害反本亦作丏
而訊,音信問也
又重,直用反
將見,賢遍反
不勝,音升
臼任,音壬
鄭翩,音篇
豐愆,起䖍反本或作衍
睢陽,音雖
舊鄘,音容本或作墉
廚人,直誅反
濮,音卜
先人,悉薦反
後人,户豆反
盍及,户臘反
二帥,色類反注同
苦雂,古含反
偃州貟,音云又音圎
死難,乃旦反
而不能送亡君,絶句
待復,扶又反下文復即之同
乃徇,似俊反
揚徽,許歸反說文作微云識也
徽識,本又作幟申志反又昌志反一音式
去備,起吕反
裹首,音果
而荷,何可反又音何
翟僂新,力主反
說甲,他活反下注同
華妵,他口反下注同
不訾,本又作呰才斯反又音紫
曹翰胡,音寒又户旦反
中行,戸郎反
赭丘,音者丘又作业
爲鸛,古喚反
爲鵞,五多反
皆陳,直覲反
莊堇,音謹本或作莊堇父
干犫,尺由反
將注,之樹反
則關,烏還反本又作彎同下同
傅矢,音附
相余,息亮反
豹射,食亦反又音食夜反下及注皆同
狎更,音庚
殪,一計反死也
抽殳,音殊
長丈,直亮反又如字
折股,之設反下及注同
扶伏,並如字上又音蒲下又蒲北反本或作匍匐同
言女,音汝
伍乗,繩證反注及下同
君焉,於䖍反
搏膺,音博
而呼,好故反
我迋,求枉反恐也
迋恐,丘勇反
睢上,音雖
乃復,扶又反
薳越,于委反
朱愬,音素
懼泄,息列反又以制反
經二十二年別從,彼列反
大蒐,所求反
昌閒,如字
叔鞅,於丈反
單子,音善
鞏縣,九勇反
子朝難,乃旦反
郟,古洽反
鄏,音辱
傳二十二年苑羊,於元反
牧之,州牧之牧
齊帥,所類反
下之,遐嫁反
大惡,烏路反
無過,古禾反
無亢,苦浪反
不衷,音忠
能復,扶又反下復欲同
省臧,悉并反又所景反下子郎反
邊卬,五郎反
祁犂,力私反又力兮反
仲幾,音機
樂輓,音晚
後弭,彌氏反
王子朝,如字凡人名字皆張遥反或云朝錯是王子朝之後此音朝案錯姓亦有兩音
之長,丁丈反
說之,如字又音恱
王語,魚據反
伯蚠,扶粉反一音扶云反
劉摯,音至下同
惡賔,鳥路反下注同
願去,起吕反
有欲位之言,一本位作立
自斷,丁管反
自憚,徒旦反
其犧也,許冝反
遽歸,其據反
實難,乃旦反
弗應,應對之應注同
皆從,才用反
北芒,音亡
榮錡,魚綺反
錡㵎,古晏反
見王,賢遍反注同
略行,丁孟反
僞糴,音狄
鳶,恱全反
鞮,丁兮反
渉佗,徒多反
守之,手又反又如字
之喪,息浪反下注羣喪同
郊要,一遥反
餞,賤淺反
召莊,上照反
伯奐,音喚
單旗,音其
不捷,才接反
背盟,音佩下注同
樊頃子,音傾本或作須字
令單,力呈反
以說,如字或音恱
奔平畤,音止又音市一本作于平畤下同本或作平壽誤
􁈻,子工反
稠,直由反
鞏簡,九勇反
圃車,音補
鄩,音尋
肸,許乙反
東圉,魚吕反
荀躒,力狄反
于社,市者反本或作杜下皆同
王子匄,古害反
司馬督,音篤
于氾,音凡
于解,音蟹
任人,音壬
右行詭,戸郎反下九委反
