source,commentary
曹蜉蝣第十四,曹者武王之弟叔振鐸所封之國也爵爲伯其封域在兖州陶丘之北菏澤之野今濟隂定陶是也
蜉蝣,上音浮下音由蜉蝣渠略也
國小而迫,一本作昭公國小而迫案鄭譜云昭公好奢而任小人曹之變風始作此詩箋云喻昭公之朝是蜉蝣爲昭公詩也譜又云蜉蝣至下泉四篇共公時作今諸本此序多無昭公字崔集注本有未詳其正也
楚楚,如字鮮明貌說文作􁇐云㑹五綵鮮色也
渠,本或作蟝音同其居反注同
略,本或作音同沈云二字並不施虫是也
之朝,直遥反下皆同一讀下朝夕字張遥反
之難,乃旦反
掘,求勿反
閱,音恱
解閱,音蟹下同
歸說,音稅舎息也協韻如字
候人,官名
刺近,附近之近下同
共公,音恭下篇同
逺君,于万反下注同
而好,呼報反
何戈,何可反又音河獨也
祋,都外反殳也又都律反
揭也,音竭又茍謁反
殳也,市朱反
彼其,音記下皆同
赤芾,音弗韠也祭服謂之芾沈又甫味反
曹朝,直遥反下在朝同
緼,音温何烏本反赤黃之色
黝,於糾反黒色
珩,音衡
以上,時掌反
鵜,徒低反洿澤鳥也亦曰淘河
洿澤,音烏一音火故反
不稱,尺證反注同
咮,陟救反徐又都豆反喙也
喙也,虚穢反又尺稅反又陟角反鳥口也
其媾,古豆反厚也
薈兮,烏會反
蔚兮,於貴反薈蔚雲興貌
朝隮,子兮反升雲也
婉兮,於阮反少貌
孌兮,力轉反好貌
少貌,詩照反
鳲鳩,音尸本亦作尸鳲鳩秸鞠也
秸,居八反又音吉
鞠,居六反
莫從,音暮
下上,時掌反
其弁,皮彦反
伊騏,音其騏纂文也說文作􁇑云弁飾往往冒玊也或亦作􁇑
作􁇑,音其
不稱,尺證反
不忒,他得反
正長,張丈反下同
言任,音壬
在榛,側巾反木名也又仕巾反字林云木叢生也字林榛木之字從辛木云似梓實如小栗音莊巾反
下泉,泉下流也
思治,直吏反
侵刻,音克
洌,音列寒也
寖,本又作浸子鴆反
稂,音即徐又音良毛童渠也鄭作涼音良簫蓍之屬
非漑,古愛反
蕭蓍,音尸
愾,苦愛反嘆息也說文云太息也音火旣反
覺,音教
蒿也,好刀反
芃芃,薄工反又薄雄反
膏之,古報反
郇伯,音荀
勞之,力報反
謂朝,直遥反
