source,commentary
脫然,通外反本亦作兊
混夷,音昆
駾矣,徒對反突也
其喙,許穢反困也徐又音尺銳反
之使,所吏反
惶怖,上音皇下音普故反
虞芮,如銳反二國名
蹶,俱衞反動也
盍往,胡臘反
其竟,音景
提挈,苦結反
閒田,音閑
先,蘇薦反注同
後,胡豆反注先後同
本,音奔本亦作奔注同
奏,如字本又作走音同注同
御,魚吕反本又作禦音同
侮,亡甫反
相,息亮反
道,音導本亦作導
折,之設反
衝,昌容反
棫樸,上雨逼反下音卜沈又符卜反樸枹木也
芃芃,薄紅反盛也
楢之,音酉積也字亦作槱弋九反云積木燒也
抱木,必茅反
蕃興,音煩
樸屬,之欲反
豫斬,一本作斫
燎之,力召反
辟王,音璧君也注及下同
趣之,七喻反趨也
奉璋,音章毛半圭曰璋鄭璋璋瓉也
瓉,在但反字或作賛
祼以,古亂反
峨峨,本又作俄五哥反盛壯也
髦士,音毛俊也
淠,匹世反舟行貌沈孚計反
涇,音經
烝徒,之丞反
楫之,音接櫂也徐音集方言云楫謂之橈或謂之櫂郭注云楫橈頭索也所以縣櫂謂之楫說文云楫舟棹也釋名云在傍撥水曰櫂又謂之楫
櫂也,直敎反
倬,陟角反大也
追,對迴反雕也毛云金曰雕鄭云亦治王也注同
琢,渉角反治玉也注同
雕,都挑反
其相,如字一云鄭息亮反
研,倪延反
其好,呼報反
而樂,音洛下同
罔罟,音古
旱麓,戸但反下音鹿本亦作鹿旱山名麓山足
榛,側巾反字林云木叢又仕人反
楛,音戸草木䟽云楛木莖似荆而赤其葉如蓍上黨人篾以爲筥箱又屈以爲釵也
豐樂,音洛下同
被其,皮僞反
豈弟,本亦作愷又作凱苦亥反弟亦作悌徒禮反一音待豈樂也弟易也後豈弟皆同
樂易,以豉反下同
瑟彼,所乙反絜鮮貌字又作璱
黃金所以流鬯也,一本作黃金所以爲飾流鬯也是後人所加
秬,音巨黒黍
鬯,勑亮反以黒黍米擣鬱金草取汁而煑之和釀其酒其氣芬香調暢故謂之秬鬯
爲勺,上灼反字或作杓
攸降,如字下也又戸江反注同
鳶飛,恱宣反
鴟,尺尸反
騂牡,息營反字林火營反
畜碩,香又反
以享,許丈反徐許亮反
以介,音界後同
所燎,力召反又力弔反說文作尞一云祡祭天也又云燎放火也字林同尞音力召反燎音力小反
熂,許氣反芟草燒之曰熂何沈虚刈反
所勞,力報反注同
勞來,力代反本亦作倈同
佑助,音又
藟,力軌反字又作虆同
施于,以豉反注同
枚,芒回反
延蔓,音萬
思齊,側皆反本亦作齋齋莊也下同
思媚,美記反後同愛也沈音眉
德行,下孟反
見其,賢遍反
徽音,許韋反美也
恫,音通痛也
􁈌禍,音凶本又作凶
刑于,刑法也韓詩云刑正也
以御,毛牙嫁反迎也鄭魚據反治也
適妻,丁歷反
兄勗,許玊反下同
辟,必亦反下同
廱,於容反
無射,毛音亦厭也鄭食夜反射藝
保安無猒也,於豔反下同一本作保安也射猒也
烈,毛如字業也鄭作厲力世反又音賴病也
假,古雅反大也
不瑕,毛音遐逺也鄭古雅反巳也
之行,下孟反下皆同
孝弟,音悌本又作悌
諫爭,爭鬪之爭
無斁,毛音亦猒也鄭作擇
髦,俊也一本此下更有古之人無猒於有譽之俊士也此王肅語
故令,力成反
俊乂,音刈
皇矣,一本無矣字
天監代殷莫若周,絶句
周世世脩德,一讀莫若周世絶句周世脩德爲一句一本無下一世字義並通崔集注莫若周也世世脩德
王天下,往況反下追王當王同
其政,如字政政敎也鄭作正正長也
爰究,九又反
爰度,待洛反篇内皆同毛居也鄭謀也
謂夏,戸雅反下文長夏並注同
正長,張丈反篇内皆同
共也,音恭下同
其行,下孟反
耆之,巨夷反毛惡也鄭老也
式郭,苦霍反大也又如字本又作廓
乃眷,本又作睠又作劵並音眷同
須假,戸嫁反本又作暇
浸大,子鴆反
屏之,必領反除也
菑,本又作甾側吏反又音緇木立死也韓詩云反草也
翳,於計反毛云自斃爲翳爾雅云木自斃柛蔽者翳郭云相覆蔽韓詩作殪云因也因髙塡下也神音申
灌,古亂反木叢生
栵,音例又音列栭也
辟之,婢亦反沈必亦反
檉,勑貞反河柳也
椐,羌居反樻也字林紀庶反又音舉
攘之,如羊反
剔之,他歷反字或作鬄又作同
檿,烏簟反山桑也
柘,章夜反
自斃,婢世反本或作蔽必世反
栭,音而舎人注爾雅云江淮之閒呼小栗爲栭栗
樻,去愧反又去軌反何音匱草木䟽云節中腫以扶老即今靈壽是也今人以爲馬鞭及杖
險隘,於懈反
刊除,苦干反
串夷,古患反毛云習也鄭云串夷混夷也一本作患或云鄭音患
混夷,音昆
路瘠,在昔反詩本皆作瘠孫毓評作應後之解者僉以瘠爲誤
以應,應對之應下應和同
厥配,本亦作妃音同注同
媲,普惠反配也郭璞音譬字林匹地反
又爲,于僞反下爲生明君爲之立後同
省,昔井反善也
斯拔,蒲貝反
斯兊,徒外反易直也
易,以豉反下施易同
大伯,音泰注大伯同
著,珍慮反
傳世,直專反
貉,本又作貃武伯反靜也德正應和曰貉左傳作莫音同韓詩同云莫定也
勤施,始豉反
王此,如字鄭云君也徐于況反
徧復,音遍
比,必里反
帝祉,音恥
施于,以豉反注同易也延也
畔援,毛音袁取也又于願反鄭胡喚反畔援拔扈也韓詩云畔援武強也
歆,許金反
羨,錢面反
誕,但旦反大也
拔,蒲末反下同字或作跋
扈,音戸
阮,魚宛反
徂共,音恭注同毛云徂往也共國名鄭云徂共皆國名
赫,虎格反
斯怒,毛如字此也鄭音賜盡也
以按,安旦反本又作遏安葛反此二字俱訓止也
周祜,音戸
郷周,本又作嚮許亮反下同
阮疆,居良反注同
脊,井亦反
而令,力成反
重言,直用反
鮮,息淺反又音仙毛小山別大山曰鮮鄭善也
別大,彼列反
見於,賢遍反
詢爾,音荀
鉤,古候反又古侯反鉤梯也
援,音袁
臨,如字韓詩作隆
衝,昌容反衝衝車也說文作䡴䡴陷陣車也
崇墉,音容城也
鉤梯,他兮反
執訊,音信言也字又作又作誶並同
馘,古獲反獲也字又作聝殺而獻其耳也字林截耳則作耳傍獻首則作首傍
是類,如字本或依說文作禷
是禡,馬嫁反師祭名
動摇,如字一音羊照反
致其社稷羣神,本或作羣臣
孽孽,魚列反又五葛反
茀茀,音弗強盛
仡仡,魚乙反韓詩云摇也說文作忔
肆,音四毛云疾也鄭云犯突也
無拂,符弗反鄭佹也王違也
擊刺,七亦反
佹也,九委反戾也
無復,扶又反
靈臺,神之精明稱靈四方髙曰臺靈臺所以觀祲象察氣之妖祥也杜預注左傳云靈臺在始平鄠縣今屬京兆府所管
昆,古門反鄭注禮記云明也
蟲,直弓反本或作虫非
冥也,亡丁反冥冥無知貌字林云幽也又亡定反
祲,子鴆反隂陽氣相侵漸成祥
觀臺,古亂反下觀臺節觀同
經度,待洛反下同
應天,應對之應
言說,音恱
勿亟,居力反亟急也
靈囿,音又徐于目反
麀,音憂鹿牝
牝也,頻刃反
之處,昌慮反
濯濯,直角反娯遊也
翯翯,戸角反肥澤也字林云鳥白肥澤曰翯下沃反
喜樂,音洛下文於樂注喜樂皆同
靈沼,之邵反池也
於牣,音刃滿也
魚躍,羊略反
皆跳,徒彫反
虡,音巨植曰虡
樅,徐七凶反又音衝衝牙也沈又音子容反
賁,符云反字亦作鼖大鼓也
鏞,音容大鍾也
於論,於音烏鄭如字下於樂於論皆同論音盧門反思也一云鄭音倫下同
辟,音璧水旋丘如璧注同
植者,特職反
曰栒,旬尹反橫者曰栒所以縣鍾鼓
以縣,音玄
鼉,徒河反沈又音檀毛云魚屬草木䟽云形似蜥蜴四足長丈餘甲如鎧皮堅厚冝冒鼓
逢逢,薄紅反和也埤蒼云鼔聲也亦作徐音豐
矇,音蒙有眸子而無見
瞍,依字作叟蘇口反無眸子也字亦作􁄚說文云無目也字林先么反云目有眸無珠子也
眸子,莫佳反
下武復受,扶又反
王業,于況反
哲王,張列反本又作悊又作喆皆同
知也,音智下同
登假,音遐巳也本或作遐
成王,如字又于況反
此爲,如字
來許,王如字鄭音賚賚勤也下篇來孝同
之祜,音戸下同
文王有聲遹,尹橘反述也又音述
駿,音峻大也
觀厥,古亂反多也注同
令聞,音問本亦作問
烝哉,之丞反君也韓詩云美也
以應,應對之應
淢,況域反溝也成閒有淢廣深八尺字又作洫韓詩云洫深池
匪亟,居力反下亟同或作棘
其慾,音欲本亦作欲
廣,古曠反
深,尸鴆反
之行,下孟反
伊濯,直角反大也韓詩云美也
之垣,音袁
維翰,戸旦反幹也徐音寒
維辟,音璧君也注及下皆同又音婢亦反法也
亦汜,芳劒反字亦作汎
濫,力暫反
大王,此及下言大者並如字
必挈,苦計反本又作契或苦結反
有芭,音起草也
詒厥,以之反傳也
孫謀,王申毛如字鄭音遜順也
猶傳,直專反下同
