source,commentary
閔予小子之什第二十八閔予小子,毛云閔病也鄭云閔傷悼之言
朝於,直遥反注同
嬛嬛,其傾反孤特也崔本作煢
在疚,本又作㝌音救病也
上下,時掌反又如字
孝行,下孟反
敢解,音解
訪落,訪謀也落始也
有艾,五蓋反數也徐音刈
判,普半反分也
渙,音奐㪚也
多難,如字協韻乃旦反
未任,音壬下二篇注皆同
年長,張丈反
休矣,許虯反
敬之,一本無之字
不易,鄭音亦王以豉反
顯見,賢遍反
逺人,于万反
上下,時掌反
佛時,毛符弗反大也鄭音弼輔也
仔,音兹毛云仔肩克也此二字共訓鄭亦同訓此二字云仔肩任也
肩,古賢反
德行,下孟反注同
浸也,子鴆反
示道,音導
小毖,音祕愼也
患難,乃旦反下禍難之難皆同
懲而,直升反艾也韓詩云苦也
荓,普經反爾雅作甹音同
蜂,本又作􁑌孚逢反荓蜂􁄛曳也
辛螫,音釋韓詩作辛赦赦事也
􁄛,尺制反本又作掣
曳,以制反
艾,音刈字或作㣻下司
創,初亮反
復有,扶又反
譎,音決
誑,九況反
拚飛,芳煩反
鷦也,子消反鳥始小後大者也
于蓼,音了
載芟,所銜反除草也
甸師,田見反
載柞,側伯反除木也
澤澤,音釋釋注同爾雅作郝音同云耕也郭云言土解也
千耦,五口反
其芸,音云本又作耘除草也
徂畛,之忍反徐又音眞
侯彊,其良反有餘力
畛易,本又作埸音亦
家長,張丈反下同
有徑,古定反
謂閒,音閑
傭,音容
賃也,女鴆反
烝達,音證
解散,音蟹
有嗿,勑感反衆貌
饁,于輒反饋饟也
饋,其愧反
饟也,式亮反
有略,如字利也字書作㗉同
俶載,毛並如字鄭作熾葘下篇同
實函,戸南反含也下篇同
熾,尺志反盛也
葘,側其反
實種,章勇反下其種同
根株,音誅
驛驛,音亦爾雅作繹繹云生也
有厭,於豔反下同
緜緜,如字爾雅云麃也韓詩作民民云衆貌
其麃,表嬌反芸也說文作穮音同云穮耨鉏田也字林云穮耕禾閒也方遥反
達射,食亦反
先長,張丈反
載穫,戸郭反
其積,子賜反又如字注同
及秭,音姊
烝,之丞反
畀,必二反予也注同
有飶,蒲節反芬芳也說文云食之香也字又作苾音同一音蒲必反注同
有椒,子消反徐子料反毛云猶飶也沈作俶尺叔反云作椒者誤也此論釀酒芬香無取椒氣之芳也案唐風椒聊箋云椒之性芬芳王注云椒芬芳之物此傳云椒猶飶飶芬香椒是芬芳之物此正相協無故改字爲俶俶始也非芬香
其馨,呼庭反
匪且,七也反且此也又子餘反下同
來見,賢遍反
良耜,音似良善也耜田器也
秋報社稷也,本或有冬字者非
畟畟,楚側反猶測測也爾雅云畟畟耜也郭云猶嚴利也
其種,章勇反
筐,丘方反
筥,紀吕反
饟,式亮反
其笠,音立
伊糾,居􁇠反又其皎反
其鎛,音博
趙,徒了反刺也又如字沈起了反又徒少反
以薅,呼毛反說文云拔田草也又云或作茠引此以茠荼蓼
荼蓼,上音徒下音了
趙刺,七亦反下同
以盛,音成
薅去,起吕反
朽止,虚有反爛也
挃挃,珍栗反穫聲也
積之,子賜反
其比,毗志反注同
如櫛,側瑟反
祭酺,音蒲又音歩
合醵,其據反又其略反合錢飲酒也
􁇛牡,如純反本亦作犉黃牛黒脣曰􁇛
有捄,音虯角貌
復求,扶又反下同
絲衣,絲衣繹祭之服
繹,音亦祭之明日又祭也字書作釋
之融,餘戎反尚書作肜音同
其紑,孚浮反徐孚不反絜鮮也又音培又音弗
載,如字又音戴同
弁,皮變反
俅俅,音求恭愼也說文作絿同
鼐,乃代反郭音乃大鼎也
鼒,音兹小鼎也徐音災爾雅云圜弇上謂之鼒郭音才說文作鎡字音兹
門塾,音孰門側堂也或音育
舉幂,亡歷反本亦作鼏
圜,音圎
弇,古奄字字又作兕徐履反
觵,古橫反罰爵也字又作觥同
其斛,音虯本一作觩
不吳,舊如字譁也說文作㕦㕦大言也何承天云吳字誤當爲㕦從口下大故魚之大口者名㕦胡化反此音恐驚俗也音話
不敖,五誥反本又作傲注同
譁也,音花
不讙,火官反又火元反
敖嫚,亡諌反
酌,音灼字亦作汋
大武,如字徐音泰
於,音烏注同
鑠,舒灼反美也
蹻蹻,居表反武也
之造,毛才老反爲也鄭七報反詣也
傳相,直奪反
桓禡也,馬嫁反師祭也
桓武志也,本或以此句爲注
婁豐,力住反亟也
亟也,欺冀反數也下同
匪解,音懈注同
於昭,音烏注同
閒之,閒廁之閒代也注同
賚,來代反與也徐又音來
敷時,音孚徧也
繹思,音亦
猶徧,音遍下篇同
於繹思,鄭如字王於音烏
而王,于況反又如字下篇同
般,薄寒反樂也注同
巡守,手又反
般樂也,音洛崔集注本用此注爲序文
於皇,音烏注同
嶞山,吐果反注同郭云山狹而長也又同果反字又作堕
喬嶽,上音橋髙也下音岳
翕河,許及反合也
裒時,蒲侯反毛聚也鄭衆也
於繹思,毛詩無此句齊魯韓詩有之今毛詩有者衍文也崔集注本有是採三家之本崔因有故解之
