source,commentary
有珌,字又作㻫賔一反佩刀下飾
珧珌,音遥以蜃者謂之珧
璗,徒黨反字又作瑒音同爾雅云黃金謂之璗
璆珌,音虯又巨樛反又舊周反玉也沈舉彪反又與彪反又張疇反
鐐,音遼爾雅云白金謂之銀其美者謂之鐐徐何盧到反又力弔反本又作璙亦音遼又力小反說文云玊也字書力召反
鏐珌,力幽反又力幼反沈又力虬反黃金之美者郭云紫磨金
士珕,力計反說文云蜃屬
能斷,丁亂反
簒,初患反
殺之,本亦作弑同音試
裳裳者華,裳裳猶堂堂也
諂,勑檢反
湑兮,思敘反盛貌
而治,直吏反
逺矣,于萬反又如字
我覯,古豆反見也
芸其,音云徐音運
微見,賢遍反
有駁,邦角反
四駱,音洛
沃若,如字徐於縛反
朝祀,直遥反下及下篇同
桑扈,音戸桑扈竊脂鳥也說文扈作雇
鶯,於耕反有文章也
佼佼,交卯反
樂胥,毛如字皆也鄭徐思敘反有才知之稱
之祜,音戸
才知,音智下同
屏,卑郢反
爲天下,于僞反
捍,音汗
患難,乃旦反下患難同
之翰,戸旦反幹也
百辟,音壁注同君也
之楨,音貞
不戢,莊立反
兕,徐履反獸名
觥,古橫反罰爵也以兕角爲之
其觩,音虯本或作㓩
其樂,音洛
不憮,火吳反
敖,五報反下文同
鴛鴦,於袁反沈又音温下於崗反又於良反鴛鴦匹鳥也止則爲耦飛則爲雙
大平,音泰
畢揜,於檢反
性馴,音巡又音脣
獺,勑轄反又他末反
戢其,側立反斂也韓詩云捷也捷其噣於左也
無恐,丘勇反
乗馬,王徐繩證反四馬也鄭如字下同
在廏,音救
摧,采臥反芻也
秣,音末榖馬也
芻也,楚俱反
今莝,采臥反韓詩云委也
則委,紆僞反猶食也
與於,音豫
齊而,側皆反本亦作齋
盛饌,士戀反
減焉,古攬反
艾之,魚蓋反養也徐音刈
綏之,音土果反又如字
頍弁,缺婢反著弁貌說文云舉頭貌弁皮弁
燕樂,音洛卒章同燕又作宴
如雨,于付反卒章同
朝服,直遥反下皆同
蔦,音鳥說文音弔寄生草也爾雅云寓木宛童是也
女蘿,力多反在草曰免絲在木曰松蘿又唐蒙
施于,以豉反下同
奕奕,音亦
說,音恱
懌,音亦本又作繹
依怙,音戸
解懌,音蟹
何期,本亦作其音基辭也王如字
怲怲,兵命反憂盛滿也
霰,蘇薦反消雪也字亦作霓
樂酒,音洛
而摶,徒端反
死喪,息浪反
無幾,居豈反注同
復幾,扶又反
車舝,胡瞎反車軸頭鐵也
嫉,音疾又音自
妬,丁故反
敗國,必邁反又如字下注同
思孌,力兖反美貌
有齊,側皆反下同
美好之少女,詩照反本亦作季女
來括,本又作佸音活會也徐古闊反
覬得,音冀
好友,呼報反注下並同
維鷮,音驕雉也
無射,音亦猒也下同
射猒,於豔反下同
相樂,音洛
析其,星歷反
柞薪,子洛反析之以爲薪
湑兮,思敘反茂盛也
爲其,于僞反下亦爲同
必辟,婢亦反又音壁
鮮我,息淺反徐音仙善也
覯爾,古候反
見女,音汝
行如是,下孟反一本無行字
仰止,本或作仰之
景行,下孟反汪有明行同
四牡,茂口反
騑騑,孚非反
調均,音條
有和,胡臥反
慰怨也,於願反王申爲怨恨之意韓詩作以愠我心愠恚也本或作慰安也是馬融義馬昭張融論之詳矣
靑蠅,餘仍反
營營,如字往來貌說文作謍云小聲也
于樊,音煩
藩也,方元反一本甫煩反
汙白,汙辱之汙烏路反
令,力成反
逺物,于萬反
愷,開在反
悌,音弟
樂,音洛
易也,以豉反
于榛,士巾反又側巾反
構我,古豆反韓詩構亂也
賔之初筵,音延席也
媟,息列反
近,附近之近
沈,如字直林反字或作耽都南反
湎,莫衍反飲酒齊其色曰湎徐又莫顯反
淫液,音亦淫液者飲酒時情態也
情態,他代反
秩秩,直乙反毛肅敬也鄭智也
折旋,之舌反
知也,音智下同
肴核,上戸交反下戸革反
菹醢,側俱反
孔偕,音皆
舉醻,市由反
改縣,音玄
旣抗,苦浪反舉也
斯張,如字
舉鵠,戸沃反鵠鴿也說文云即鵲也小而難中又云鵠者覺也直也射者直己志
而棲,音西著也
梓人,音子
烝衎,苦旦反
其非祭與,音餘本作乎又作也並非
發功,如字徐音廢
旣比,毗志反
中的,丁仲反
有勺,音的質也本亦作的同
以祈,音其
拾發,其劫反更也
飲不,於鴆反下同
其爭,爭鬪之爭
籥舞,余若反
烝衎,苦旦反
以洽,戸夾反
相應,應對之對
滌蕩,徒歷反
衎樂,音洛下樂其湛樂喜樂下文曰樂並同
徧至,音遍
錫,音析
純嘏,古雅反
其湛,荅南反樂也
爾能,如字徐奴代反又奴來反
手仇,毛音求匹也鄭讀爲㪺音俱謂挹取酒
登餕,子峻反
又復,扶又反下皆同
手挹,一入反
中者也,張仲反
人無次也,一本人作又
反反,如字重愼也韓詩作昄昄音蒲板反善貌
曰旣,音越下是曰皆同下章放此
幡幡,孚袁反失威儀也
舎,音捨
其坐,如字徐才臥反
屢,力具反數也注及下同本作婁
僊僊,音仙
屢數,音朔
之態,他代反
率如此,音類又所律反
抑抑,於力反愼密也
怭怭,毗必反又符筆反媟嫚也說文作佖平一反
媟嫚,息列反下音慢
載號,胡毛反注同
載呶,女交反
僛僛,起其反舞不能自正也注本正或作止按下傞傞是舞不止此冝爲正說文云醉舞也
其郵,音尤過也
之俄,五何反傾也廣雅云哀也
傞傞,素多反舞不止也一音倉柯反
號呼,火故反
讙呶,呼端反下女交反
箴之,之林反
欲令,力呈反
非惡,烏路反
式勿,徐云毛如字又云用也鄭讀作慝他得反惡也
大怠,音泰徐勑佐反
勿語,魚據反又如字
故爲,于僞反下同
顚,都田反本作傎
仆,何音赴一音蒲北反說文云頓也
語,魚據反
將恚,一瑞反怒也
俾出,如字徐尺遂反
童羖,音古
脅,許業反
矧敢,失忍反況也
