source,commentary
那第三十商頌,商者契所封之地名成湯伐桀王天下遂以爲國號後世有中宗髙宗中興時有作詩頌之者當周宣王之時宋大夫正考父校商之名頌十二篇於周之大師以那爲首歸而祭於先王孔子録詩之時止五篇而巳乃列之以備三頌
那祀,乃河反多也
微子,名啓紂庶兄周武王封之於宋爲殷後
正考父,音甫本亦作甫宋湣公之曽孫孔子七世祖
大師,音泰後大甲大古大戊大祖皆放此
朝聘,直遥反
曲折,之設反
猗,於冝反歎辭也
與,音余下同
置我,毛如字殷人置鼓鄭作植字時職反又音值爲楹貫而樹之
鞉鼓,音桃小鼓也
夏后,戸雅反注同
縣鼓,音玄下同
爲楹,音盈柱也
貫而,古亂反
作濩,戸故反殷湯樂曰大濩
衎我,苦旦反樂也
奏假,毛古雅反大也鄭作格升也
衎樂,音洛下以樂我同
齊之,側皆反本亦作齋下同
所耆,市志反
所為,于偽反
僾然,音曖
愾然,苦代反
淵淵,古𤣥反又烏𤣥反
嘒嘒,呼惠反和也
依倚,於綺反
於赫,音烏注同
庸鼓,如字依字作鏞大鍾也
有斁有奕夷繹,並音亦繹字又作懌同
有恪,苦各反敬也
夷說,音恱下同
𧲛,牋鍊反本又作薦同
饌,士戀反
烝嘗,之丞反
烈祖,烈祖有功烈之祖
復興,扶又反下亦復同
斯祜,音戶福也
無疆,居良反竟也下同
清酤,音戶酒也
賚我,毛如字賜也鄭音來
申重,直用反下皆同
王天下,于況反
無竟,音境本亦作境
以祼,古亂反
致齊,側皆反本亦作齋
鬷,子東反緫也
假,毛古雅反大也鄭音格至也下以假以享同
有爭,爭鬬之爭注同
綏我,音妥安也
黃耉,音苟
緫也,音㧾
調腥,音條
祼,音灌
約軧,祁支反轂飾也諸侯助祭者乘篆轂金飾錯衡之車駕四馬故曰軧
錯衡,如字徐又采故反
鶬鶬,七羊反本又作鏘言文徳之有聲也
溥將,音普
穰穰,如羊反
轂飾,古木反下音式
在鑣,彼苗反
篆轂,直轉反
來朝,直遥反
來假,音格鄭云升也王云至也
玄鳥,玄鳥燕也一名鳦音乙
祀髙宗,毛王如字鄭作祫戸夾反三年喪畢之祭也髙宗殷王武丁也
雊雉,古豆反
之異,尚書云髙宗祭成湯有飛雉升鼎耳而雊是也
復興,扶又反
於契,息列反殷之始祖也本又作偰同又作禼古字也後放此
古者喪三年旣畢祫于大祖明年禘于羣廟,一本作古者君喪三年旣畢禘于其廟而後祫祭于大祖明年春禘于羣廟案此序一注舊有兩本前祫後禘是前本兩禘夾一祫是後本也
芒芒,莫剛反大貌後同
有娥,息忠反契母之本國名
郊禖,音梅本亦作髙禖
遺卵,力管反
居亳,傍各反地名
正長,張丈反下同
徧告,音遍
不解,音懈
武王,于況反又如字注同
不勝,毛音升任也鄭式證反
十乗,繩證反注同
大糦,尺志反黍稷也韓詩云大祭也
勝任,音壬下何任同
大國與,音余
畿疆,居良反
來假,音格至也下同
祁祁,巨移反或上之尺之二反
景貟,毛音圎均也鄭音云
維河,鄭云河之言何也王以爲河水本或作何
是何,音河河可反本亦作苛音同毛云任也鄭云擔負也下篇何天同
來朝,直遥反
擔負,都藍反下篇同
長發,如字久也
大禘,大計反鄭云大禘者郊祭天也王云殷祭也
王者,于況反又如字
濬,音峻深也
悊,音哲字或作哲
芒芒,音亡依韻音忙
是疆,居良反竟界也
幅,方目反廣也
隕,音圎毛均也鄭周也徐于貧反
諸夏,戸雅反下皆同
作圜,音還又音圓
深知,音智
發見,賢遍反
禎,音貞祥也
其竟,音境
王天下,于況反下湯王言王之王德皆同
桓撥,本末反治也韓詩作發發明也
徧也,音遍下同
政治,直吏反
相土,息亮反注相土皆同相土契孫也
有截,才結反整齊也
出長,張丈反
湯齊,如字
浸大,子鴆反
日躋,子兮反升也鄭注禮記讀上爲湯躋讀此爲日齋齋莊也
昭假,古雅反鄭云暇也徐云毛音格鄭音暇案王肅訓假爲至格是王音也沈云鄭箋云寛暇此以義訓非韓字也
是祗,諸時反
下土,遐嫁反
小球,音求美玉也下同
綴旒,陟劣反徐又張衞反毛云表也鄭云結也二同
之休,虚虯反美也
珽,吐頂反天子玊笏長三尺杼上終葵首
長三,直亮反
旒縿,所銜反
著焉,直略反
歸郷,本亦作嚮許亮反下篇同
不絿,音求徐音虯急也
是遒,子由反反在由反聚也
小共大共,毛音恭法也鄭音拱執也一云毛亦音拱
駿,音峻毛大也鄭俊也又一云毛亦作俊讀
厖,莫邦反厚也徐云鄭音武講反是叶拱及寵韻也
之龍,毛如字和也鄭作寵
傅奏,音孚本亦作敷
不戁,奴版反恐也
不竦,小勇反懼也
是緫,子孔反本又作音宗
恐也,曲勇反
驚憚,丹末反
載旆,蒲貝反
秉鉞,音越
得中,張仲反
三蘖,五葛反餘也韓詩云絶也
韋顧,二國名也漢書古今人表作韋鼓
已姓,音紀又音𣏌
中葉,如字又張仲反
橈敗,女敎反一音女卯反亂也
實左,音佐注同
右,音又注同左右助也
阿倚,於綺反下同
殷武撻彼,他達反疾也韓詩云達也
罙入,面規反毛深也鄭冒也說文作䍘從冈米云冒也
其阻,莊吕反險也
裒荆,蒲侯反聚也
冒也,莫報反下同
之隘,於懈反窄也
而俘,音孚囚也
猶處,昌慮反下同
氐,都啼反西方夷狄國
世見,賢遍反
而背,音佩
多辟,音璧下同君也注放此王音僻邪也
禍適,直革反徐張革反注同過也韓詩云數也
匪解,音懈注同
來朝,直遥反
不僭,子念反
王天下,于況反
重吿,直用反
是斷,音短注同
方斵,陟角反說文云斫也
是䖍,其連反椹也爾雅作榩
松桷,音角
有梴,丑連反又力鱣反長貌柔梴物同耳字音鱣俗作
易直,以豉反下同
椹,陟金反
掄材,魯門反擇也沈音倫理也
