source,commentary
衛淇奥第五,鄭王俱云紂都之東也
淇奥,上音其下音於六反一音烏報反淇水名奥隈也草木䟽云奥亦水名
入相,息亮反
緑竹,並如字緑王芻也爾雅作菉音同竹篇竹也韓詩竹作􁇂音徒沃反云􁇂篇筑也石經同
猗猗,於冝反美盛也
隈也,烏廻反孫炎云水曲中也
王芻,初俱反郭璞云今呼白脚莎莎音蘇禾反一云即菉蓐草也蓐音辱
篇竹,本亦作扁匹善反又音篇郭匹殄反一音布典反竹音如字又勑六反韓詩作筑音同郭云似小藜赤莖節好生道旁可食又殺蟲草木䟽云有草似竹髙五六尺淇水側人謂之菉竹也
之烈,一本作之餘烈
有匪,本又作斐同芳尾反文貌下同韓詩作邲美貌也
如磋,七何反治象名
如琢,陟角反治玉名
如磨,本又作摩莫何反治石名
僴兮,遐板反寛大貌韓詩云美貌說文云武貌
赫兮,呼白反德赫赫然也
咺兮,況晚反威儀容止宣著也韓詩作宣宣顯也
諼兮,況元反又況逺反忘也
靑靑,子丁反茂盛也本或作菁音同
琇,音秀沈又音誘說文作琇云石之次玉者弋久反
瑩,音榮徐又音營又音瑩磨之瑩琇瑩美石也
會,古外反注同鄭注周禮則如字說文作䯤
弁,皮變反皮弁也
之瑱,天見反
之縫,符用反
皪皪,本又作礫音歷又音洛
之朝,直遥反下及下篇同
如簀,音責積也
綽兮,昌若反緩也
猗,於綺反依也
重,直恭反注同
較兮,古岳反車兩傍上出軾者
施舎,如字又詩豉反又式氏反
謔兮,香略反
有弛,本亦作施同式氏反
考槃,薄寒反考成也槃樂也
在㵎,古晏反山夾水也韓詩作干云墝埇之處也
樂也,音洛下同
山夾,古洽反
覺而,交孝反又如字
薖,苦禾反毛寛大貌鄭飢意韓詩作􁇃􁇃美貌
弗過,古禾反注同崔古卧反
不復,符又反下同
之軸,毛音廸進也鄭直六反病也
吿語,魚據反
碩人嬖妾,補意反
上,時掌反
僭,作念反
其頎,其機反長貌
衣錦,於旣反注夫人衣翟今衣錦同
褧,苦迥反徐又孔穎反襌也說文作檾枲屬也
褧襜,昌占反
佼好,本又作姣古卯反下同
襌也,音丹
爲其,于僞反
之大,音泰下大子同舊音勑賀反
邢侯,音形姬姓國
譚公,徒南反國名
柔荑,徒奚反
蝤,似脩反徐音曹本亦作蠐又作齊同音齊沈又音茨爾雅云蟦蠐螬蝤蠐蝎郭云蠐螬在糞土中蝎在木中蝎桑蠧是也蟦音肥分反蠧音妬
蝎也,音曷或音葛
瓠,戸故反
犀,音西
瓠瓣,補遍反又蒲莧反沈又蒲閑反
螓首,音秦
蛾眉,我波反
顙廣,蘇黨反
蜻蜻,郭徐子盈反沈又慈性反方頭有文王肅云如蟬而小
倩兮,本亦作蒨七薦反好口輔也韓詩云蒼白色
盻兮,敷莧反白黒分也徐又敷諫反韓詩云黒色也字林云美目也匹問反又匹莧反
敖敖,五刀反
說于,本或作稅毛始稅反舎也鄭作襚音遂衣服曰襚
有驕,起橋反壯貌
朱幩,孚云反又符云反飾也說文云馬纒鑣扇汗也
鑣鑣,表驕反馬銜外鐵也一名扇汗又曰排沫爾雅云鑣謂之钀钀音魚列反沬音末
茀,音弗車蔽也
以朝,直遥反注皆同
用適,丁歷反本亦作嫡
夙退,韓詩退罷也案禮記云朝廷曰退
爲妃,音配
洋洋,音羊徐又音祥盛大也
活活,古闊反又如字流也
罛,音孤魚罟
濊濊,呼活反毛云施之水中也馬云大魚罔目大豁豁也韓詩云流貌說文云凝流也
鱣,陟連反大魚口在頷下長二三丈江南呼黃魚與鯉全異
鮪,于軌反鮥也似鱣大者名王鮪小者曰叔鮪沈云江淮間曰叔伊洛曰鮪海濵曰鮥
發發,補末反盛貌馬云魚著罔尾發發然韓詩作鱍
葭,音加蘆也
菼,他覽反玉篇通敢反
揭揭,其謁反徐居謁反長也
孽孽,魚竭反徐五謁反盛飾也韓詩作䡾牛遏反長貌
朅,欺列反徐起謁反武壯貌韓詩作桀云健也
罟,音古
鮥,音洛
蘆也,音盧
薍,五患反江東呼之烏蓲蓲音丘
氓,莫耕反民也韓詩云美貌
無別,彼列反
華落,戸花反或音花
復相,扶又反
弃背,音佩
喪其,息浪反
妃耦,音配
以風,福鳳反
佚也,音逸
蚩蚩,尺之反敦厚貌
貿,莫豆反買也
頓丘,都寸反
通稱,尺證反
愆期,起䖍反過也字又作諐
將子,七羊反毛願也鄭請也
故語,魚據反
垝,俱毁反毁也
垣,音袁
所近,附近之近
郷其,許亮反本又作嚮
漣漣,音連泣貌
爾筮,市制反蓍曰筮
體無,如字卦兆之體也韓詩作履履幸也
咎言,其九反
蓍曰,音尸
之繇,直又反卦兆之辭也
我賄,呼罪反財也
徑以,經定反
沃若,如字徐於縛反
桑葚,本又作椹音甚桑實也
士耽,都南反樂也
鶻鳩,音骨
樂也,音洛下同
百行,下孟反
而隕,韻謹反
湯湯,音傷水盛貌
漸車,子亷反注同漬也濕也
帷裳,位悲反
隋也,字又作墮唐果反
猶冒,音墨
此難,乃旦反
其行,下孟反注同
不解,音懈
浸薄,子鴆反
咥,許意反又音熙笑也又一音許四反說文云大笑也虛記反又大結反
有泮,音判毛云坡也鄭音畔畔涯也
坡,本亦作陂北皮反澤陂詩傳云障也吕忱北髲反云陂阪也亦所以爲隰之限域也本或作破字未詳觀王述意似作破
自拱,俱勇反本又作共音同
之宴,如字本或作丱者非
旦旦,說文作􁇄􁇄
懇,起很反
惻,本亦作楚力反
竹竿籊籊,他歷反長而殺
以釣,音弔
而殺,色界反
遠莫,如字又于万反注同
遠兄,于万反
之瑳,七可反沈又七何反笑貌
之儺,乃可反說文云行有節也
不惡,烏路反
浟浟,本亦作滺音由流貌
檜,古活反又古㑹反木名
楫,本又作檝子葉反徐音集方言云楫謂之橈或謂之櫂釋名云楫捷也撥水舟行捷疾也橈音饒
櫂舟,直敎反
思郷,本又作嚮同許亮反
芄蘭,芄音丸本亦作丸芄蘭草名
恒蔓於地,蔓音万本或作蔓莚於地者後人輙加耳
佩,蒲對反依字從人或玉傍作者非
觿,許規反解結之器
觿與,音餘下佩韘與同
悸兮,其季反韓詩作萃垂貌
紳帶,音身
不稱,尺證反
韘,失渉反毛玦也鄭沓也
玦也,本又作決音同
沓也,徒荅反
彄沓,苦侯反
我甲,如字狎也爾雅同徐胡甲反韓詩作狎
狎也,戸甲反
河廣一葦,韋鬼反
杭之,戸郎反渡也
廣與,音餘下遠與同
喻狹,音洽
非爲,于僞反
跂予,丘豉反
容刀,如字刀小船也字書作舠說文作並音刀
伯兮爲王,于僞反又如字注下爲王並同
從王伐鄭,讀者或連下伯也爲句者非
朅兮,丘列反武貌
桀兮,其列反毛云特立也鄭云英傑也
執殳,市朱反長丈二無刃
長丈,如字又直亮反
軫,木亦作􁇆之忍反
酋,在由反發聲
矛,音謀
誰適,都歷反主也注同
爲容,于僞反或如字
杲杲,古老反
出日,如字沈推類反
日復,扶又反下同
厭也,於豔反下同
心嗜,市志反
憂思,息嗣反
焉得,於䖍反
諼草,本又作萱況袁反說文作藼云令人忘憂也或作蘐
之背,音佩沈又如字北堂也
令人,力呈反
善忘,亡向反又如字
心痗,音每又音悔病也
有狐,音胡
喪其,息浪反下注同
妃耦,音配下注同
殺禮,所戒反又所例反
所以育人民也,本或作蕃育者非
生長,張丈反
綏綏,音雖匹行貌
無爲,于僞反
淇厲,力滯反
木瓜,古花反楙木也
遺之,唯季反下注同
瓊,求營反美玉也說文云赤玉也
琚,音居徐又音渠佩玉名
楙,音茂字亦作茂爾雅云楙木瓜也
爲好,呼報反篇内同
結己國以爲恩也,一本作結已國之恩也
瑶,音遥美玉也說文云美石
玖,音久玉名字書云玉黒色
苞苴,子餘反
橘,均栗反
柚,餘救反
