source,commentary
重,直容反本又作種同
穋,音六本又作稑音同
稙,徴力反先種曰稙徐時力反韓詩曰長稼也
稺,音雉後種曰稺韓詩云幼稼也
菽麥,音叔大豆也
卑民,必爾反本又作俾下皆同
長大,張丈反
有秬,音巨黒黍也
纉禹,子管反繼也
粒食,音立
大王,音泰後大王大平皆同
翦商,子踐反毛齊也鄭斷也
斷也,音短下同
自豳,彼貧反
王迹,于況反
之屆,音戒極也
無貳,音二
屆極,紀力反下同
虞度,待洛反下同
無復,扶又反
敦商,鄭都回反治也注同王徐都門反厚也
又與,音預
東藩,方元反
乃筴,初革反
令專,力呈反
匪解,音懈
不忒,他得反
騂,息營反赤色也
犧,許冝反純毛牲
楅衡,音福逼也
犧尊,鄭素河反毛云有沙飾則冝同鄭王許冝反尊名也
將將,七羊反
毛炰,蒲包反
胾,側吏反肉也
羹,音庚又音衡
洋洋,音羊徐音翔衆多貌
不禴,羊灼反
秋祫,咸夾反
以楅,音逼
有沙,素河反刻鳳皇於尊其羽形婆娑然也一云畫也
豚也,字又作㹠徒門反
鈃羹,字又作鉶音刑
爲其,于僞反
觝,都禮反
有橫,古曠反一音光
有柎,方于反
爾熾,尺志反
僭踰,子念反
千乗,繩證反注千乗同
朱英,如字徐於耕反矛飾也
緑縢,徒登反繩也
重弓,直龍反注同
鬯中,勑亮反弓衣也字或作韔同
貝胄,直又反
朱綅,息廉反說文云綫也沈又倉林反又音侵
烝徒,之升反
増増,如字
綴之,沈知稅反又張劣反
艾也,音刈
台背,他來反下音貝
而艾,五蓋反
中時,張仲反
而重,直用反
大山,音泰本又作泰下注大室皆同
遂荒,如字毛有也鄭奄也韓詩作荒云至也
近海,附近之近
鳧,音符山名
繹,音亦一音夕字又作嶧同山名也
蠻貃,字又作貉武伯反
夷行,下孟反
應辭,應對之應
純嘏,古雅反
魯朝,直遥反
在,字又作薛息列反
是與,音余
兒齒,五兮反齒落更生細者也字書作齯音同一音如字
爲之,于僞反
祝慶,之又反下同
是斷,音短
是度,待洛反
松桷,音角榱也方曰桷
有舄,音昔大貌徐又音託
奕奕,音亦
榱也,色追反
其姣,古卯反
屬功,音燭
孔曼,音萬長也
