source,commentary
駉第二十九,本或作駉之什者是隨例而加耳商頌亦然
魯頌,魯者周公之子伯禽所封之國也周公有大勲勞於天下成王留之輔相而封伯禽焉其封域在禹貢徐州蒙羽之野十七世至僖公當周惠王襄王之時能遵伯禽之法外征淮夷内脩德敎國人美之於是國卿季文子請周而使史克作頌四篇夫子刪詩録之者以周公有致太平之勲成王命魯郊祭用天子禮樂故取魯頌而同於王者之後焉
駉,古熒反說文作驍又作駫同
牧乎,徐音目
坰野,古熒反徐又苦營反或苦瓊反逺也林外曰坰下同
行父,音甫注同行父季文子名也
牡馬,茂后反草木䟽云騭馬也說文同本或作牧
有驈,戸橘反阮孝緒于密反顧野王餘橘反郭音述驪馬白跨曰驈
有驪,力知反沈又郎西反純黒馬也說文字林云深黒色馬也
白跨,苦化反又苦故反又胡瓦反郭云髀閒也蒼頡篇云兩股閒也
黃騂,息營反赤黃曰騂下文同字林火營反
四種,章勇反
有駑,音奴
飲食,上音䕃下音嗣又並如字
無疆,居良反竟也
反覆,芳服反
有騅,音隹蒼白雜毛曰騅
有駓,符悲反字又作䮆黃白雜毛曰䮆郭云今桃花馬也字林作駓音丕
有騏,音其蒼祺曰騏
伾伾,敷悲反有力也說文同字林作駓走也父之反音丕
蒼祺,音其字又作騏
驒,徒河反靑驪驎曰驒說文云馬文如鼉魚也韓詩及字林云白馬黒髦也
駱,音洛白馬黒鬣曰駱樊孫爾雅並作白馬黒髦鬛尾也
駵,音留赤身黒鬣曰駵字林云赤馬黒髦尾也
雒,音洛黒身白鬛曰雒本或作駱同
繹繹,音亦善足也一本作善走也崔本作驛
驎,本亦作甐郭良忍反毛色有深淺斑駮隱甐今之連錢􁇰也吕忱良振反孫炎音鄰云似魚鱗也
黒鬣,力輒反
無斁,音亦厭也
駰,舊於巾反讀者並音因隂白雜毛曰駰
騢,音遐彤白雜毛曰騢說文云赤白雜色文似鰕魚
驔,音簟徒點反字林云又音譚豪骭曰驔
有魚,如字字書作字林作䁩音並同毛云一目白曰魚爾雅云一目白瞷二目白䁩瞯音閑
祛祛,起居反彊健也
彤白,徒冬反赤也
豪骭,戸晏反
無邪,似嗟反注同
無復,扶又反
有駜,備筆反又符必反馬肥彊貌字林又父必反
乗黃,繩證反下同
大學,音泰
咽咽,本又作鼝同烏玄反又於巾反鼓節也
樂兮,音洛注喜樂下于胥樂兮及注安樂同
之朝,直遥反
駽,呼縣反又火玄反徐又胡眄反青驪曰駽又音炫
歳其有,本或作歳其有矣又作歳其有年者矣皆衍字也
詒孫子,以之反遺也本或作詒厥孫子詒于孫子皆是妄加也
詒遺,唯季反下同
泮水,普半反
頌僖,音希
頖宫,音判本多作泮泮宫諸侯之學也泮半也半有水半無水也鄭注禮記云頖班也所以班政敎
其芹,其巾反水菜也
天子辟,音璧下同
圜如,音貟
來觀,古亂反又音官
伐伐,蒲害反又普貝反言有法度本又作茷
噦噦,呼會反有聲也
其藻,音早水草也
蹻蹻,居表反彊盛也
昭昭,之繞反
其茆,音卯徐音桞韋昭萌藻反鳧葵也干寳云今之􁇱蹗草堪爲菹江東有之何承天云此菜出東海堪爲菹醬也鄭小同云江南人名之蓴菜生陂澤中草木䟽同又云或名水葵一云今之浮菜即猪蓴也本草有鳧葵陶弘景以入有名無用品解者不同未詳其正沈以小同及草木䟽所說爲得
鳧葵,音符
者與,音餘
屈此,丘勿反毛云收也鄭云治也徐云鄭又其勿反韓詩云屈收也收斂得此衆聚
昭假,古百反至也
之行,下孟反又如字
伊祜,音戸福也
蟜蟜,本又作矯亦作蹻居表反武貌
獻馘,古獲反截耳也
皐陶,音遥皐陶唐虞之士官
狄彼,王他歷反達也孫毓同鄭作剔音同治也沈云毛如字未詳所出韓詩云鬄鬄除也
烝烝,之承反
皇皇,毛如字美也鄭作暀暀于況反猶往往也
不吳,鄭如字讙也又王音誤作吳音話同
瘍,余章反
于訩,音凶訟也
讙也,音歡
讙譁,音花
無爭,爭鬪之爭
其觓,音虯毛云弛貌鄭云持弦急也
其捜,依字作摉色留反毛衆意鄭勁疾也
孔博,徐云毛如字王同大也鄭作傅音附
無繹,本又作射又作斁或作懌皆音亦厭也
施貌,式氏反本又作弛同
致者,直置反
士卒,尊忽反
堙井,音因塞也
刊木,苦干反服䖍云削也
度己,待洛反
翩彼,音篇飛貌
飛鴞,于嬌反惡聲鳥也
桑黮,說文字林皆作葚時審反桑實也
爲此,于僞反
憬彼,九永反逺行貌沈又孔永反說文作懬音獷云闊也一曰廣大也
其琛,勑金反犍爲舎人云美寳曰琛
大賂,音路遺也
遺也,唯季反
閟宫,筆位反毛閟閉也鄭閟神也音秘同
僖公,音希
有侐,況域反淸靜也說文云靜也一音火季反
枚枚,莫回反礱密也韓詩云閒暇無人之貌也
姜嫄,音元
是禖,莫回反
礱密,路東反厲也
無災,字又作灾本亦作葘音同
回邪,似嗟反
天用是馮依,本又作憑同皮陵反一本作馮依其身
不坼,勑宅反裂也
不副,孚逼反
