source,commentary
秦車鄰第十一,秦者隴西谷名也在雍州鳥鼠山之東北昔皐陶之子伯翳佐禹治水有功舜命作虞賜姓曰嬴其末孫非子爲周孝王養馬於汧渭之間封爲附庸邑于秦谷及非子之曽孫秦仲周宣王又命爲大夫仲之孫襄公討西戎救周周室東遷以岐豐之地賜之始列爲諸侯春秋時稱秦伯崔云秦在虞夏商爲諸侯至周爲附庸
車鄰,本亦作隣又作轔栗人反
秦仲始大,絶句或連下句非
白顚,都田反
的,丁歷反
顙,桑黨反
寺人,如字又音侍本或作侍字寺人奄人内小臣也
之令,力呈反注同又力政反沈力丁反韓詩作伶云使伶
傳告,直專反
阪有,音反又扶板反陂者曰阪
陂者,彼寄反又普羅反又彼皮反
以間,音閑
安樂,音洛下文並同
其耊,田節反老也八十曰耊一音天節反
之朝,直遥反
將後,胡豆反又如字
鼓簧,音黃笙也
駟驖,田結反又吐結反驖驪馬也
始命,絶句
園囿,音又沈又尤菊反
之樂,音洛
孔阜,符有反大也
驪也,力知反
媚子,眉冀反
獻麋,亡悲反
舎,音捨
拔,蒲末反括也
射之,食亦反
括也,苦活反
善射,音社
四種,章勇反
輶車,由九反又音由輕也
鸞,盧端反
鑣,彼驕反
獫,力驗反長喙田小犬也說文音力劒反
歇,本又作猲許謁反說文音火遏反
驕,本又作獢同許喬反猲獢短喙田犬也
輕也,遣政反又如字下同
喙,況廢反
驅逆,丘遇反或丘于反
乗車,繩證反
搏噬,音博舊音付
小戎,毛云小戎兵車也鄭云羣臣兵車故曰小戎王云駕兩馬者
矜其,居澄反
夸大,苦花反
有樂,音岳又音洛
俴,錢淺反淺也
収,如字軫也
五楘,音木本又作鞪歷録也曲轅上束也
梁輈,陟留反
軫也,之忍反
歷録,一本作歷禄
句衡,古侯反
脅驅,本亦作駈起俱反
靷,之忍反
鋈,音沃舊音惡白金也
續,義如字徐辭屢反
靳環,居覲反本又作靷沈云舊本皆作靳靳者言無常處游在驂馬背上以驂馬外轡貫之以止驂之岀左傳云如驂之有靳居釁反無取於靷也
以禦,魚吕反
愼駕具,愼或作順義亦兩通
揜軓,於檢反
常處,昌慮反
著服,直略反又丁略反
軾前,音式本亦作式
文茵,音因文茵以虎皮爲茵茵車席也
暢,勑亮反長轂也
轂,音谷
騏,音其馬騏文也
馵,之樹反馬左足白
駵,音留赤馬黒鬣也
騧,古花反黃馬黒喙也本又作鬣力輒反
兩騑,芳非反
龍盾,順允反徐又音允
觼,古穴反
軜,音納内也驂馬内轡也
俴駟,毛云四介馬也韓詩云駟馬不著甲曰俴駟
厹矛,音求三隅矛也
鋈錞,徒對反舊徒猥反一音敦鐏也說文云矛戟下銅鐏
蒙伐,如字本或作􁇍音同毛云蒙討羽毛也伐中干也鄭云蒙厖也討雜也畫雜羽之文于伐故曰厖伐
四介,音界甲也
鐏,徂寸反又子遯反
之札,側八反
厖伐,莫江反
虎韔,勑亮反下同本亦作暢弓室也
鏤膺,魯豆反下於澄反毛云膺馬帶也鄭云鏤膺有刻金飾也
竹閉,悲位反本一作䩛鄭注周禮云弓檠曰䩛弛則縛於弓裏備損傷也以竹爲之䪐音悲位反徐邊患反一音必結反
緄縢,古本反繩也下直登反約也
紲,息列反
厭厭,於鹽反安靜也
秩秩,陳乙反有知也
知也,本亦作智
蒹葭,古恬反薕也葭蘆也
人被,皮寄反
作繄,於奚反猶是也
遡洄,蘇路反下音回逆流而上也
薕也,音廉
遡游,順流而渉也
宛在,紆阮反本亦作苑
易得,以豉反
萋萋,本亦作淒七奚反
未晞,音希毛云乾也鄭云未爲霜也
之湄,音眉
水隒,魚簡反又音簡
且躋,本又作隮于西反升也
中坻,直尸反小渚
之涘,音俟厓也
迂,音于
中沚,音止小渚也
終南有條,本亦作樤音同槄也
槄也,吐刀反山榎也
枏也,如鹽反沈云孫炎稱荆州曰枏揚州曰梅重實揚州人不聞名枏
朝廷,直遥反
以裼,星歷反
渥丹,於角反淳漬也丹如字韓詩作沰音撻各反沰赭也
淳,之純反又如字本亦作厚
漬,辭賜反
有紀,如字基也本亦作屺沈音起
黻衣,音弗
將將,七羊反
黃鳥仲行,戸郎反下皆同
鍼虎,其廉反徐又音針
從死,才容反
惴惴,之瑞反
其慄,音栗
壙中,苦晃反
殱我,子廉反又息廉反
愬之,蘇路反
之防,徐云毛音方比也鄭音房
之禦,魚吕反注同當也
晨風鴥,說文作鴧尹橘反疾飛貌字林於寂反
鸇也,字又作之然反草木䟽云似鷂青色說文止仙反字林尸先反
之駛,所吏反疾也
苞櫟,盧狄反木名
六駮,邦角反獸名毛云如馬倨牙食虎豹草木䟽云駮馬木名梓榆也
倨,音據
靡樂,音洛
棣,音悌唐棣也
樹檖,音遂或作遂赤羅也
無衣好,呼報反下注同
攻,古弄反又如字下注同
亟,欺冀反
同袍,包毛反襺也
襺也,古顯反本亦作繭
同仇,音求毛云匹也鄭云怨耦曰仇
戈長,直亮反又如字
同澤,如字毛澤潤澤也鄭䙝衣也說文作襗云袴也
䙝衣,仙列反
近,附近之近
汙,音烏又汙穢之汙
垢,古口反
渭陽,音謂水名水北曰陽
麗姬,本又作驪同力馳反
之難,乃旦反
大子,音泰
都雍,於用反縣名今屬扶風
乗黃,繩證反注同
我思,息嗣反
瓊瑰,古回反石次玉也
權輿,音餘權輿始也
夏,胡雅反大也
屋,如字具也
渠渠,其居反猶勤勤也
以食我,音嗣注篇内同
四簋,音軌内方外圎曰簋以盛黍稷外方内圎曰簠用貯稻粱皆容一升二升
