source,commentary
豳,筆巾反
七月第十五,豳者戎狄之地名也夏道衰后稷之曾孫公劉自邰而出居焉其封域在雍州岐山之北原隰之野於漢屬右扶風郇邑周公遭流言之難居東都思公劉大王為豳公憂勞民事以此敘己志而作七月鴟鴞之詩成王悟而迎之以致太平故太師述其詩為豳國之風焉
七月王業,于況反又如字下同
觱𤼵,音必說文作畢𤼵音如字觱𤼵寒也
栗烈,並如字栗烈寒氣也說文作颲颲
無褐,音曷以毛為布也
于耜,音似
饁,炎輙反野饋也字林于刦反
田畯,音俊田大夫也
至喜,王申毛如字鄭作饎尺志及酒食也下同
夏正,戶雅反下染夏夏小正同
晚寒,如字謂莭晚而氣寒也
饋,其愧反
饟來,式亮反
又爲,于僞反
離黃,本又作鵹作鸝同力知反
稺桑,直吏反本亦作稚
祁祁,巨之反一音上之反衆多也
迨及,音待始也
皤蒿,音婆
萑,戸官反薍也
葦,韋鬼反葭也
薍,五患反
葭,音加
豫畜,本又作蓄同勅六反下同
條桑,他彫反注條桑同枝落也又如字沈暢遥反
斨,七羊反方銎也
猗彼,於綺反徐於冝反角而束之
銎,曲容反說文云斧空也
荑桑,徒奚反
鵙,圭覔反伯勞也字林工役反
纁也,許云反
春暴,蒲卜反
染夏,如琰反
秀葽,於遥反草也
鳴蜩,徒彫反螗也
其穫,戸郭反下同
隕,于敏反墜也
蘀,音託落也
螗,音唐
隊,直類反
王萯,音婦
于貉,戸各反獸名
狐貍,力之反獸名
往搏,音博舊音付
自爲也,于僞反
載纉,子管反繼也
其豵,子公反毛云豕一歳也鄭云豕生三曰豵
獻豜,古牽反又音牽豕三歳
斯螽,音終
莎雞,音沙徐又素和反沈云舊多作莎今作沙音素何反
在宇,屋四垂爲宇韓詩云宇屋霤也
蟋,音悉
蟀,所律反
蚣,相容反又相工反
蝑,相魚反又相吕反
訊,音信本又作迅同
非卒,寸忽反
穹,起弓反窮也
窒,珍悉反徐得悉反塞也
熏鼠,許云反
塞向,如字北出牖也韓詩云北向䆫也
墐戸,音覲塗也
牖也,音酉
篳戸,音必
曰爲,上音越下于僞反一讀上而實反下如字漢書作聿爲
及薁,於六反蘡薁也
亨葵,普庚反
及菽,音叔本亦作叔藿也
剥棗,普卜反擊也注同
以介,音界
棣屬,大計反
蘡,於盈反或於耕反
凍,丁貢反
醪,老刀反
而釀,女亮反
食瓜,古花反字或加艸非
叔苴,七餘反麻子也
采荼,音徒
薪樗,勑書反又他胡反惡木也
食我,音嗣
瓠也,戸故反
拾也,音十
之糝,素感反
築場,直羊反下同本又作塲塲依字失陽反今亦冝直羊反
圃,布古反一音布
菜茹,如豫反
黍稷重,直容反注同先種後熟曰重又作種音同說文云禾邊作重是重穋之字禾邊作童是種蓺之字今人亂之巳久
穋,音六本又作稑音同說文云稑或從翏後種先熟曰稑
之囷,丘倫反
上入,時掌反注同
索,素洛反
綯,徒刀反絞也
絞也,古卯反
亟其,紀力反急也
定將,都佞反
鑿冰,在洛反
沖沖,直弓反聲也
凌隂,力證反又音陵陵隂冰室也說文作滕音凌
其蚤,音早
祭韭,音九字或加艸非
水腹,音福
覿,徒歷反
祭司寒,本或作祭寒
朝之禄位,直遥反
秋刷,所劣反爾雅云淸也三蒼云埽也
滌場,廷歷反埽也
曰殺,音越或人實反非
縮也,所六反
閒於,音閑
躋彼,子奚反升也
兕,徐履反本或作
觥,虢彭反本亦作觵
無疆,居良反竟也或音注爲境非
學校,戸敎反
旣樂,音洛
鴟鴞,上尺之反下于嬌反鴟鴞鳥也
以遺,唯季反本亦作貽此從尚書本也
鸋,乃丁反郭音甯
鴂,音決鸋鴂似黃雀而小俗呼之巧婦
重言,直用反
大平,音泰
􁅈子,本又作孺如住反
誚公,在笑反
鬻子,由六反徐居六反稺也一云賣也
迨天,音待及也徐又勑改反
桑土,音杜注同桑土桑根也小雅同韓詩作杜義同方言云東齊謂根曰杜字林作􁇒桑皮也音同
綢繆,上直留反下莫侯反綢繆猶纏緜也
恚怒,於季反
拮,音吉又音結
据,音居拮据撠挶也韓詩云口足爲事曰拮据
捋,力活反
荼,音徒萑苕也
畜,勑六反本亦作蓄
租,子胡反本又作租如字爲也韓詩云積也
卒屠,本又作瘏音徒病也
撠,京劇反本亦作㦸
挶,俱局反說文云持也
萑,音丸
苕,音條
之難,乃旦反
譙譙,本或作燋同在消反殺也
翛翛,素彫反注同敝也
殺也,色界反又所列反下同
翹翹,祁消反危也
所漂,匹遥反
嘵嘵,呼堯反懼也
愬之,音素
東山勞歸,力報反
其思,息嗣反
望女,音汝
樂男,音洛
以說,音恱下同
金縢,徒登反
分別,彼列反
志伸,音身
慆慆,徒刀反又吐刀反久也
其濛,莫紅反雨貌
爲之,于僞反
勿士行,毛音衡鄭音銜王戸剛反
枚,莫杯反毛云微也鄭注周禮云枚如箸橫銜之於口爲繣絜於項中
無行,戸剛反
陳,直震反下同
蜎蜎,烏玄反蠋貌
蠋,音蜀桑蟲也
烝在,之承反窴也
窴也,音田又音珍一音陳字書云塞也大千反從穴下眞
窴塡塵,依字皆是田音又音珍亦音塵鄭云古聲同案陳完奔齊以國爲氏而史記謂之田氏是古田陳聲同
敦彼,都迴反注同
果臝,力果反果臝括樓
亦施,手豉反
伊威,並如字或傍加虫者後人増耳
在室,本或作堂誤也
蠨,音蕭說文作蟰音夙
蛸,所交反蠨蛸長踦也郭音蕭
町,他典反或他頂反字又作圢音同
畽,本又作疃他短反町畽鹿迹也字又作墥
熠,以執反
燿,以照反又以灼反熠燿螢火也下章皆同
括樓,古活反
委黍,並如字沈委音於爲反委黍鼠婦也本或並作虫邊
踦,起冝反韋昭吕忱音同云一足意也今詩義長踦長脚蜘蛛又巨綺反又其冝反又居綺反
燐也,洛刃反字又作䗲
螢火,惠丁反
令人,力呈反
感思,息嗣反下憂思同
作翳,於兮反是也又作繄
鸛,本又作雚古玩反水鳥
于垤,田節反螘冢也
洒,所懈反沈所寄反
埽,素報反
螘,本亦作蛾又作蟻魚綺反
好水,呼報反
拚,甫問反
有敦,徒端反專專也注同
栗薪,毛如字鄭音列韓詩作蓼力菊反聚薪也
專專,徒端反下同
綴焉,張衞反
之瓣,盧遍反又白莧反說文云瓜中實也沈薄閑反
皆爲,于僞反
樂之,音樂
皇駁,邦角反
之褘,許韋反
施衿,繫佩帶其鴆反
結􁉄,始銳反
破斧以惡,烏路反注同
斨,七羊反說文云方銎斧也
隋,徒禾反何湯果反孔形狹而長也
銎,曲容反
錡,巨冝反字或作奇音同鑿屬也韓詩云木屬
訛,五戈反又作吪化也
銶,音求徐又音虯木屬也韓詩云鑿屬也一解云今之獨頭斧
是遒,在羞反徐又在幽反毛固也鄭斂也
之休,虚虯反美也
伐柯,古河反斧柄也
朝廷,直遥反注及下篇同
斧柄,彼病反
取妻,七喻反本亦作娶
我覯,古豆反見也
有踐,賤淺反行列貌
行列,戸郎反
之饌,士戀反
歡樂,音洛
以說,音恱
九罭,本亦作罭于逼反罭魚網
鱒,才損反沈又音撰大魚也
魴,音房
緵,子弄反又子公反字又作緫
罟,音古今江南呼緵罟爲百囊網也
衮衣,古本反六冕之第二者也畫爲九章天子畫升龍於衣上公但畫降龍字或作卷音同
卷龍,卷冕反
鳧,音符
鷖,烏兮反又作翳
所賷,子西反本或作齎同
狼跋,音郎獸名也跋音卜末反躐也又蒲末反字或作拔同
王功,于況反
大平,音泰下大師大平同
無愆,起然反
載㚄,本又作疌丁四反又陟值反跲也
躐也,力輒反
跲,其劫反又居業反
有難,乃旦反
無玷,丁簟反
公孫,毛如字公孫成王也鄭音遜公周公也孫遁也
赤舄,音昔
盛屨,俱具反
絇貌,其俱反
遁也,徒遜反
疵瑕,才斯反
