source,commentary
愒焉,欺例反徐丘麗反息也
自瘵,側界反毛病也鄭音際際接也
亦傅,音附至也
四裔,延世反
都人士長民,張丈反注同
不貳,音二變易無常謂之貳
從容,七容反從容休燕也
不復,扶又反下注同
倡率,色類反
朝夕,直遥反
出言,如字
士行,下孟反下文行歸注操行同
則衣,於旣反
過差,初賣反又如字
所望,如字協韻音亡
臺,如字爾雅作薹草名
笠,音立
緇,側基反
撮,七活反
夫須,音符本亦作扶
綢直,直留反密也
密致,直置反本亦作緻
無隆,俗本作降
殺也,所界反又所例反
我不見,第二章作不見後三章作弗見一本四章同作不字
不說,音恱
琇實,音秀徐又音誘
爲瑱,他見反
尹吉,毛如字鄭讀爲姞其吉反又其乙反
菀結,於勿反屈也積也徐音鬱又於阮反
垂􁁔,音帶本亦作帶
而厲,毛如字帶之垂也鄭當作裂音列
卷髮,音權注及下同
如蠆,勑邁反又勑界反蠚蟲也通俗文云長尾爲蠆短尾爲蠍蠍音虚伐反
如鞶,薄寒反
螫蟲,音釋本又作蠚呼莫反
末揵,莫言反又音虞漢書音義云舉也又渠偃反一音其蹇反
曲上,時掌反
有旟,音餘揚也
何盱,喜俱反病也
采緑,緑王芻也
憂思,息嗣反下皆同
一匊,弓六反兩手曰匊注本或一手曰匊
王芻,楚俱反草也
易得,以豉反
曲局,其玊反卷也
卷也,音權下同又眷勉反沈其言反
采藍,盧談反沈力甘反染草也
一襜,尺占反衣蔽前謂之襜郭璞云今之蔽膝
不詹,音占至也
于狩,尺救反
言韔,勑亮反㢭也沈治亮反本亦作鬯
于釣,音弔
言綸,音倫
釣,音灼亦作繳同
狩與,音餘下同
爲之,于僞反下同
維魴,音防
及鱮,音敘
觀者,古玩反多也注同韓詩作覩
多技,其綺反
黍苗膏潤,古報反下同
召伯,上照反注及下同
芃芃,蒲東反長大貌一音扶雄反
長大,張丈反
勞之,力報反注及下篇注同
營謝,一本作營謝邑
將徒役,一本作將師旅
勞來,音賚
勸說,音恱又始銳反
我任,音壬注同
我輦,力展反沈連典反
轉餫,音運本又作運
有輓,音晚
牽傍,薄浪反
所爲,于僞反
士卒,尊忽反一本作士衆
師從,才用反下同
土治,直吏反下同
相其,息亮反
隰桑有難,乃多反盛貌
庇,必利反又彼備反
廕,於鴆反
其樂,音洛注下皆同
有沃,烏酷反
有幽,於糾反
膠,音交
臧之,鄭子郎反善也王才郎反
白華,音花野菅也
王取,七與反
以孽,魚列反
爲之,于僞反
適子,音的
菅兮,音姦茅巳漚爲菅
巳漚,烏候反柔也
柔忍,音刃
爲脃,七歳反又音毳
任妃后,音壬一本作任王后
之逺,于願反下注逺善同又如字注及下皆同
俾,必爾反
不復,扶又反
譖申,側鴆反
冝咎,音柩
英英,如字韓詩作泱泱同
昔夏,戸雅反
漦,士其反沫也又尸醫反爾雅云漦盝也盝音鹿
黿,音元
嬖之,補悌反又必計反
滮池,符彪皮流二反水流貌
浸彼,子鴆反字亦作寖
生殖,市力反
豐鎬,戸老反
歗歌,音嘯本亦作嘯
妖大,古卯反本又作姣姣音於驕反
樵彼,徂焦反
卬,五綱反我也
烘,火東反燎也徐又音洪說文巨凶甘凶二反孫炎音恭
于煁,市林反烓也
燎也,音了又力弔力召二反
烓竈,音恚又丘弭反郭云三隅竈也說文云行竈也吕沈同音口熲反何康瑩反顧野王口井烏攜二反
以炊,昌垂反注同
饔,於恭反
饎,尺志反
之爨,七亂反
食人,音嗣
用炤,音照
卑賤,如字下文卑兮并注同
聲聞,音問
形見,賢遍反
懆懆,七感反說文七倒反云愁不申也亦作慘慘
邁邁,如字不說也韓詩及說文並作㤄㤄孚吠反又孚葛反又匹代反韓詩云意不說好也許云很怒也
不說,音恱下同
有鶖,音秋鳥名秃鶖也
有鶴,呼各反
秃,吐木反
鶴絜,音結
餒,奴罪反
近惡,附近之近
不別,彼列反
相下,遐嫁反下同
令我,力成反
有扁,邊顯反又必淺反乗石貌乗石者登車所履之石
疷兮,徐都禮反又祁支反病也
緜蠻,面延反下如字緜蠻小鳥貌
飲食,上於鴆反下音嗣篇内皆同注如字
末介,音界
賙,音周
贍,市豔反
之處,昌慮反
我罷,音皮下同
倅車,七對反副車
憚行,徒旦反難也下同
難也,乃旦反下同
能極,如字
瓠葉,戸故反
牲牢,老刀反
􁇣,於恭反熟曰􁇣字又作饔
餼,許氣反
腥曰,音星
幡幡,孚煩反瓠葉貌
亨之,普庚反孰也注同
之菹,莊魚反
賢行,下孟反
易兊,徒外反易卦名也訓恱
有兔,他故反下同
斯首,毛如字此也鄭作鮮音仙白首也
炮,本作炰白交反毛曰炮
燔之,音煩加火曰燔
相近,附近之近
不下,遐嫁反
炙之,音隻
酢之,才洛反
炕火,苦浪反何沈又苦郎反
醻之,市周反導飲也
道飲,徒報反本亦作導同
復酌,扶又反
俗之,一本作俗人
漸漸之石,士銜反沈時銜反山石髙峻也亦作嶃嶃下同
戎翟,徒歷反本或作狄
叛之,音畔
將率,上子亮反下所類反注及後篇將率放此
役久病於外,一本作役人久病人衍字
舒鄝,音了本又作蓼
士卒,尊忽反下篇士卒同
勞矣,如字孫毓云鄭音遼
而上,時掌反
卒服,寸忽反
皇朝,直遥反注同
人罷,音皮
其卒,毛子䘏反竟也鄭在律反
崔,罪回反
嵬,五回反本作峞
之處,昌慮反下同
令,力呈反下注同
出使,所吏反
白蹢,音的蹄也都歷反
烝渉,之丞反
將久雨,一本作天將雨
能水,奴代反本又作耐
曰駭,戸楷反爾雅說文皆作􁇤古哀反
尤躁,子到反
今離,力智反
其繒,在陵反爾雅豕所寢曰繒方言作橧從木音同
波漣,音連一本作瀾力安反
勇悍,戸旦反
滂,普郎反
沱,徒河反注同
噣也,直角反又音晝本又作濁
先見,賢遍反
它,音他
苕之華,音條徐音韶苕陵苕草名下音花
王距,音巨
其難,乃旦反下之難同
近危,附近之近
芸其,音云沈音運
諸夏,戸雅反下同
罷病,音皮
靑靑,子零反注同
爲鄣,章亮反
葉見,賢遍反下同
牂羊,子桑反
墳首,扶云反大也
在罶,音柳本又作􁆤釐婦笱也
牝羊,頻忍反
之笱,音苟
復興,扶又反
鮮可,息淺反
治日,直吏反
何草不黃背叛,音佩
數起,所角反
不矜,古頑反注同無妻曰矜
牙蘖,魚列反
猶復,扶又反
匪兕,徐履反
有芃,薄紅反小獸貌沈又扶東反
有棧,士板反役車也
輦者,一本作輦車
