source,commentary
患難,乃旦反
職涼,毛音良薄也鄭音亮信也下同
至酷,口毒反
邪者,似嗟反
令民,力呈反
善詈,力智反
觝距,都禮反距或作拒
雲漢,雲漢天河也自此至常武六篇宣王之變大雅
仍叔,而升反
撥亂,半末反
脩行,下孟反
欲銷,音消
去之,起吕反
復行,扶又反下注復重并篇末注同
見憂,並如字徐憂音於救反
倬彼,陟角反王云著也說文云著大也
愒雨,苦蓋反貪也本又作渴苦葛反篇末同
饑,音飢又音機
饉,其靳反
薦,在見反重也
臻,側巾反至也
重也,直用反下同
罪與,音餘下所困與精誠與殺我與同
我聽,依義吐定反協句吐丁反
爲旱,于僞反下爲旱同
聽聆,音零
大甚,音太徐他佐反下大甚並同
藴隆,紆粉反本又作煴紆文反韓詩作鬱同
蟲蟲,直忠反徐徒冬反爾雅作云熏也郭又徒冬反韓詩作炯音徒冬反
雷聲尚殷殷,於謹反或如字
然,一本作雨雷之聲尚殷殷然
奠,徒薦反
瘞,於例反埋也
則索,色白反
不齊,側皆反本亦作齋
言徧,音遍
耗,呼報反韓詩云惡也
斁,丁故反敗也說文字林皆作殬
可推,吐雷反去也注同
兢兢,本又作矜居陵反恐也
業業,如字郭五荅反危也
如霆,音庭又音挺一音徒佞反
孑遺,居熱反
去也,起吕反下同
恐也,丘勇反下同
不相,毛如字鄭息亮反
于摧,在雷反又子雷反毛至也鄭作嗺子雷反嗟也
可沮,在吕反止也
炎炎,于廉反熱也本或作惔音同
民近,附近之近
所芘,音祕又必二反本亦作庇
䕃,於鴆反本亦作廕
百辟,音璧下同
雩,音于祭名
滌滌,徒歷反旱氣也
旱魃,蒲末反旱神也
如惔,音談燎也說文云炎燎也徐音炎
如焚,本又作樊同扶云反
憚暑,毛丁佐反勞也韓詩云苦也鄭徒旦反畏也
如熏,本又作燻許云反灼也
燎也,力皎反又力照反
燋枯,子消反
畏難,乃旦反
我遯,本亦作􁇚徒困反
黽勉,彌忍反又音湎
瘨,都田反病也沈又都薦反韓詩作疹恥吝反云重也
㦧,七感反曽也
急禱,丁老反或都報反
不莫,音暮本亦作暮
明祀,本或作明神
悔怒,協韻乃路反
虞度,待洛反下同
鞫哉,居六反窮也
疚哉,音救病也本或作㝌又作究同
趣馬,七口反趣馬官名
不秣,音末榖馬也說文作䬴
施其,式氏反本又作弛同
不縣,音玄
禄餼,許氣反
之長,下丈反下之長同
勞倦,力報反
作賙,音周
贍卬,音仰本亦作仰下同
何里,如字憂也本又作㾖爾雅作悝並同王云㾖病也
有嘒,呼惠反衆星貌
昭假,音格毛至也鄭升也沈云鄭古雅反
無贏,音盈
無幾,居豈反
爲我,于僞反注同
令心,力呈反
崧髙,胥忠反髙貌山大而髙曰崧釋名云崧竦也
吉甫,本又作父音同後人名字放此
復平,音服又扶又反
襃賞,保毛反
維嶽,字亦作􁇫魚角反白虎通云嶽者何捔功德也
駿極,音峻大也
巡守,音狩本亦作狩
虞夏,戸雅反下同
之翰,戸旦反又音寒幹也
于蕃,方元反
賢知,音智本或作哲
楨榦,音貞
有難,乃旦反
往扞,戸旦反
相穆,息亮反
贖刑,音樹一音常欲反
亹亹,亡匪反勉也
王纉,祖管反繼也韓詩作踐踐任也
欲離,力智反下欲離同
令往,力呈反下皆同
傳子,直專反
爾庸,本亦作墉音容毛云城也鄭云功也
井牧,手又反又如字後放此
有俶,本又作㐼尺叔反作也
藐藐,亡角反美也
蹻蹻,渠略反壯貌
濯濯,直角反沈土學反明也
樊纓,歩丹反
爲將,于僞反
乗馬,繩證反注同
故復,扶又反注同
介圭,音界
往近,音記毛巳也鄭辭也
王餞,賤淺反送行飲酒也沈祖見反音賤字林子扇反云送去食也
于郿,亡悲反又三冀反地名屬扶風今爲縣
告語,魚據反
復重,直用反
意解,音蟹
土疆,居良反
以畤,如字本又作峙直紀反兩通
其粻,音張糧也
式遄,市專反速也
委,於僞反
積,子賜反
番番,音波勇武貌
嘽嘽,吐丹反毛喜樂也鄭云安舒
虎賁,音奔
喜樂,音洛
良翰,協句音寒
周徧,音遍下同
揉此,本亦作柔汝又反順也又如字一音柔注同
聞于,音問
其風,福鳳反注同王如字云音也
贈送也,詩之本皆爾鄭王申毛並同崔集注本作贈増也崔云増益申伯之美
烝民,之丞反衆也
中興,張仲反
彞,音夷常也
好是,呼報反注皆同
禮知,音智
哀樂,音洛
好惡,烏路反
昭假,音格至也注同
訓道,音導
不解,佳賣反本或作懈下文匪解同
百辟,音璧
出納,並如字納亦作内音同
喉舌,音侯
發應,應對之應
若否,音鄙惡也注同舊方九反王同云不也
夜莫,音暮
茹之,音汝又如庶反廣雅云食也
濡,如朱反一音如宛反
毳,昌銳反本又作脃七歲反
堅強,其良反下同或其丈反
矜寡,古頑反
德輶,餘久反又音由輕也
民鮮,息淺反寡也
我義,毛如字冝也鄭作儀儀匹也
易耳,以豉反
衮職,古本反冕服名
捷捷,在接反言樂事也
犯軷,歩葛反道祭也
將將,七羊反本亦作鏘同
逼,本亦作偪彼側反
隘,於懈反
臨葘,側其反臨葘地名
騤騤,求龜反
喈喈,音皆
韓奕,音亦韓姬姓國也梁山奕奕然爲韓國之鎭故曰韓奕
馮翊,音翼
始騷,素刀反動也
之祚,徂路反
甸之,毛徒遍反治也鄭繩證反或云鄭亦徒遍反
有倬,陟角反明貌韓詩作晫音義皆同
匪解,音懈
䖍共,毛九勇反執也鄭音恭云古恭字
榦不,古旦反
戎辟,音璧君也
當爲,于僞反
楨榦,音貞
覲見,賢遍反下同
黒水西河,一本黒上有書曰二字
璆,其樛反又其休反
琳,字又作玪音林孔安國云璆玪美玉也鄭注尚書云璆美玊玪美石也
琅,音郎
玕,音干琅玗珠也
綏章,本亦作緌毛如誰反大綏也鄭音雖車綏也
簟,徒點反
茀,音弗車蔽也
錯衡,七洛反雜也沈采故反
赤舄,音昔
鏤,音漏
錫,音羊當盧也
鞹,苦郭反革也皮去毛曰鞹
鞃,苦泓反沈又音泓軾中也亦作䡌䡏胡肱反又苰三同
淺幭,莫歷反一音篾覆式也本又作簚同
䩦革,音條䩦革謂轡也
金厄,於革反毛云烏噣也鄭謂纏搤
烏噣,音蜀爾雅作蠋蠋桑蟲也韓子云大如指似𧖟沈音晝
王爲,于僞反
來朝,直遥反
藩也,方袁反本又作蕃同
樊纓,歩丹反
纏搤,於革反一本作厄同
于屠,音徒地名
顯父,音甫本亦作甫注同
其肴,戸交反本亦作殽同
炰,鄭薄交反徐甫九反
鼈,卑滅反
其䔩,音速菜肴
維筍,字或作笋恤尹反爾雅云竹萌也
乗馬,繩證反注同下百乗亦同
蒻,音弱
中鱠,古外反
有且,子餘七救二反多貌
燕胥,思徐反皆也又思吕反
取妻,七喻反本亦作娶下注同
汾王,符云反毛大也鄭水名
蹶父,俱衞反
流彘,直例反
梨,音離又力兮反又作黎
比公,音毗梨比莒君號也
將將,七羊反本亦作鏘
諸娣,大計反妻之女弟爲娣
從之,才用反注同又如字
祁祁,巨移反徐靚也
靚也,音靜又才性反
媵之,音孕又繩證反
曲顧,一本作回顧
道義,如字又音導
爲韓,于僞反注同
姞,其一反又其乙反姓也又音佶
相攸,息亮反注同
韓樂,音洛注及下文注同
使於,所吏反
訏訏,況甫反大也
魴,音房
鱮,音序
麀,音憂
噳噳,愚甫反本亦作虞同
熊,音雄
羆,彼皮反
有貓,如字又武交反似虎淺毛也本又作猫音同爾雅云虎竊毛曰虥猫虥音仕版反
令居,力呈反使也又力政反命也王力政反善也
燕譽,於遍反又於顯反安也譽恊句音餘
溥彼,音普大也
燕師,於見反注同安也徐云鄭於顯反王肅孫毓並烏賢反云北燕國
所完,音桓
其追,如字又都回反
其貊,武伯反追貊戎狄國名說文作貉云北方人也
長是,張丈反
令撫,力呈反
獫,本亦作玁音險
允,如字本亦作狁
實墉,毛如字鄭作寔市力反寔是也下同
實壑,火各反城池也
濬脩,音峻深也
貔皮,本亦作豼音毗猛獸也即白狐也一名執夷草木䟽云似虎或曰似熊遼東人謂之白羆
江漢,二水名
滔滔,吐刀反廣大貎
淮浦,音普
夷行,下孟反
命將,子匠反
帥,所類反或作率
循流,如字本亦作順流
主為,于偽反下主為同
其竟,音境本亦作境同
來鋪,普吳反病也徐音孚
湯湯,書羊反
洸洸,音光武貎又音汪
復經,扶又反
使傳,張戀反以車曰傳
遽,其據反以馬曰遽鄭注玊藻云以車馬給使
有爭,爭鬪之爭
之滸,音虎沈又音許水涯也
疆土,居良反注及下同
匪疚,音救病也
王命行伐,一本作王法征伐
非可以兵操切之也,操音七刀反一本無兵字又一本兵操作急躁躁音早報反
其分,符問反
來,毛如字鄭音賚云勤也下同
旬,毛音巡又音荀偏也鄭作營
維翰,戸旦反又音寒
徧也,音遍下同
名奭,音釋
爲虎,于僞反下爲虎爲其同
肈,音兆謀也韓詩云長也
爾祉,音恥福也
大謙,音泰
釐爾,力之反賜也沈又音賚
圭瓉,才旱反
秬,音巨
鬯,勑亮反
一卣,音酉又音由中尊也本或作攸
錫山土田,本或作錫之山川土田附庸者是因魯頌之文妄加也
王休,許虯反
令聞,音問
矢施,如字爾雅作弛式氏反
常武繹,音亦
騷,素刀反徐音蕭
赫赫,火百反字又作爀盛貌
大祖,音泰下及注大師大祖皆同
大將,子匠反第二章注同
言警,音景
暴掠,音亮
左右陳,如字徐直覲反
行,戸剛反列也
淮浦,音普涯也說文云水濵也
爲之,于僞反下爲其同
使軍將,子匠反下同
有嚴,毛魚檢反鄭如字
匪紹,如字繼也徐云鄭尺遥反緩也
繹,音亦毛云陳也鄭作驛音同謂傳驛也
騷,如字徐音蕭
舒序也,一本作舒徐也
憚之,徒旦反
非解,音懈
傳遽,張戀反
相恐,丘勇反下同
如霆,音庭
如震如怒,一本此兩如字皆作而
闞,呼檻反徐火斬反又火敢反一音噉
虓虎,火交反虎怒貌
鋪,普吳反徐音孚陳也韓詩作敷云大也
敦,王申毛如字厚也韓詩云迫鄭作屯徒門反
淮濆,符云反毛涯也鄭大防也
仍執,如字仍就也本或作扔音同
而勃,歩忽反
之降,戸江反
截,才結反治也
而斷,端亂反
嘽嘽,吐丹反盛也鄭云閒暇有餘力之貌
摯如,音至
閒暇,音閑
緜緜,如字靚也韓詩作民民同
測度,待洛反
未陳,直刃反下同
瞻卬,音仰此及召旻二篇幽王之變大雅也
昊天,戸老反
孔塡,音塵久也下篇同
其瘵,側界反病也字林側例反
蛑賊,本又作蟊音牟
夷屆,音戒
罪罟,音古
夷瘳,勑留反愈也
士卒,尊忽反
女覆,芳服反服也注及下同
說之,音稅赦也注同一音他活反
喆,音哲本亦作哲
哲知,音智王申毛如字
懿厥,於其反痛傷之聲王同沈又如字
爲梟,古堯反惡聲鳥
襃姒,音似
婦寺,徐音侍亦如字近也
寺近,附近之近下近愛近川同
由上,時掌反
語王,魚據反
鞫人,居六反窮也
忮,之豉反害也
忒,他得反變也
譖始,本又作僭子念反不信也
竟背,音佩注同
爲慝,他得反
好窮,呼報反
如賈,音古注同爾雅云市也
三倍,蒲罪反
無與,音預
朱紘,獲耕反
秉耒,力對反
大昕,音欣
奉,芳勇反下同
種,章勇反
風戾,力計反燥也
以食之,音嗣
單矣,音丹
奉繭,古顯反
君服與,音餘
副褘,音輝副首飾褘是褘衣
少牢,詩照反
繅,素刀反本亦作縿同
盆,蒲門反
織絍,女金反
而與,音預
朝廷,直遥反下朝廷同
舎爾,音捨注同
介,音界
狄,毛他歷反逺也鄭如字謂夷狄
見變,賢遍反
被甲,皮寄反
不弔,如字又音的
殄瘁,似醉反病也
渥,於角反
譴吿,弃戰反
離人,力智反
觱,音必
沸,音弗觱沸泉出貌
檻,胡覽反徐音下斬反
藐藐,亡角反毛大也鄭美也
克鞏,九勇反固也
箴之,之林反
召旻,上時照反下密巾反下同
瘨我,都田反沈又音殄又音田病也
令民,力呈反一本作令故民
居圉,魚吕反垂也
邊竟,音境本亦作境
内訌,戸工反潰也徐云鄭音工爭訟相陷入之言
爭訟,爭鬪之爭下同
讒惡,烏路反
昬椓,丁角反
靡共,音恭注皆同
潰潰,戸對反亂也
回遹,音聿一音述
奄人,如字本又作閹
王逺,于万反
而近,附近之近
維邪,似嗟反
皐皐,音羔頑不知道也爾雅云刺素食也
訿訿,音紫窳不供事也爾雅云莫供職也
其玷,丁簟反缺也
寙,音庾裴駰云病也說文云嬾也一本作衆
業業,如字一音五荅反危也
孔貶,彼檢反墜也
隊也,直類反又作墜
不潰,毛戸對反遂也鄭作彚音謂茂貌
棲,音西謂棲息也
苴,七如反毛水中浮草也鄭樹上棲苴也
枯槁,口老反
我相,息亮反
之疚,音救病也字或作㝌
斯粺,皮賣反
職兄,音況下同
糲米,蘭末反沈音賴又音厲
玆復,扶又反下同
主長,如字又張丈反
之率,字又作卛音類又音律又所律反
鑿八,子洛反又音昨字林云糲米一斛舂爲八斗音子沃反
自頻,舊云毛如字鄭作濵音賔俱云厓也案張楫字詁云瀕今濵則瀕是古濵字
者與,音餘
溥斯,音普徧也
不烖,音災
徧也,音遍下同
辟國,音闢開也
日蹙,子六反促也
以喪,息浪反
