source,commentary
南有嘉魚之什第十七南有嘉魚,自此至菁菁者莪六篇并亡篇三是成王周公之小雅成王有雅名公有雅德二人協佐以致太平故亦竝為正也
樂與,音洛又音岳徐五敎反序文同
大平,音泰後大平皆同
於朝,直遙反下注同
燕樂,音洛下注皆同
烝然,之承反鄭塵也王衆也
罩罩,張教反徐又都學反蒮也字林竹卓反云捕魚器也
篧,助角反郭云捕魚籠也沈音穫又音護說其形非罩也
遟之,直冀反下同
以樂,音洛恊句五教反得賢致酒歡情怡暢故樂
汕汕,所諫反樔也說文云魚游水貌
樔,側交反字或作罺同
撩罟,力弔反又力條反沈力到反
以衎,苦旦反樂也
樛木,居虬反
甘瓠,音護
纍之,力追反本亦作虆同
君子下,遐嫁反
翩翩,音篇
者鵻,音隹本亦作隹
又復,扶又反下同
南山有臺,臺夫須也
能為,如字又于偽反
有萊,音來草也
夫須,音符
樂樂,上音岳下音洛
無疆,居良反
有杞,音起草木䟽云其樹如樗一名狗骨
栲,音考山樗也
杻,女久反檍也
山樗,勑居反
檍也,音憶
枸,俱甫反枳枸也
楰,音庾鼠梓楸屬
枳枸,諸氏反
黃耇,音苟壽也
保艾,五蓋反養也沈音別
由庚崇丘由儀,此三篇義與南陔等同依六月序由庚在南有嘉魚前崇丘在南山有臺前今同在此者以其俱亡使相從耳
乃閒,古莧反
蓼蕭,音六蓼長大貌蕭蒿也
外薄,音博諸本作外敷注音芳夫反
四海,九夷八狄七戎六蠻也海者晦也地險言其去中國險逺稟政敎昬昧也
五長,張丈反
湑兮,息敘反湑湑露貌
長大,如字又張丈反
不爲,于僞反
朝見,直遥反下賢遍反下燕見同
瀼瀼,如羊反徐又乃剛反露蕃貌
蕃貌,音煩
被,皮寄反
泥泥,乃禮反霑濡也
豈,開在反本亦作愷下同樂也後豈弟放此
弟,如字本亦作悌音同易也後皆放此
樂也,音洛下篇同
易也,夷豉反
濃濃,奴同反又女龍反厚貌
鞗革,徒彫反轡也
沖沖,直弓反徐音同又音勑弓反垂飾貌
在軾,音式
在鑣,彼苗反
湛露,直減反湛湛露茂盛貌
不晞,音希乾也
厭厭,於鹽反安也韓詩作愔愔和恱之貌
是渫,息列反
飲桓公,於鴆反
其椅,於冝反木名也
陔節,古哀反字亦作裓音同戒也
彤弓,徒冬反彤弓赤弓也以講德習射
所愾,苦愛反很也杜預云很怒也說文作餼火旣反云怒戰也
玈弓,音盧黒弓也本或作旅字訛
弨兮,尺昭反弛貌說文云弓反也字林充小反
弛貌,式氏反
大飲,於鴆反
樂也,音洛
右之,毛音又勸也鄭如字薦右也
卒爵,遵律反本或作啐者誤也啐音七内反
櫜之,古刀反韜也
韜也,本又作弢吐刀反弓衣也
好之,呼報反恱也
說也,音恱
醻之,本又作酬市由反毛報也鄭厚也勸也
賔酢,才洛反
菁菁者莪,上子丁反下五何反菁菁盛貌莪蘿蒿也
能長,張丈反下注並同
喜樂,音洛下并注同
選士,雪戀反
中沚,音止
汎汎,芳劒反
則休,虚虬反美也
六月,從此至無羊十四篇是宣王之變小雅
和樂,音洛篇末注同
缺矣,苦恱反
蓄積,勑六反
隊矣,直類反
諸夏,戸雅反
棲棲,音西簡閱之貌
旣飭,音勑正也依字從力脩飾之字從巾不同也今人食邊作芳以爲脩飭之字借作勑音非
騤騤,求龜反
簡閱,音恱
孔熾,尺志反盛也
比物,毗志反齊同也
有顒,玉容反大貌說文云大頭也
有嚴,如字威也
