source,commentary
共武,鄭如字注下同王徐音恭
羣帥,所類反下將帥同後篇放此
匪茹,如豫反徐音如度也
焦穫,音護焦穫周地爾雅十藪周有焦護
侵鎬,胡老反鄭云北方地名王云京師
茹度,徒洛反下同
織文,音志又尺志反注同
白茷,本又作旆蒲貝反繼旐曰茷左傳云蒨茷是也一曰旆與茷古今字殊
央央,音英鮮明也或於良反下篇同
徽織,音輝
將帥,子亮反下大將同後篇將帥放此
皆著,知略反
十乗,繩證反
啓行,戸郎反注前行同
夏后,戸雅反
鉤,古侯反
股,音古今經注作鞶無股字
以先,蘇薦反
敵陳,直覲反
輊,竹二反摯也
佶,其乙反又其吉反毛正也鄭壯健貌
摯也,音至
大原,音泰
飲御,於鴆反注同
炰,白交反徐又甫交反
鼈,畢滅反
膾鯉,古外反
采芭,音起菜也徐又求巳反
葘,側其反田一歳曰葘郭云反草曰菑
曰畬,音餘田三歳曰畬
莅止,本又作涖音利又音類沈力二反臨也
扞也,胡旦反
千乗,繩證反下一乗同
士卒,子忽反下皆同
羨卒,錢面反餘也又徐薦反
有奭,許力反赤也
簟茀,音弗車蔽也
鞗革,音條
樊纓,歩干反馬大帶
約軝,祁支反廣雅云轂篆
錯衡,如字沈七故反
瑲瑲,本亦作鎗七羊反徐七羹反聲也
朱茀,本又作芾或作紱皆音弗下篇赤茀同
有創,本又作瑲亦作鎗同皆七羊反
葱珩,音衡
煌煌,音皇又音晃
朱衣裳,本或作朱衣纁裳纁衍字
鴥彼,唯必反
鉦人,音征說文云鐃也又云鐲也
鞠旅,居六反吿也
將戰,此如字餘並子匠反
闐闐,徒顚反
長幼,張丈反下之長同
蠢爾,尺允反動也爾雅不遜也
執訊,音信
嘽嘽,吐丹反衆也徐音他
焞焞,吐雷反又他屯反本又作啍同盛也
霆,音廷徐音挺又音定
無罷,音皮
車攻,攻堅
外攘,如羊反除也却也
之竟,音境
器械,戸戒反三蒼云械緫名也說文云無所盛曰械
復會,扶又反
而選,宣兖反數也沈思戀反下同
齊豪,戸刀反依字作毫也
龐龐,鹿同反徐扶公反充實也
甫草,毛如字大也鄭音補謂圃田鄭藪也
大艾,魚廢反
褐纏,音曷
爲槸,魚列反何魚子反門中臬
轚,音計劉兆注榖梁云繼也本又作擊音同或古歷反
之左者之左,一本無上之字下句亦然
而射,食亦反
抗,苦浪反舉也
大綏,本亦作緌同而佳反下同
出頃,苦穎反
甫田,舊音晡十藪鄭有圃田下同毛依字甫大也
囂囂,五刀反或許驕反聲也
唯數,所主反
搏獸,音博舊音付
今近,附近之近
金舄,音昔
有繹,音亦陳也
時見,賢遍反下同
夬,本又作決或作抉同古穴反鉤弦也
旣佽,音次利也說文子利反云便利也
比次,毗志反
舉柴,子智反又才寄反積也說文作㧘士賣反
不中,丁仲反下中者同
不猗,於寄反又於綺反
舎矢,音捨
如椎,直追反
不讙,音歡又音喧
譁也,音花
大庖,蒲茅反
左膘,頻小反又扶了反三蒼云小腹兩邊肉也說文云脅後髀前肉也本亦作髀蒲禮反或又作䯚
射之,食亦反下射左髀同
右腢,本亦作髃音愚又五厚反謂肩前也說文同郭音偶謂肩前兩閒骨何休注公羊自左膘射之達于右腢中心死疾鮮潔也又五回五公二反
射右耳,食亦反
左脾,本又作髀方爾反又蒲禮反謂股外
右􁃾,餘繞反又胡了反謂水膁也字書無此字一本作音羊紹反又羊招反吕忱于小反本或作膘
踐毛,子淺反
有聞,音問注同本亦作問
讙,呼端反又作諠
譁,音花
去榖,起吕反
大平,音泰
吉日伯,馬祖也
禱,丁老反馬祭也說文作禂
爲之,于僞反
旣差,初冝反又初隹反擇也
麀鹿,音憂鹿牝曰麀
麌麌,愚甫反說文作噳云麋鹿羣口相聚也鄭云麕牡曰麌麌復麌言多也
鹿牝,頻忍反徐扶盡反又扶允反
麕牡,本又作麇俱倫反下音茂
麌復,扶又反
沮,七徐反
其祁,毛巨私反又止之反大也鄭改作麎音辰郭音脤何止尸反沈市尸反
麋,亡悲反
儦儦,本作麃又作爊表嬌反趨也廣雅云行也
俟俟,音士行也徐音矣
或羣或友,獸三曰羣二曰友
之射,食亦反
旣挾,子洽反又子協反又戸頰反
小豝,音巴豕牡曰豝
殪,於計反
大兕,徐履反本又作
能中,丁仲反
