source,commentary
谷風之什第二十谷風,音榖東風謂之谷風
將恐,丘勇反注下同
與女,音汝
遭厄,本又作阨於革反
難,乃旦反
將樂,音洛注下皆同
頽,徒雷反風之焚輪
而上,時掌反
寘予,之豉反置也
崔,徂回反
嵬,五回反崔嵬山巓也又作峞
不萎,於危反
生長,張丈反下同
槁者,苦老反
切磋,七河反
蓼莪,上音六下五河反蓼蓼長大貌
終養,餘亮反注除鞠養也榖養也二字餘並同
伊蒿,呼毛反
長大,張丈反下皆同
憂思,息嗣反
伊蔚,音尉牡菣也
牡菣,去刃反
勞瘁,似醉反病也
缾之,蒲丁反
罄矣,苦定反盡也
維罍,音雷
鮮民,息淺反寡也
供養,九用反
何怙,音戸韓詩云怙賴也
何恃,恃負也
拊我,音撫
畜,喜郁反
顧,音故
反覆也,芳福反
飄風,避遥反後篇同本又作票
卒,子恤反終也
重自,直用反
大東譚,徒南反國名
饛,音蒙滿也
簋,音軌
飧,音孫熟食也
有捄,音虯又其牛反長貌下章同
棘􁁻,必履反
饔,於恭反
施予,始豉反
如砥,之履反
共之,音恭本又作恭
睠言,音卷本又作眷
潸焉,所姦反涕下貌說文作􁈈云涕流貌山晏反
出,如字徐尺遂反
涕,音體
爲之,于僞反
杼,直吕反說文云盛緯器
柚,音逐本又作軸
斂之,力豔反後同
糾糾,居􁇠反
葛屨,九具反
佻佻,徒彫反徐又徒了反沈又徒髙反獨行貌韓詩作嬥嬥往來貌並音挑本或作窕非也
周行,戸郎反注周行下載施之行并注同
轉餫,音運
心疚,音救病也
有洌,音列寒意也
氿泉,音軌泉側出也字又作晷
無寖,子鴆反漬也字又作浸
穫薪,戸郭反毛刈也鄭落木名也字則冝作木旁
契契,芳計反徐苦結反憂苦也
憚人,丁佐反徐又音旦勞也下同字亦作癉
濕腐,音輔朽也
畜之,勑六反
不來,音賚注同勤也
熊羆,下彼皮反
舟檝,音接字又作楫
相近,附近之近下同
使搏,音博
冥氏,莫歷反
百僚,力彫反字又作寮同
鞙鞙,胡犬反玉貌字或作㻆
佩璲,音遂
監,古蹔反視也
闓置,音開字亦作開
跂彼,說文作岐丘豉反徐又丘婢反隅貌
更其,音庚歷也
睆彼,華板反明星貌
服箱,息羊反車箱也
何鼓,胡可反又音河何鼓星名
牝服,頻忍反
簸揚,波我反徐又府佐反
有斗,都口反沈音主
挹,音揖㪺也
㪺也,矩于反廣雅云酌也本又作㪺
載翕,許急反毛合也鄭引也
柄,彼病反
揭,居竭反徐起謁反
四月國構,古豆反
患難,乃旦反
淒淒,本亦作棲七西反涼風也
百卉,許貴反草也
具腓,房非反病也韓詩云變也
瘼矣,音莫病也
其亟,紀力反
養其,餘亮反
蹂踐,如久反廣雅云履也
令不,力呈反
蕃茂,音煩
與受,音豫
廢爲,如字􁇜也一音發
􁇜,時世反下同一本作廢大也此是王肅義
其行,下孟反下之行同
相彼,息亮反視也注同
曷云,舊何葛反鄭云何也一云毛安葛反
滔滔,吐刀反大水貌
長理,張丈反
盡瘁,本又作萃似醉反病也下篇同
鶉,徒丸反鵰也字或作
鳶,以專反鴟也
鱣,張連反
鮪,于軌反
鵰也,音彫
蕨,居月反
桋,本亦作荑音夷
枸,音苟
檵,音計
赤梀,所革反爾雅云桋赤梀郭霜狄反
北山役使,如字
已勞,音紀下注喻已同
養其,餘亮反
其𣏌,音起
偕偕,音皆強壯也徐音諧說文云強也
靡盬,音古
溥天,音普大也
之濵,音賔涯也
涯也,魚佳反字又作崖
傍傍,布彭反不得巳也
鮮我,息淺反沈云鄭音仙
得巳,音以
叫,本又作囂古弔反呼也
號,戸報反召也協韻戸刀反
慘慘,七感反字亦作懆
棲遟,音西
偃卬,音仰本又作仰
鞅掌,於兩反何也
猶何,戸可反又音河
捧之,芳勇反
或湛,都南反
樂,音洛
畏咎,其九反
風,音諷放也
議,如字協句音冝
無將大車祇自,音支適也
憂累,劣偽反篇末同本或作辱
疷兮,都禮反病也
不任,音壬
愆負,起連反
冥冥,莫庭反又莫迥反
令無,力呈反
于熲,古迥反沈又古頃反光也
雍兮,于勇反字亦作壅蔽也又于用反
自重,直龍反又直用反累也
小明艽,野音求艽野逺荒之地
則更,音庚
大苦,音泰
共人,音恭注下皆同
罪罟,音古網也
方除,直盧反如字案鄭云四月為除若依爾雅則冝餘舒二首
云莫,音暮注及下同
憚我,丁佐反勞也徐又音旦亦作癉同
睠睠,音春
譴,弃戰反
怒,乃路反
方奥,於六反煖也
煖,音暄又奴緩反
愈蹙,子六反促也
穫,户郭反
菽,音叔
詒遺,唯季反下同
我冒,莫報反又亡北反
反覆,芳福反注同
之處,昌慮反
為治,直吏反
若祐,音又本或作右又作佑並同
好是,呼報反注同
介爾,音界
鼓鐘將將,七羊反聲也注同
湯湯,音傷流盛也下注同
德比,毗志反
為之,于偽反下同
犧象,素何反犧象皆罇名王音羲
喈喈,音皆
湝湝,戸皆反
回邪,似嗟反
鼛,古毛反大鼓長丈二尺
妯,勑留反徐又直留反毛動也鄭悼也郭音爾雅盧叔反又音迪
不猶,如字若也鄭改作瘉羊主反病也
樂,音岳
四縣,音玄
以籥,以灼反樂器
不僭,七念反沈又子念反又楚林反
韎,本又作昧音妹又莫戒反東夷樂名
曰禁,居䕃反北夷樂名
楚茨,徐咨反楚楚茨棘貌茨蒺藜也
田萊,音來田廢生草曰萊
言抽,勑留反徐直留反
我蓺,魚世反
蒺,音疾
蔾,音棃一音梨
與與,音餘蕃廡貌注同
露積,如字又子賜反
蕃,音煩
廡,音無又音武
以妥,湯果反安坐也
以侑,音又勸也
神坐,才臥反
爲其,于僞反
濟濟,子禮反大夫之容也
蹌蹌,七羊反士之容也
或亨,普庚反飪之也注同
或肆,音四陳也
飪之,本又作腍而甚反
將齊,才細反下或齊同
解剥,上佳買反下邦角反
有肆,他歷反解肆也
奉持,芳勇反又如字
于祊,補彭反門内也說文作􁄗云門内祭先祖所彷徨也
之處,昌慮反
皇暀,于況反下篇同
無疆,居良反下篇同
竟界,音境
執爨,七亂反注唯言爨竈一字七端反餘並同
踖踖,七夕反又七略反爨竈有容也
或燔,音煩
廩爨,力甚反
膟,音律
膋,音寮脂膏
肝炙,之赦反
莫莫,音麥
内羞,如字内羞房中之羞或作肉羞非也
適妻,音的
之稱,尺證反
庶䏧,字又作侈昌紙反何沈都可反
主共,亦作供音恭
獻醻,市由反又作酬
卒度,如字法也沈徒洛反
邪行,似嗟反
以徧,音遍下同
熯矣,而善反敬也又呼但反
徂賚,如字與也徐音來
受嘏,古假反
苾,蒲蔑反一音蒲必反下篇同
芬,孚云反苾芬有馨香也
神耆,市志反徐云又巨之反下章同
幾,音機期也
卜予,羊汝反下同
乃歆,喜今反
女之,音汝下同
旣齊,王申毛如字整齊也鄭音資減取也一音才細反謂分齊也
旣筐,本亦作匡丘方反而專反又音苪又而純反何耳誰反
醢,音海
祭禮畢,禮或作祀
尸謖,所六反起也
肆夏,戸雅反
廢,方吠反
徹,直列反
去也,起吕反下同
復皆,扶又反
長幼,張丈反
勿替,天帝反
信南山甸之,毛田見反治也鄭繩證反六十四井為甸
畇畇,音勻又作畇蘇遵反又音旬墾辟貌
墾辟,上苦很反下婢亦反
所佃,音田本亦作田
一乗,繩證反
雨雪,于付反崔如字
雰雰,芳云反雪貌
霡,亡革反
霂,音木霡霂小雨也
旣優,說文作瀀音憂
旣渥,烏學反
疆埸,音亦下同畔也
彧彧,於六反茂盛也
畀我,必寐反與也注同
齊戒,側皆反
有廬,力居反
剝,邦角反
是菹,側居反
以便,毗戰反
削,思約反
淹,英鉗反
漬,子賜反淹也
之祜,音戶福也
以騂,息營反字林許營反
享于,許兩反徐許亮反注及下同
酒鬱,雍勿反
五齊,才細反
納亨,普庚反
血膋,音聊
中節,丁仲反
臭,昌救反
無疆,居良反
