source,commentary
天子章子曰,此一子曰通天子諸侯卿大夫士庶人五章也
不敢惡,烏路反注同舊如字
於人不敢慢,亡諌反俗作
於人愛敬盡,津忍反
於事親形于,法也字又作刑
四海刑見,賢遍反下同本今無刑見字
甫刑,尚書作吕刑
兆,知從八正直表反十億曰兆
民,百萬曰兆民
賴之引辟,上鹿艾反辟止或作譬同匹臂反本今無引辟二字
