source,commentary
孟豬,張魚反又音諸左傳爾雅皆作孟諸宋藪澤也
壚,音盧說文黒剛土也
絺,勑其反
紵,直吕反
纊,音曠
緜,切韻武延反
華,胡化反又胡瓜反
岷,武巾反
嶓,音波徐甫河反韋音播
旅,如字韋音盧
和,如字又作龢鄭云和讀曰洹
言治,直吏反下同
黎,鄭力兮反徐力私反馬云小䟽也
璆,音蚪徐又居蚪反又閭幼反馬同韋昭郭璞云紫磨金案郭注爾雅璆即紫磨金
鐵,天結反
鏤,婁豆反
熊,音雄
羆,彼冝反如熊而黃
貍,力疑反
罽,紀例反
傾,窺并反
渭,音謂
雍,於用反
涇,音經
屬,之蜀反
汭,本又作内同如銳反馬云入也
逮,音代
沮,七徐反
灃,芳弓反
治,直吏反
終南,終南山名漢書地理志一名太一三秦記云又名地肺
惇,惇物山名漢書云垂山也
丕,普悲反
球,音求
琳,韋音來金反
琅,音郎
玕,音干山海經云崐崘山有琅玕樹
西上,時掌反
崐崘,下魯門反馬云崐崘在臨羌西
析,星歷反馬云析支在河關西
搜,所由反漢書志朔方郡有渠搜縣武紀云北發渠搜是也
髳,音謀又音毛西戎國名
導,音道從首起也
岍,音牽字又作汧山名一名吳岳馬本作開
厎,之履反
柱,如字韋知父反又知女反厎柱山名在河水中
太行,戸剛反又如字
滄,音倉
勝,音升
傾,窺并反
圉,魚吕反
太華,如字又戸化反
陪,音裴
尾,陪尾山名漢書作橫尾
條列,如字本或作別彼列反
漾,羊尚反
弱,本或作溺
合,如字
黎,力兮反馬云地名
溢,音逸
山見,賢遍反
虢,寡白反
孟津,如字洛北地名
湊,七豆反
伾,本又作岯音丕又皮鄙反徐扶眉反又敷眉反韋音嚭郭撫梅反字或作
處,昌慮反
降,如字鄭戸江反
殺,所界反
溢,字又作隘於賣反
渤,蒲兀反
浪,音郎
澨,市制反
觸,切韻尺玉反
匯,徐胡罪反韋空爲反
沱,唐何反
澧,音禮
迆,以爾反馬云靡也
沇,音兖又以轉反
數,色主反下同一本作十所
陶,音桃
折,之設反
灃,音豐
翊,與職反
鞏,恭勇反縣名屬河南郡
隩,於六反玉篇於報反
滌,待歷反
陂,彼冝反
槎,仕雅反
障,章尚反
貫,工喚反
較,音角
台,徐音怡
行,下孟反注同
甸,田遍反
爲天,上于僞反
納,如字本又作内音同下如字
緫,音揔
近,附近之近
稾,故老反
供,音恭
飼,音嗣
銍,珍栗反
穗,字亦作穟音遂
秸,本或作稭工八反馬云去其穎音鞂
男任,而針反又而鴆反
任王,上而鴆反又而針反
同爲,于僞反
綏,息遺反
揆,葵癸反
度,待洛反
奮,方問反
要,一遥反
束,如字一音來
夷,馬云易也
差,初隹反又初賣反
漸,子亷反
被,皮寄反
朔南,朔北也
皆與,音預
朝,直遥反
見,賢遍反
訖,斤密反
