source,commentary
雷,劉音誄沈云當爲礌郎對反
椎㨃,直追反下宅耕反本又作桴劉云皆如字劉亦誤
司厲賈而,音嫁
舂槀,古老反
謂坐,才臥反下同
戮女,音汝
以上,時掌反
毁齒,況僞反下同
犬人用牷,音全本亦作全
伏瘞,於例反徐烏計反
轢之,音歷
用駹,亡江反
爲䃽,九委反劉居綺反
䃽縣,音玄
罷辜,劉孚逼反
凡相,息亮反注同
政治,直吏反
司圜著黒,丁畧反
幪,莫公反劉莫貢反
刑與,音餘
掌囚梏,古毒反張楫云參著曰梏偏著曰桎說文云梏手械也所以告天桎足械也所以質地
拲,劉云三家姜奉反一家居辱反漢書音義韋昭音拱云兩手共一木曰拲兩手各一木曰梏李竒音恐
而桎,之實反
以上,時掌反
爲王,于僞反
而著,丁畧反徐張慮反
掌戮賊諜,音牒
而搏,注作膊同普博反磔也
鈇鉞,音斧
今要,一遥反
反間,間厠之間
去衣,起吕反
踣諸,皮北反僵也
僵尸,居良反
禁御,音禦
遠之,于万反
守囿,音又
斷足,丁管反
髠,苦門反
守積,子賜反注同
司隷而搏,音博
爲百,于僞反注及下注同
涅廁,乃結反
厲遮,章奢反
例也,本又作列同音烈
罪隷使令,上如字劉色吏反下力呈反沈力政反
牽徬,歩浪反注同
助轉,如字劉張戀反
蠻隷校人,戸敎反
閩隷阜蕃,扶元反下注同
貉隷不生,如字劉色敬反
乳,而樹反
於圈,求阮反
檻,戸覽反
秋官司宼下布憲以詰,起吉反謹也
縣之,音玄下同
禁暴氏撟誣,居表反
好爲,呼報反下于僞反下則爲注皆爲同
謾誕,武諫反一音亡半反又免仙反徐望山反本或作慢誕音但
野廬氏巡行,下孟反
聚柝,音託
得令,力呈反下欲令同
轚互,音計沈古的反
迫隘,烏賣反
環轅,戸關反本亦作轘同
坻閣,徐之爾反劉都禮反
砥柱,音旨
射邪,食亦反下似嗟反
隄渠,丁兮反
兵杖,直亮反
則莫,音暮
操持,七曹反
反間,間厠之間
蜡氏,淸預反
骴,似賜反注㱴胔皆同㱴又作漬
作脊,子亦反李慈益反
掩骼,古百反
不蠲,古玄反舊音圭絜也
惟饎,昌志反
罷民,音皮
服衰,七雷反
皆爲,于僞反下爲其陷爲其就禽同
所薉,紆廢反今本多作穢
惡也,烏路反
置楬,音竭
縣其,音玄
雍氏澮池,古外反
爲阱,在性反塹也
擭,胡化反柞鄂也
謂陂,披冝反
障,之尚反
爲􁍴,七豔反本又作塹
柞,劉才伯反戚在洛反
鄂也,劉五格反戚五各反
粊誓,音祕
􁄽乃,音杜
敜乃,乃協反又乃結反
徐戎,劉本作䣄音徐
爲苑,紆阮反劉於願反
萍氏捕魚,音歩
苛察,音何又呼何反
沽買,音姑又音故下如字一本作賣
波洋,音翔又音羊
卒至,寸忽反
司寤氏行夜,下孟反下行夜同
徼候,古弔反
先明,悉薦反
星隕,于敏反
司烜氏夫遂,方符反或云司農音符
明齍,音資注作粢同
墳燭,符云反
庭燎,力召反
爲蕡,扶云反李一音婦輩反
中春,音仲
爲季,于僞反下爲葬皆爲同
風燥,素早反又素報反
明竁,昌銳反
刑剭,徐音屋劉音渥
葬與,音餘
條狼氏趨辟,七須反下婢亦反又音避劉薄易反徐扶亦反注趨辟辟行人同
今卒,子忽反下羡卒同
辟車,必亦反又婢亦反
車轘,戸串反一音環
大史,音㤗注同
行前,戸剛反
以警,京領反
復請,劉上音服下音情
脩閭氏掌比,毗志反下同
宿互,如字劉息就反
國粥,音育
其追,知字劉張類反
爲偦,音胥又息吕反
冥氏,音覓
罿,昌容反劉上凶反
罦,音浮
以扄,古熒反
絹,古犬反一音古縣反翨氏注同
敺之,丘于反後同
搔也,音爪
庶氏,章預反
毒蠱,音古
說禬,劉音潰戸内反
嘉艸,音草本亦作草
敎令,力呈反
求去,起吕反
燻之,許云反
翨氏而掎,居綺反注同
鷹隼,息允反
羽翮,戸革反
柞氏,側百反
林麓,音鹿
刊陽,芒于反
斫去,起吕反
其肄,以四反
薙氏秋繩,音孕以證反含實也注同
而芟,所銜反
甍,音萌
玆其,音基兹其鉏也
鉤鐮,音亷
取茭,音交
剗之,初産反劉側展反
硩蔟氏掌覆,芳復反毁也注同
夭鳥,音妖後夭鳥同
若鴞,于驕反
􁍵,音服
縣其,音玄
從娵,徐劉沈並子須反
至荼,劉沈音餘李音舒又音徒案爾雅正月爲陬即離騷所云攝提貞于孟陬皆側留反又子侯反爾雅又云十二月爲涂音徒今注作娵荼二字是假借耳當依爾雅讀
從攝提格至赤奮苦,爾雅曰太歳在寅曰攝提格在丑曰赤奮若
翦氏蠹物,丁故反
以攻,如字劉音貢
禜,音詠
莽草,亡蕩反又莽草藥名
爲櫜,劉古毛反本或作橐他各反
凡庶,章預反
赤􁍶氏以蜃,市軫反
灰洒,色買反劉霜寄反
蟲豸,直氏反
以坋,蒲悶反
淳之,之純反
貍蟲,莫皆反劉莫拜反
䗪,章夜反
肌,居其反
求,本或作蛷音求劉音俱
蟈氏掌去,起吕反注去之同
鼃,户媧反
黽,莫幸反
牡蘜,莫口反下弓六反
爲聒,于僞反下古活反銜枚氏放此
煙被,皮義反注同
假令,力呈反注同
壺涿氏炮土,歩交反注泡苞同
狐蜮,音或
燔之,音煩
牡橭,劉音沽杜讀爲枯云枯榆木名也劉亦音枯案如杜義則音姑山榆也
爲梓,音子本或作橭
爲樗,勑居反
庭氏掌射,食亦反下注同
鳴呼,喚故反下文􁅭呼同
大隂,音泰下文同
陽與,音餘
譆譆,許其反
詘詘,劉音出本亦作出
銜枚氏司囂,五羔反下同
讙者,呼九反
在朝,直遥反下同
禁􁅭,音呌
鳴吟,魚今反
伊耆氏爲函,音咸
去之,起吕反
別史,彼列反
卒,子忽反
杖鉞,直亮反又音丈下音越
大行人要服,於遥反下文及注同
春朝,直遥反後皆同
以比,毗志反注同
春見,徐賢遍反戚如字夏秋冬放此
更,音庚
迭,直結反
而徧,音遍下文注皆同
時見,賢遍反下殷見同
九伐,如字劉扶發反
之好,呼報反注同
殷覜,通弔反
之慝,吐得反
使來,色吏反
惡行,下孟反
閒問,閒厠之閒注同
歸脤,上忍反
致禬,音㑹
澶淵,市然反
繅,音藻
藉,在夜反下及注同
九斿,音留下同
樊纓,畔干反下同
九乗,繩證反下同
介九,音界下及注同
車軹,之氏反或居氏反
擯者,必忍反後皆同
再祼,古亂反
而酢,才洛反
食禮,音嗣下及注皆同
五積,子賜反後皆同
三勞,老報反下及注并小行人司儀職放此
信圭,音申後信圭同
衣版,於旣反
著冕,丁畧反
屬其,章玉反
幓,音衫
以罽,居例反
齊僕,側皆反
當軫與,音餘下是與歩與皆同
以飲,於鴆反下同
不恙,羊尚反
餽之,本又作饋求位反徐紀畏反
柱地,張矩反
九飯,扶晚反
降殺,色界反
無相,息亮反注同李息丈反
其摯,本又作贄音至
見,賢遍反下文壹見而見之朝見皆同
傳辭,直專反
齊酒,才計反
各下,戸嫁反注同
嬪物,婢人反
絺,勑之反劉豬履反
纊,音曠徐劉古曠反
見傳,上賢遍反下直戀反一音上如字下直專反
屬象,徐劉皆章束反下及注同
作叶,音協
詞,音辭
譯官,音亦
爲汁,之十反叶也又音協
爲諝,思敘反
者慾,市志反下音欲本多作欲
狄鞮,丁兮反
重譯,直龍反
才知,音智
以上,時掌反
齎其,子兮反
賔而,劉云應言擯小行人職同
詔相,息亮反注同
小行人之使,色吏反注同後使者使適使之四方竹使使臣皆同
眂館,音視
所爲,于僞反
瑱圭,劉吐電反案王執鎭圭瑱冝作鎭音
琮,才宗反
琥,音虎
璜,音黃
之好,呼報反
槁禬,苦報反下音㑹
作槀,古老反
敎治,直吏反
康樂,音洛
司儀擯相,息亮反此職内經注除相爲賔相朝相授相親相隨相待相爲國客相聘相禮皆同
壝土,唯癸反劉欲鬼反
此與,音餘下尺與同
三重,直龍反下三重重耳同
敦丘,音頓沈又都門反
陶丘,徒刀反
昆侖,力門反
三復,音服或芳服反
之玷,丁簟反沈都念反
宫縚,吐刀反
之行,下孟反
見王,賢遍反
諸侯毛,毛謂須髮也劉本作音毛
皆旅,如字又音臚力於反
傳辭,直專反下除春秋傳皆同
末上,時掌反下上傳上車同
致飧,素尊反下同
授幣,依注授音受
賔拜送,依注賔音擯下賔使者同
告辟,音避劉薄歷反注同下客辟三辟趨辟放此
巳辟,音避
詔侑,音又
拂闑,魚列反
中棖,直庚反
鴈行,戸剛反
還圭,音環又音旋
饗食,音嗣凡饗食皆同
費也,芳味反
降殺,色界反下豐殺則殺及後殺禮皆同
逡巡,七旬反
客甚勞,如字下甚勞勞辱同
客,本又作從同才用反
乗禽,繩證反下乗皮同
上下,時掌反
各稱,尺證反
束紡,芳往反
不朝,如字又直遥反
不背,音佩
東郷,許亮反下同
行夫傳,張戀反注同
遽,其庶反
其使,色吏反注及下同
有難,乃旦反注同
傳命,直宣反象胥職同
焉使,劉焉音夷
環人殉環,徐音循或辭俊反
及疆,居良反
苛留,音何又呼何反
象胥閩,亡巾反又音文
貉,亡百反
國使,所吏反
壹見,賢遍反
而賔,音擯下同
相之,息亮反下同
掌客政治,直吏反注同
侯長,丁丈反注同
敵用,丁歷反
從者,才用反下注從賔同
繭栗,古典反
鉶,音刑
牲三十有六,依注牲音星下牲十有八受牲禮同
二十筥,姜吕反
二十罋,烏弄反
五籔,素口反劉色縷反
三秅,丁故反或丈加反
乗禽,繩證反下及注同
三食,音嗣下食大牢再食壹食注不食同
皆見,賢遍反注下除相見見讀皆同
皆飪,而甚反
西夾,古洽反劉古協反下同
非衰,初危反下同
差也,初佳反又初冝反
倍鼎,音裴
二行,戸剛反下六行四行二行皆同
從陳,子容反
稾實,古老反
并刈,必政反又必盈反
曰緫,本又作緵子工反李又音揔
手杷,必馬反
棟梠,音吕
一穧,才計反
參差,初林反下初冝反
不復,扶又反
勞賔,老報反
造館,七報反
秅秭,徐音姊劉祖禮反
皆爲,于僞反下同
愛費,芳味反
芻稍,所敎反舊踈詔反
煎,子然反劉子賤反
亨,普庚反劉普孟反
掌訝野廬,力於反
求索,色白反
道之,音導下文注道之道賔道王同
退復入迎,復扶又反
爲之,于僞反亦如字
之治,直吏反注下同
訝爲,于僞反下則爲同
凡從,才用反注同
於竟,音境
詔相,息亮反
掌交之好,呼報反注下皆同
惡,烏路反注同
辟行,音避注同
之說,音恱注同
之難,乃旦反
朝大夫國治,直吏反注下同
君長,丁丈反注同
殿之,都練反
