source,commentary
皆說,土活反下同
猶踧,子六反
踖,子亦反
謂􁌄,音損又才悶反又士戀反
肝膋,力彫反
狗胾,壯吏反
有炮,薄交反或作缹同音缶
鱉,本又作鼈必滅反
膾鯉,古外反
鶉,市春反
鴽,音如
洗象觚,音觶岀注
欲令,力呈反
曰復,扶又反
中三,丁仲反注同
而和,戸臥反
懽樂,音洛
聮事,音連
敎治,直吏反
相大,息亮反
釋縣,音玄
別内,彼列反
皆辟,劉芳益反一音避
閒合,閒厠之閒
所樂,如字又音洛
甸人,大見反
􁆻人,音昬
燋也,劉哉約反字林子弔反
掌共,音恭
薪蒸,章凌反
内霤,刀又反
入驁,五刀反注同驁夏樂章
