source,commentary
大射儀第七,鄭云諸侯將有祭祀之事與其羣臣射以觀其禮也
大射,食夜反
治官,直吏反下之治同
視滌,大歷反
謂漑,古代反
命量,音亮下量人皆同
參七,依注音糝素感反後放此
干五,依注音豻五旦反劉音鴈後放此
巷涂,音徒
所射,食亦反下射之射麋侯同
以爲,于僞反
豹鵠,古毒反後同
下天,戸嫁反
巾車,如字劉居覲反後皆放此
見鵠,賢遍反又如字注同
掌裝,音莊
所射,食亦反下射之所射侯同
中此,丁仲反下難中中之皆同
任己,音壬
言較,音角
鳱鵠,音于劉音岸又音鴈
正者,音征下爲正同
題肩,大西反
捷黠,户八反
參分,七南反又音三
大半,音泰下大蔟同
宿縣,音玄注同
䥬,本又作鎛音博
大蔟,七豆反
沽,音姑
洗,西典反
皆編,必連反又甫千反下同
爲堵,丁古反
應鼙,應對之應注同下步迷反
之跗,方于反
便其,婢面反後皆同
頌磬,如字一音容
無射,音亦
爲賔,于僞反下同
省文,所景反
簜在,大黨反
鼗,大刀反
倚于,於綺反
西紘,音宏
有柄,彼命反劉本作秉音同
以柷,尺六反
用錫,悉歷反劉相亦反細布也
若絺,敕其反細葛也劉作音卻
綴諸,陟衞反又丁劣反
近似,附近之近
而卑,如字劉音婢
箭篠,素了反
爲幂,于僞反下注爲諒爲有爲射同
卷辟,必亦反
横之,如字劉古曠反
作緆,悉歷反劉余章反又羊豉反
兩圜,音圎
壺獻,素河反出注下注獻並同
爲沙,素河反下同
泲之,子禮反
涗于,始銳反
醆酒,壯簡反
西郷,許亮反下皆同
當共,音恭劉居俸反
羮定,多佞反
亨肉,普庚反
大史,音泰後大平大師大史皆同
在干,音岸
從者,才用反
正相,息亮反
之長,丁丈反
又復,扶又反下復再同
賔辟,婢亦反又音避注同
逡,七旬反
遁,音旬
肆夏,戸雅反凡代名及樂章九夏皆放此
巡守,手又反
敢亢,苦浪反劉音剛
辟正,音避下注上辟皆同
于篚,音匪
宰胥,相吕反又如字後同
嚌之,才計反
挩手,始銳反
坐啐,七内反
樂闋,苦穴反
以醋,才各反本亦作酢
酌散,思但反下皆同
禮殺,所界反下禮殺皆同
命長,丁丈反注及下皆同
降造,七報反
一人與,音餘下同
爲拜,于僞反下猶爲爲大尊爲君爲皆同
相飲,於鴆反
夫辯,音遍後并注作徧皆同
重席,直容反注丁皆同
布純,之閏反又章允反
猶去,起吕反
辟君,音避下辟君同
臑,奴到反
則先,悉薦反下注先大夫同
大尊,音泰
近君,附近之近下同
私昵,女乙反
之坐,才臥反
之處,昌慮反下放此
無脀,之承反
諷誦,方鳳反
少師,詩召反下文及注皆同
相大,息亮反下及注皆同
視瞭,音了
杜蒯,苦怪反
分別,彼列反
左何,胡可反又音河
挎越,口胡反又口侯反
西縣,音玄下同
則設,戸教反亦作傚
於勞,力到反
陪于,劉蒲來反
餘長,丁丈反下之長同
皐陶,音遙
長六,直亮反
東坫,丁念反
以監,古銜反
不背,音佩下爲背同
挾,音協又子協反下皆同
乗矢,繩證反注同
見,賢遍反
鏃,子木反又七木反
於弣,芳甫反或方武反
猶闓,音開
著右,丁略反又直略反下同
射韝,古侯及劉苦侯反
弓把,音霸
大擘,彼革反劉薄歷反
楅,音福
䟽數,音朔
壹從,子容反
公射,食亦反次下三字同
中之,丁仲反下注次中矢中同
遂比,毗志反劉音鼻注同
不拾,其業反劉其輒反下文及拾發拾取旣拾皆同
一个,古賀反下同
捷也,初洽反本又作扱
射三,食亦反下二字同
取扑,普卜反下同
以撻,土達反
欲令,力呈反
猶閒,閒厠之閒
併也,步頂反下皆同
合足,如字劉音閤
命去,起吕反注下同後去扑去侯注去塵皆同
共而,九勇反下共而去皆同
還其,劉户串反下注還其同
說決,土活反又始銳反劉詩恱反下說決拾皆同
曰毋,音無下同
射獲,食亦反注同
拾更,音庚
坐乗,承證反注下同
數之,所主反
不索,悉各反一音所伯反
乃復,扶又反下注復言復賔復並行爲復復釋君復皆同
比耦,毗志反下同
見其,賢遍反
左還,音患注下放此一音環
南踣,步北反
將背,音佩下同
覆手,芳伏反注同
梱之,口本反劉音涃
作魁,古回反
中離,丁仲反注矢中中鵠值中猶中不中下所中中三侯若中皆同
其邪,似嗟反
爲絹,劉侯犬反又于貧反一音占縣反又古犬反
不著,直略反下同
傳告,直專反
一笴,工但反劉古老反
以笥,息嗣反字林先字反劉音司
萑,音丸
葦,于鬼反
以韜,土刀反
將指,子匠反
契於,苦計反
以袂,面世反
右隈,烏回反
揉之,而九反劉奴丑反又耳了反
宛,紆阮反
爲紐,女九反
稍屬,之玉反注及下稍屬同
眂算,音視本亦作視
先數,所主反注數者校數同
則縮,所六反
從也,子容反下同
作蹙,子六反
易校,以豉反
自近,附近之近下注近其同
爲奇,居冝反下同
當飲,於鴆反下文若飲公飲君皆同
奉豐,芳勇反下同
其少,詩召反
加弛,尸氏反
辟飲,音避下辟中辟俎皆同
爲之,于僞反下爲大侯當爲嫌爲爲復爲將皆同
兩獻,素多反
敎擾,而小反劉音饒
卒錯,劉音厝
右个,劉音幹注及下同
祝侯,之又反下同
若女,音汝下同
而射,食亦反下始射同
彊飲,其丈反下同
貽女,以之反遺也
辟薦,婢亦反注同
曏,許亮反注同
言拾,其業反下大夫拾同
坐說,劉詩悅反又始銳反下同
一个,古賀反下同
用應,應對之應下同
失正,音征
無當,丁浪反
奏貍,里之反
不朝,直遙反
有弧,音胡弓也
䟽數,音朔
所儗,音擬
度也,大各反
乗之,繩證反
若長,丁丈反下士長同
授從,才用反注同
去藏,起吕反
